tipo_teste,familia_estrategia,metrica,n_com_alternativos,n_sem_alternativos,media_com_alternativos,media_sem_alternativos,media_diff_com_menos_sem,bootstrap_ci_low,bootstrap_ci_high,mannwhitney_stat,mannwhitney_pvalue,permutation_pvalue,vencedor_media,significativo_mannwhitney_5pct,significativo_permutation_5pct
cenario_alternativos,equal_weight,sharpe,7,10,1.1962716545275678,0.9194999904589306,0.2767716640686372,0.17368333724155044,0.38989799071189485,69.0,0.00020567667626491157,0.0003999200159968006,com_alternativos,True,True
cenario_alternativos,equal_weight,vol_anual,7,10,0.14499145719161416,0.17556168047396603,-0.03057022328235187,-0.0452042524080503,-0.01798029626555651,3.0,0.0007198683669271905,0.0009998000399920016,com_alternativos,True,True
cenario_alternativos,equal_weight,sortino,7,10,2.07309398956373,1.5260696241901495,0.5470243653735807,0.30337033022875615,0.8006706282842389,65.0,0.00195392842451666,0.002999400119976005,com_alternativos,True,True
cenario_alternativos,equal_weight,calmar,7,10,0.6860252978271015,0.4904287368882462,0.19559656093885536,0.08761298787703446,0.29531111539545024,63.0,0.00462772521596051,0.014597080583883223,com_alternativos,True,True
cenario_alternativos,equal_weight,max_drawdown,7,10,-0.23464068656593384,-0.2987001416180733,0.06405945505213945,0.029660132636642165,0.10087195775038467,61.0,0.009666803784450843,0.015796840631873626,com_alternativos,True,True
cenario_alternativos,equal_weight,cagr,7,10,0.1611334179987578,0.13834541692033442,0.02278800107842338,0.004589952618191911,0.04033412413681456,55.0,0.055327025915261216,0.046590681863627276,com_alternativos,False,True
cenario_alternativos,equal_weight,retorno_total,7,10,4.345174582130345,3.3594918141208803,0.9856827680094646,0.10001664795605704,1.7896900030302623,55.0,0.055327025915261216,0.0651869626074785,com_alternativos,False,False
cenario_alternativos,hrp,max_drawdown,7,10,-0.19319172738557885,-0.2915790615936321,0.09838733420805326,0.06532856622234194,0.1325987528833749,70.0,0.00010283833813245579,0.0001999600079984003,com_alternativos,True,True
cenario_alternativos,hrp,vol_anual,7,10,0.13454876386204245,0.17291179661058723,-0.03836303274854477,-0.05429799774972834,-0.025012514832203212,0.0,0.00010283833813245579,0.0001999600079984003,com_alternativos,True,True
cenario_alternativos,hrp,sharpe,7,10,1.2040993877669306,0.9048731949940357,0.29922619277289486,0.1914755669951822,0.41652679491418515,69.0,0.00020567667626491157,0.0003999200159968006,com_alternativos,True,True
cenario_alternativos,hrp,calmar,7,10,0.7790822602499442,0.4824316752790027,0.2966505849709415,0.17862324084221068,0.40290221014032285,64.0,0.0030851501439736733,0.0013997200559888023,com_alternativos,True,True
cenario_alternativos,hrp,sortino,7,10,2.04126058067156,1.477860535962527,0.563400044709033,0.313378614676998,0.8183542398262255,64.0,0.0030851501439736733,0.0027994401119776045,com_alternativos,True,True
cenario_alternativos,hrp,cagr,7,10,0.1498347408108583,0.13332997103274152,0.016504769778116768,0.00015434107331868126,0.030744001993230567,61.0,0.009666803784450843,0.09958008398320337,com_alternativos,True,False
cenario_alternativos,hrp,retorno_total,7,10,3.766544562258679,3.147565360212097,0.6189792020465816,-0.17972391627802894,1.2524464378186606,61.0,0.009666803784450843,0.19716056788642272,com_alternativos,True,False
cenario_alternativos,markowitz_puro__max_sharpe,sharpe,7,10,1.8029020133837577,1.0418583954333716,0.7610436179503861,0.5714477766245518,0.9455784701787483,70.0,0.00010283833813245579,0.0001999600079984003,com_alternativos,True,True
cenario_alternativos,markowitz_puro__max_sharpe,calmar,7,10,1.3256965955848727,0.6060649242234672,0.7196316713614055,0.4828305291978122,0.9614054571891987,70.0,0.00010283833813245579,0.0001999600079984003,com_alternativos,True,True
cenario_alternativos,markowitz_puro__max_sharpe,sortino,7,10,3.664055127949939,1.8006418977220275,1.8634132302279114,1.2606542147339561,2.465917755623225,69.0,0.00020567667626491157,0.0001999600079984003,com_alternativos,True,True
cenario_alternativos,markowitz_puro__max_sharpe,vol_anual,7,10,0.1275861819271628,0.1809311365525601,-0.05334495462539729,-0.07385837388885237,-0.03172503068574711,3.0,0.0007198683669271905,0.0005998800239952009,com_alternativos,True,True
cenario_alternativos,markowitz_puro__max_sharpe,max_drawdown,7,10,-0.18546622379113017,-0.28869321719993213,0.10322699340880195,0.050552085175910665,0.15637155250939275,63.0,0.00462772521596051,0.003199360127974405,com_alternativos,True,True
cenario_alternativos,markowitz_puro__max_sharpe,retorno_total,7,10,9.6259863821483,5.072496749036416,4.553489633111884,1.9656729079130597,7.379363948527559,61.0,0.009666803784450843,0.006798640271945611,com_alternativos,True,True
cenario_alternativos,markowitz_puro__max_sharpe,cagr,7,10,0.2315243238968619,0.16804050317918748,0.06348382071767442,0.030617151671906064,0.098189524660781,61.0,0.009666803784450843,0.008798240351929614,com_alternativos,True,True
cenario_alternativos,markowitz_puro__min_vol,sharpe,7,10,1.5053574143014181,0.9331981087069782,0.57215930559444,0.3946868217054498,0.7414362440055059,69.0,0.00020567667626491157,0.0001999600079984003,com_alternativos,True,True
cenario_alternativos,markowitz_puro__min_vol,max_drawdown,7,10,-0.13267515774411434,-0.2722068957686712,0.13953173802455685,0.0995781206703509,0.18127825889120375,69.0,0.00020567667626491157,0.0001999600079984003,com_alternativos,True,True
cenario_alternativos,markowitz_puro__min_vol,vol_anual,7,10,0.1068039659780504,0.1663359533785444,-0.059531987400493994,-0.07647298325819826,-0.04288458636604061,1.0,0.00020567667626491157,0.0001999600079984003,com_alternativos,True,True
cenario_alternativos,markowitz_puro__min_vol,calmar,7,10,1.2659909292340699,0.5154335496795237,0.7505573795545462,0.42605537468349625,1.0837452703355148,66.0,0.0012340600575894694,0.0003999200159968006,com_alternativos,True,True
cenario_alternativos,markowitz_puro__min_vol,sortino,7,10,2.5420738618699317,1.5237764760573083,1.0182973858126234,0.590204559704963,1.4267308453555532,65.0,0.00195392842451666,0.0007998400319936012,com_alternativos,True,True
cenario_alternativos,markowitz_puro__min_vol,cagr,7,10,0.15407984285112472,0.13231133371520004,0.02176850913592468,0.006129075918614344,0.035561013944805715,59.0,0.01851090086384204,0.03159368126374725,com_alternativos,True,True
cenario_alternativos,markowitz_puro__min_vol,retorno_total,7,10,3.9823352503828575,3.082463835059202,0.8998714153236556,0.16363628521293588,1.5325183400117097,59.0,0.01851090086384204,0.05058988202359528,com_alternativos,True,False
cenario_alternativos,markowitz_restrito__max_sharpe,sharpe,7,10,1.4747163584512513,0.9507382706165416,0.5239780878347097,0.3798816028374405,0.6711141534504788,70.0,0.00010283833813245579,0.0001999600079984003,com_alternativos,True,True
