projeto,data_execucao,dir_raiz,dados_raw,dados_processed,resultados_tabelas,resultados_graficos,resultados_dados_intermediarios,resultados_html_support
analise_global_mercados_etfs_brl,2026-04-15 14:22:48,C:\Users\mht-1\OneDrive\Documentos\Projetos\Dados\analise_mercado_global,dados\raw,dados\processed,resultados\tabelas,resultados\graficos,resultados\dados_intermediarios,resultados\html_support
