etapa,descricao,data_min_base_brl,data_max_base_brl,quantidade_ativos_brl,linhas_base_brl
etapa_5,"Download de séries cambiais, conversão para BRL e geração de bases diária/mensal de preços e retornos",2015-01-01,2026-04-16,45,128461
