etapa,descricao,data_inicio_final,data_max_final,quantidade_ativos_finais,quantidade_linhas_finais
etapa_4,"Filtragem por histórico mínimo, qualidade da série e definição automática da janela comum",2015-01-01,2026-04-15,45,128462
