qtd_ativos_total,qtd_indices,qtd_etfs,qtd_alternativos,qtd_estrategias_consolidadas,qtd_linhas_consolidadas,qtd_familias_estrategia,melhor_familia_sharpe,melhor_familia_cagr,melhor_familia_score,familia_com_mais_vitorias,mais_vitorias_em_familias,qtd_metricas_testadas,qtd_testes_pareados,qtd_testes_cenario,qtd_sig_wilcoxon,qtd_sig_permutation_pareado,qtd_sig_mannwhitney,qtd_sig_permutation_cenario,melhor_delta_sharpe_familia,melhor_delta_sharpe_valor,melhor_delta_cagr_familia,melhor_delta_cagr_valor,melhor_delta_mdd_familia,melhor_delta_mdd_valor
45,14,25,6,102,102,6,markowitz_puro__max_sharpe,markowitz_puro__max_sharpe,markowitz_puro__max_sharpe,markowitz_puro__max_sharpe,15,7,105,42,73,75,37,36,markowitz_puro__max_sharpe,0.761247637132179,markowitz_restrito__max_sharpe,0.0651768409120213,markowitz_puro__min_vol,0.13947258206652988
