data,equal_weight,markowitz_puro__min_vol,markowitz_puro__max_sharpe,markowitz_restrito__min_vol,markowitz_restrito__max_sharpe,hrp
2018-04-30,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-31,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-30,0.0,-0.00289708937745381,-0.005400475198278798,0.0,-0.0016226362055530297,0.0
2018-07-31,0.0,-0.0037678226790516245,0.0,0.0,0.0,-0.001804131054082725
2018-08-31,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-30,-0.029768885827680114,-0.00671295785835202,-0.015962465192488118,-0.02057879663565243,-0.029137060179940444,-0.02708895386690824
2018-10-31,-0.16595041652511122,-0.04772372929332214,-0.05541493137110709,-0.11813649354835842,-0.12707888410567236,-0.13963982092795102
2018-11-30,-0.13380829331618493,-0.019774444948340575,-0.057278465723758276,-0.08503812997276605,-0.122402449396256,-0.09872855163788452
2018-12-31,-0.1656122974864619,-0.026234870997553728,-0.0645421478981153,-0.11058893220789312,-0.150929868959487,-0.11711568337151834
2019-01-31,-0.13806342656580073,0.0,-0.03613383302127693,-0.07165929640435009,-0.12643512274924318,-0.08614915719984195
2019-02-28,-0.11673613206181677,0.0,-0.014967312704765923,-0.05137685141188397,-0.10112444604322923,-0.07102921010206042
2019-03-31,-0.06838451466007989,0.0,0.0,-0.009814005452388641,-0.05419048596886433,-0.02987761802356359
2019-04-30,-0.026042965306129373,0.0,0.0,0.0,0.0,-0.0008880268271227454
2019-05-31,-0.05092189238348632,-0.009513482368538329,0.0,-0.023868765586208318,0.0,-0.02234845087393622
2019-06-30,-0.014345799742042531,0.0,0.0,0.0,0.0,0.0
2019-07-31,-0.040066451499012,-0.003947156664460882,-0.0028584323387484956,-0.012531115070234522,-0.013190860437578111,-0.018312903041303952
2019-08-31,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-30,0.0,0.0,-0.013219382547819403,0.0,-0.0017831316698051491,0.0
2019-10-31,-0.01079662163891304,-0.003835944413465131,-0.011755148414295369,-0.006981841590285365,-0.002314327509814862,-0.016508014391143133
2019-11-30,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-31,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-29,-0.02162742571145959,-0.013434867677080242,-0.011282340191666074,-0.022745260458684413,-0.02281121480591808,-0.01652912223702141
2020-03-31,-0.10533955793678118,-0.08156699966348913,-0.07225496311980606,-0.12646527002159436,-0.1196737828383202,-0.08154498868250093
2020-04-30,-0.00010610561154289488,-0.016761888807296565,0.0,-0.05067661031579185,-0.002972353983096143,0.0
2020-05-31,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-30,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-31,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-31,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-30,0.0,-0.010314927107521688,-0.021619950639669594,-0.0008754103225090404,-0.007039895980389788,0.0
2020-10-31,0.0,-0.007865063162337815,-0.00038462616391266025,0.0,0.0,0.0
2020-11-30,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-31,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-31,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-28,0.0,-0.006260247531871377,0.0,0.0,0.0,0.0
2021-03-31,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30,-0.04586363326789189,-0.024210832574750873,-0.02105832216951009,-0.03580859100167688,-0.03423146827870471,-0.043292258043312826
2021-05-31,-0.05191386764335559,0.0,-0.007925882729031164,-0.022649397165177,-0.055832387672750894,-0.029228047598729323
2021-06-30,-0.0981118332436206,-0.054797660788568514,-0.05885126124964324,-0.06806216548570565,-0.09873087059141472,-0.0846249734625878
2021-07-31,-0.0825926546266682,-0.04060714303795088,-0.025918187803045,-0.05944912362092847,-0.07087705868824357,-0.06894893579910488
2021-08-31,-0.04471851754232048,-0.035862829416160036,-0.007573795230253921,-0.0393737464137891,-0.033034600105296574,-0.033783291792835346
2021-09-30,-0.04165293178758922,-0.03788019344773874,-0.01853084874068811,-0.036876797309292164,-0.04032019626018468,-0.034219468259634955
2021-10-31,0.0,-0.014066409151709536,0.0,0.0,0.0,0.0
2021-11-30,-0.04902896154174874,-0.04411843588495168,-0.02440793176346301,-0.04711619154754487,-0.04095717559141898,-0.04386614454870397
2021-12-31,-0.02487609191346829,-0.013929476616764247,-0.009711608471491773,-0.019144776881691694,-0.02924903147685387,-0.013186903070462996
2022-01-31,-0.06628140042073472,-0.018407369716318178,-0.035383203506431316,-0.038451979498608346,-0.07264960298071033,-0.04436640797079161
2022-02-28,-0.10077606567109276,-0.020589966603945187,-0.02982482237061379,-0.06844438784059848,-0.0930711214308596,-0.06936078591635719
2022-03-31,-0.13666774607500187,-0.040441408012972246,-0.04206292593690997,-0.09569107193676096,-0.11670516403940456,-0.10141626155761474
2022-04-30,-0.1757560743395319,-0.07325122353970293,-0.08844846544400875,-0.13289393369427016,-0.16853028279459914,-0.13619596666822864
2022-05-31,-0.1895322605746087,-0.08598853368467596,-0.11891879153197804,-0.14147940707038675,-0.19446089737548367,-0.15163818212398483
2022-06-30,-0.21188875572533472,-0.08729990390935993,-0.14254507216276402,-0.15872208153721012,-0.23928284317238324,-0.1630476321022335
2022-07-31,-0.17410969607650106,-0.0743406524783895,-0.1129356692683271,-0.13217503993412294,-0.19669805225770276,-0.13282039740066975
2022-08-31,-0.20414846542179466,-0.08540922482313174,-0.13184506133610618,-0.14985638131884782,-0.2205683181180943,-0.15470741220077877
2022-09-30,-0.23695810809595452,-0.08983258579803632,-0.13247375125834304,-0.17786273160799604,-0.2432042048294365,-0.1782814515811154
2022-10-31,-0.2146492524022593,-0.0850775933775173,-0.12235175753433392,-0.1643450952213491,-0.22311587202221617,-0.15964415247256292
2022-11-30,-0.14485194802900203,-0.04125539598442929,-0.10624568924440347,-0.10436453629190245,-0.18755611277406947,-0.09125637486233684
2022-12-31,-0.1618910914364291,-0.03894350319720352,-0.11576813846552092,-0.11260857805625091,-0.20704383816523475,-0.10000944051658278
2023-01-31,-0.11120081400776372,-0.014155072459902884,-0.0685666359547259,-0.0742773088240416,-0.14517737820505883,-0.054915790938466436
2023-02-28,-0.1396124018938959,-0.06141786723374565,-0.10297351516924702,-0.11496034436259472,-0.17254296963713023,-0.08830133485092329
2023-03-31,-0.12640643101984161,-0.04885667733596133,-0.06876832524358667,-0.10705420306504321,-0.14682864940114726,-0.0758325697765343
2023-04-30,-0.13401648637185903,-0.049637805443653704,-0.07011787544919201,-0.11250317597431303,-0.15301269071474433,-0.08428484869552766
2023-05-31,-0.1444550505926735,-0.046287112492606086,-0.055110100247612426,-0.11463676790556265,-0.14652196092082748,-0.08777801770903315
2023-06-30,-0.12483939792504006,-0.03468958733843708,-0.04117537100297397,-0.0937981252777107,-0.12119678178759874,-0.07412514156578842
2023-07-31,-0.10959457542579587,-0.01776572502766216,-0.028623823511024438,-0.07506547719160617,-0.11100257676735625,-0.058739805181624805
2023-08-31,-0.12471555695765268,-0.02315363193330866,-0.03261219047616204,-0.09262719358904303,-0.12796651187193808,-0.06797879626898407
2023-09-30,-0.1288520946519709,-0.022296326695759983,-0.03015905885317316,-0.09403417268946568,-0.12751946185798635,-0.07835331027798154
2023-10-31,-0.14759157210898333,-0.013765205012956638,0.0,-0.11278599414199053,-0.12230010790215551,-0.09220882597159974
2023-11-30,-0.09578325690918132,0.0,0.0,-0.06879716878872466,-0.06390018105585815,-0.037545021691919755
2023-12-31,-0.06176591866874259,0.0,0.0,-0.03796216143229991,-0.025101399462835627,-0.007473456167021886
2024-01-31,-0.06535149344992464,-0.004610819041536152,0.0,-0.046166384093139334,-0.026525295860105436,-0.011862870770757539
2024-02-29,-0.025596918155895487,0.0,0.0,-0.012760319002168341,0.0,0.0
2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-30,0.0,0.0,0.0,0.0,-0.010931850507226337,0.0
2024-05-31,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-30,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-31,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-31,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-30,-0.007352341617533287,-0.00954859286843901,-0.008836030266977546,-0.008062359622918347,-0.009827610375221951,-0.007849499270163651
2024-10-31,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-30,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-31,-0.0052061742872256955,-0.0022445682669588463,0.0,-0.006619639729488425,-0.0038003449178384274,-0.0031401294180012362
2025-01-31,-0.013145312858694358,0.0,0.0,-0.008983872663335002,-0.0011242777171307505,-0.005167018562564407
2025-02-28,-0.020135004398337153,-0.004464144094306177,-0.022947588758855053,-0.0142227570199287,-0.027852261641466036,-0.00836833223051292
2025-03-31,-0.02499581786562255,0.0,0.0,-0.0023839625701048694,-0.02871095192961448,0.0
2025-04-30,-0.02652967557186936,0.0,0.0,-0.001942093704746517,-0.017082740083615766,0.0
2025-05-31,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-30,0.0,-0.0005905401110672948,-3.459115084814002e-05,0.0,0.0,0.0
2025-07-31,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-31,-0.0017298557178373475,0.0,0.0,0.0,-0.003814195592768077,0.0
2025-09-30,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-31,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-30,-0.003372507391767532,0.0,0.0,0.0,-0.007613112676171818,0.0
2025-12-31,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-31,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-28,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-31,-0.023804350317791156,-0.0025922097300955516,0.0,0.0,-0.005297846766674441,-0.026448509415587074
2026-04-30,-0.015217963996693396,-0.0024393856486824017,0.0,0.0,0.0,-0.023550669805084246
