metodo,qtd_estrategias,retorno_total_medio,cagr_medio,vol_anual_media,sharpe_medio,sortino_medio,max_drawdown_medio,calmar_medio,pct_meses_positivos_medio,peso_max_medio,top3_peso_medio,hhi_medio,n_efetivo_medio,score_medio
markowitz_puro,34,5.200231096137479,0.16772786871117007,0.150394174548457,1.262011206917639,2.2555025490156604,-0.23047031765978662,0.8634352180224267,0.6481481481481481,0.5521581124262337,0.9127586319360809,0.46867771483847365,2.729181183620066,221.97058823529412
markowitz_restrito,34,4.3569387659254435,0.15562499478939484,0.157974900565353,1.1138870385113513,1.927531579198093,-0.2609580030078456,0.6428372404795394,0.6302832244008715,0.22941176470588223,0.5999999999999996,0.21152783995591212,9.42490447746524,261.1764705882353
equal_weight,17,3.765361189183601,0.14772871148203817,0.16297394147535055,1.0334647933107224,1.751314951108683,-0.2723227189495453,0.5709684972748337,0.6235294117647059,,,,,293.47058823529414
hrp,17,3.4024391492901014,0.14012605270608372,0.1571152537141276,1.028083980253463,1.7098487896662464,-0.25106662986090433,0.6045819161493904,0.6296296296296297,0.2792400632548513,0.5786730137403511,0.21635488479801815,11.847257603444794,280.94117647058823
