data,equal_weight,markowitz_puro__min_vol,markowitz_puro__max_sharpe,markowitz_restrito__min_vol,markowitz_restrito__max_sharpe,hrp
2015-02-28,100.0,100.0,100.0,100.0,100.0,100.0
2015-03-31,108.95375563504415,106.1562832420344,105.70095100061734,107.75914936012978,108.07977572713033,108.48721402612533
2015-04-30,104.48353369774325,107.51728089058913,105.47904159224485,105.49129616090929,104.92242391466465,104.48316368255608
2015-05-31,109.0449337250725,110.33618185798674,108.72597607288017,109.61366472966607,108.91984175733576,108.65638592851043
2015-06-30,104.6065793959779,107.71110700235195,105.81961906565228,105.67569849319649,104.94215481390245,104.26072243796929
2015-07-31,110.1316159649168,111.91688268696495,110.51263496030049,110.55571612612745,109.32587242660519,109.53006932256768
2015-08-31,107.76221935021812,106.85943112355747,106.56367785117197,106.67982602726566,106.58940430888084,107.0105843500111
2015-09-30,116.68868857347574,111.25954353032571,111.86335085397867,113.99292795487797,113.41730665281237,115.55037474789425
2015-10-31,120.09027358071587,113.56729190783604,116.84825557107831,116.93902983492366,118.27480800028441,118.31029380418563
2015-11-30,117.96640702425445,112.47585622404306,115.60730573605657,115.00895881318465,116.16242187081028,115.83436626990094
2015-12-31,117.88035235666933,111.67708677291768,114.84396114004124,114.43157414958442,115.58023089469023,115.60737227922142
2016-01-31,114.31489039025367,106.37933038650232,109.53718985560104,109.87819104032161,111.34113979195158,112.29687402141388
2016-02-29,110.98287179886395,105.04907376457788,110.4000997956648,107.51927109391748,110.59030750832129,109.12465097342796
2016-03-31,111.70407204763974,109.36526152675363,114.91774830985813,109.4150481885743,112.18244212179629,110.63549039218239
2016-04-30,110.52479288202208,110.70595672794103,113.43573228332102,109.1584586626869,111.38423087068634,109.91564835248944
2016-05-31,111.17187331628307,109.37334953615603,113.99875656073684,109.01553203316794,112.18728663713034,109.58201684848285
2016-06-30,103.75775927677626,104.89194398068496,109.83619852452247,103.27376270767755,107.14667440483461,102.78329834495028
2016-07-31,110.72926039436837,113.09471680496294,120.0069669089054,110.77585513020321,115.19272468972972,109.70283498899451
2016-08-31,109.5219161643862,113.29839258822835,119.63834717748965,110.12369604443919,114.13460689940777,108.13438797139136
2016-09-30,112.32921951157589,115.65328113731836,123.07662865428759,112.58944172343047,117.15186842106337,110.66359884671964
2016-10-31,109.94471566029237,118.01915144914352,125.80622285474661,111.82342906644425,116.59763462854633,109.08833367897732
2016-11-30,114.98643716422805,121.60370279752676,129.68792917435636,115.57032670491716,121.21853057407523,113.20326886837569
2016-12-31,109.37542529922204,115.30519163680775,123.67553821660474,109.65940615730602,115.57444053891761,107.6696710313569
2017-01-31,110.9042642297615,118.26306528657177,128.4443502828936,112.22365645667973,118.89934562267027,109.12119491908628
