familia_estrategia,qtd_estrategias,retorno_total_medio,cagr_medio,vol_anual_media,sharpe_medio,sortino_medio,max_drawdown_medio,calmar_medio,peso_max_medio,top3_peso_medio,hhi_medio,n_efetivo_medio,score_medio
equal_weight,17,3.765361189183601,0.14772871148203817,0.16297394147535055,1.0334647933107224,1.751314951108683,-0.2723227189495453,0.5709684972748337,,,,,293.47058823529414
markowitz_puro__min_vol,17,3.4529991237218836,0.14127483747705138,0.1418227820959881,1.168793116892924,1.943075399627212,-0.214752650699736,0.8244865883196311,0.5230973116663291,0.8800475364794634,0.43368559492838205,2.960705063721508,234.7058823529412
markowitz_puro__max_sharpe,17,6.947463068553073,0.19418089994528873,0.15896556700092593,1.355229296942354,2.5679296984041087,-0.2461879846198372,0.9023838477252224,0.5812189131861383,0.9454697273926982,0.5036698347485652,2.497657303518624,209.23529411764707
markowitz_restrito__min_vol,17,3.4418872988891622,0.1410697928036672,0.15361887145483605,1.0612801231801043,1.7422685300343412,-0.25341290807405237,0.6057248671279675,0.22941176470588234,0.6,0.21158567451671426,9.404871348818684,271.4117647058824
markowitz_restrito__max_sharpe,17,5.271990232961725,0.17018019677512247,0.16233092967586993,1.1664939538425982,2.112794628361844,-0.2685030979416389,0.6799496138311111,0.22941176470588218,0.5999999999999993,0.21147000539511,9.444937606111797,250.94117647058823
hrp,17,3.4024391492901014,0.14012605270608372,0.1571152537141276,1.028083980253463,1.7098487896662464,-0.25106662986090433,0.6045819161493904,0.2792400632548513,0.5786730137403511,0.21635488479801815,11.847257603444794,280.94117647058823
