carteira,metodo,tipo,estrategia,cenario_alternativos,detalhe_alternativos,grupo_familia,retorno_total,cagr,vol_anual,sharpe,sortino,max_drawdown,calmar,pct_meses_positivos,peso_max,top3_peso,hhi,n_efetivo_ativos,n_clusters_finais,rank_sharpe,rank_cagr,rank_mdd,rank_calmar,rank_vol,score_final
etfs_com_btc,markowitz_restrito,min_vol,etfs_com_btc__min_vol,com_alternativos,btc,alternativos,3.7565472736108267,0.1498812663124598,0.1320310515068647,1.2208256950288974,2.0501500945081634,-0.2314047352407953,0.647701811963771,0.6518518518518519,0.1,0.30000000000000004,0.06533850094113233,15.30491189109105,,38.0,43.0,43.0,54.0,25.0,203.0
etfs_com_petroleo,markowitz_restrito,min_vol,etfs_com_petroleo__min_vol,com_alternativos,petroleo,alternativos,3.1272765781751213,0.13536120733514978,0.12846350828020914,1.149530065910931,1.7363263244441256,-0.18290539969672104,0.7400612970398621,0.6592592592592592,0.09999999999999992,0.29999999999999977,0.06465751564365861,15.466106144739827,,42.0,70.0,18.0,41.0,19.0,190.0
etfs_todos,markowitz_restrito,min_vol,etfs_todos__min_vol,sem_alternativos,nenhum,amplo_base,3.1766201238615652,0.1365702041310417,0.1308153638038055,1.1403135730104401,1.9313514211523575,-0.21793280771527024,0.626661976977193,0.6518518518518519,0.1,0.30000000000000004,0.06665983244832403,15.001537856777828,,44.0,67.0,33.0,55.0,23.0,222.0
etfs_america_norte,markowitz_restrito,min_vol,etfs_america_norte__min_vol,sem_alternativos,nenhum,regional,6.212853934949287,0.19356318668515105,0.18754475671437493,1.1143045877198088,2.13241371707569,-0.22732824934483375,0.8514700097458431,0.6148148148148148,0.3333333333333333,1.0,0.3333333333333333,3.0,,49.0,14.0,41.0,28.0,91.0,223.0
etfs_global,markowitz_restrito,min_vol,etfs_global__min_vol,sem_alternativos,nenhum,global_macro,3.8076970298454116,0.15098322294641364,0.16348591666953435,1.0313078515487781,1.7457221692790617,-0.29009286930113,0.5204651300466334,0.5925925925925926,0.3333333333333333,1.0,0.3333333333333333,3.0,,61.0,41.0,72.0,67.0,64.0,305.0
etfs_exterior,markowitz_restrito,min_vol,etfs_exterior__min_vol,sem_alternativos,nenhum,amplo_base,3.1195117592236716,0.1351697594865564,0.1503173906674449,1.0149620264404215,1.6211258198246572,-0.22527709227691062,0.6000155547125303,0.6518518518518519,0.09999999999999998,0.29999999999999993,0.07205886200141869,13.877543611225946,,63.0,73.0,38.0,58.0,46.0,278.0
etfs_desenvolvidos_emergentes,markowitz_restrito,min_vol,etfs_desenvolvidos_emergentes__min_vol,sem_alternativos,nenhum,global_macro,2.868644269192397,0.12880053275133352,0.15523117739634315,0.9485388146661474,1.4792538809166107,-0.314045689380536,0.4101331019871542,0.6444444444444445,0.5,1.0,0.5,2.0,,71.0,80.0,85.0,80.0,48.0,364.0
etfs_latam,markowitz_restrito,min_vol,etfs_latam__min_vol,sem_alternativos,nenhum,regional,3.721646892241285,0.14912317280704546,0.18670189147877456,0.9270613290279923,1.4529763547874572,-0.25289233916005915,0.5896705819651709,0.6222222222222222,0.3333333333333333,1.0,0.3333333333333333,3.0,,75.0,44.0,57.0,59.0,89.0,324.0
etfs_asia,markowitz_restrito,min_vol,etfs_asia__min_vol,sem_alternativos,nenhum,regional,3.121192668677643,0.13521123150547587,0.17353655822104683,0.8923987214325875,1.4241226171644925,-0.3707826181660434,0.3646644283765366,0.6444444444444445,0.16666666666666669,0.5,0.1666666666666667,5.999999999999998,,79.0,71.0,93.0,87.0,72.0,402.0
etfs_europa,markowitz_restrito,min_vol,etfs_europa__min_vol,sem_alternativos,nenhum,regional,2.5154264427266675,0.11916354072761881,0.17433331812840042,0.8173666266971791,1.2816753288387708,-0.33705643001506136,0.3535418111510111,0.6074074074074074,0.3333333333333333,1.0,0.3333333333333333,3.0,,89.0,89.0,90.0,91.0,75.0,434.0
etfs_oceania,markowitz_restrito,min_vol,etfs_oceania__min_vol,sem_alternativos,nenhum,regional,2.082984363678859,0.10608493341222269,0.1844917873849193,0.7223268701389715,1.3033494627051305,-0.3108083787756095,0.34131941304198726,0.5555555555555556,0.5,1.0,0.5,2.0,,94.0,100.0,80.0,96.0,82.0,452.0
etfs_brasil,markowitz_restrito,min_vol,etfs_brasil__min_vol,sem_alternativos,nenhum,amplo_base,2.1760243603298433,0.10903389652758522,0.22882591122595267,0.5994865206226014,0.7941913119378834,-0.39950601292064114,0.2729217909149317,0.5703703703703704,0.5,1.0,0.5,2.0,,100.0,96.0,100.0,100.0,100.0,496.0
etfs_com_tudo,hrp,hrp,etfs_com_tudo__hrp,com_alternativos,ouro+btc+petroleo,alternativos,4.427570334256509,0.1635513746499615,0.12528076259662738,1.3673610285991922,2.3433719728859574,-0.17830505423190968,0.9172559653706785,0.6444444444444445,0.18776714788232163,0.3037615231016286,0.06380396562192717,15.673007002817632,27.0,20.0,33.0,13.0,16.0,17.0,99.0
etfs_com_ouro_btc,hrp,hrp,etfs_com_ouro_btc__hrp,com_alternativos,ouro+btc,alternativos,4.101784832426818,0.1571192055252486,0.13272829630623367,1.261573835484776,2.2345611024694083,-0.19798182465576586,0.7936041896696036,0.6518518518518519,0.12542615574536622,0.26487504925602123,0.051026831276327504,19.59753280748833,26.0,32.0,39.0,24.0,33.0,26.0,154.0
etfs_com_ouro_petroleo,hrp,hrp,etfs_com_ouro_petroleo__hrp,com_alternativos,ouro+petroleo,alternativos,3.613550189515828,0.1467423279209361,0.12901177291646282,1.221530338109553,2.073631188996993,-0.1793476849990978,0.8182002902444728,0.6592592592592592,0.14638889736521507,0.3027643038337664,0.05646992423617762,17.70854155599074,26.0,37.0,52.0,14.0,32.0,20.0,155.0
etfs_com_ouro,hrp,hrp,etfs_com_ouro__hrp,com_alternativos,ouro,alternativos,3.659956041991088,0.1477705793831352,0.1308381243603111,1.212422420746018,2.083759436042941,-0.1884844648413625,0.783993415624497,0.6444444444444445,0.14664827634499844,0.275950091054996,0.05551579461456815,18.012891771481293,25.0,39.0,49.0,19.0,35.0,24.0,166.0
etfs_com_btc_petroleo,hrp,hrp,etfs_com_btc_petroleo__hrp,com_alternativos,btc+petroleo,alternativos,3.6575225083466103,0.14771688976228092,0.14148777264178175,1.1412966197672383,1.8738686903666988,-0.20013380290355465,0.7380906554474775,0.6444444444444445,0.08397860887158892,0.1970504953001751,0.043524690762951845,22.975464787246658,26.0,43.0,50.0,26.0,42.0,33.0,194.0
etfs_com_btc,hrp,hrp,etfs_com_btc__hrp,com_alternativos,btc,alternativos,3.689906097800132,0.14842926781077748,0.1424772761877975,1.138313031897382,1.9431072689159998,-0.2143701079585283,0.6923972247077115,0.6518518518518519,0.0725160666615707,0.2024568968228258,0.04511253435313912,22.166788329204472,25.0,45.0,47.0,31.0,49.0,34.0,206.0
etfs_america_norte,hrp,hrp,etfs_america_norte__hrp,sem_alternativos,nenhum,regional,6.06506327732686,0.19135239934724457,0.18628402771336475,1.1102874682636186,2.128044545315824,-0.22449937434732492,0.8523515929768322,0.6074074074074074,0.3965579111081853,1.0,0.3400937737963183,2.9403655022479143,3.0,52.0,18.0,37.0,26.0,88.0,221.0
etfs_com_petroleo,hrp,hrp,etfs_com_petroleo__hrp,com_alternativos,petroleo,alternativos,3.2165787256409724,0.13753976244502342,0.14003091897449924,1.0862079849200097,1.7364568541495906,-0.19392158262586812,0.709254537749819,0.6444444444444445,0.07143395983839576,0.20958977156535513,0.045103942863238544,22.17101070370144,25.0,55.0,66.0,20.0,46.0,30.0,217.0
etfs_todos,hrp,hrp,etfs_todos__hrp,sem_alternativos,nenhum,amplo_base,3.1735146962797876,0.13649450059169754,0.14275603548050556,1.0631444614396675,1.8062199863425823,-0.21955132949812006,0.6216974449834352,0.6444444444444445,0.0744424833634646,0.20011694855792117,0.04676056227474544,21.385542674282224,24.0,58.0,68.0,36.0,57.0,36.0,255.0
etfs_global,hrp,hrp,etfs_global__hrp,sem_alternativos,nenhum,global_macro,3.6127305510417003,0.1467240820539928,0.16297248649359827,1.0116689382843647,1.6908906462252002,-0.2953748639791586,0.4967385514034313,0.6,0.5049918271747147,1.0,0.37754573420573084,2.648685733673483,3.0,64.0,53.0,75.0,69.0,62.0,323.0
etfs_exterior,hrp,hrp,etfs_exterior__hrp,sem_alternativos,nenhum,amplo_base,3.2621714500241703,0.13863586218157398,0.15552210004805558,1.0053755078634563,1.6645573180170143,-0.24036026329375737,0.5767836175655189,0.6444444444444445,0.07028865506522801,0.20206099032887348,0.0497097577678713,20.11677475214586,22.0,66.0,65.0,49.0,62.0,52.0,294.0
etfs_desenvolvidos_emergentes,hrp,hrp,etfs_desenvolvidos_emergentes__hrp,sem_alternativos,nenhum,global_macro,2.868644269192397,0.12880053275133352,0.15523117739634315,0.9485388146661474,1.4792538809166107,-0.314045689380536,0.4101331019871542,0.6444444444444445,0.5,1.0,0.5,2.0,2.0,71.0,80.0,85.0,80.0,48.0,364.0
etfs_asia,hrp,hrp,etfs_asia__hrp,sem_alternativos,nenhum,regional,2.89009259040013,0.1293595620318151,0.1680133585596516,0.8867812255626953,1.3750075245903337,-0.34776867522017496,0.37197013776446824,0.6518518518518519,0.29359191873172025,0.6789523853513117,0.19806184932011264,5.048927915359279,6.0,81.0,76.0,92.0,86.0,69.0,404.0
etfs_latam,hrp,hrp,etfs_latam__hrp,sem_alternativos,nenhum,regional,2.905391223637679,0.12975659367501002,0.1776446785700167,0.8682136905819822,1.2203103581033183,-0.26717078735474276,0.48566909189335294,0.6444444444444445,0.4994100946440785,1.0,0.385219644102677,2.595921613315905,3.0,83.0,75.0,63.0,72.0,78.0,371.0
etfs_europa,hrp,hrp,etfs_europa__hrp,sem_alternativos,nenhum,regional,2.4565833680976694,0.11747302402810389,0.1673982484686757,0.8347986364189383,1.3262235807276628,-0.2967036485327713,0.39592713001346475,0.6074074074074074,0.573619540966915,1.0,0.4200595866043434,2.38061463632755,3.0,85.0,92.0,76.0,85.0,68.0,406.0
etfs_oceania,hrp,hrp,etfs_oceania__hrp,sem_alternativos,nenhum,regional,2.082984363678859,0.10608493341222269,0.1844917873849193,0.7223268701389715,1.3033494627051305,-0.3108083787756095,0.34131941304198726,0.5555555555555556,0.5,1.0,0.5,2.0,2.0,94.0,100.0,80.0,96.0,82.0,452.0
etfs_brasil,hrp,hrp,etfs_brasil__hrp,sem_alternativos,nenhum,amplo_base,2.1760243603298433,0.10903389652758522,0.22882591122595267,0.5994865206226014,0.7941913119378834,-0.39950601292064114,0.2729217909149317,0.5703703703703704,0.5,1.0,0.5,2.0,2.0,100.0,96.0,100.0,100.0,100.0,496.0
