tipo,qtd_carteiras,retorno_total_medio,cagr_medio,vol_anual_media,sharpe_medio,sortino_medio,max_drawdown_medio,calmar_medio,peso_max_medio,top3_peso_medio,hhi_medio,n_efetivo_medio,pct_ativos_no_limite_min_medio,pct_ativos_no_limite_max_medio
max_sharpe,17,5.271990232961725,0.17018019677512247,0.16233092967586993,1.1664939538425982,2.112794628361844,-0.2685030979416389,0.6799496138311111,0.22941176470588218,0.5999999999999993,0.21147000539511,9.444937606111797,0.36696063196063194,0.5655266084677849
min_vol,17,3.4418872988891622,0.1410697928036672,0.15361887145483605,1.0612801231801043,1.7422685300343412,-0.25341290807405237,0.6057248671279675,0.22941176470588234,0.6,0.21158567451671426,9.404871348818684,0.33593841887959536,0.5791004311592547
