carteira,tipo,coluna_retorno,data_inicio,data_fim,n_meses,retorno_total,retorno_anualizado_media,cagr,vol_anual,sharpe,sortino,max_drawdown,calmar,pct_meses_positivos,melhor_mes,pior_mes,n_ativos_total,n_ativos_com_peso,peso_max,peso_min,peso_medio,peso_mediano,top1_peso,top3_peso,top5_peso,hhi,n_efetivo_ativos,gini_pesos,classificacao_concentracao,n_ativos_universo,n_ativos_validos,n_ativos_com_peso_manifesto,periodo_inicio,periodo_fim
etfs_com_btc_petroleo,min_vol,etfs_com_btc_petroleo__min_vol,2015-02-28,2026-04-30,135,335.6851,15.0463,14.0878,11.676,1.2886512358864672,1.9234773084857446,-16.1236,0.8737425047463235,68.8889,0.14557165774818226,-0.11082201831283486,26,7,36.0978,0.0,3.8462,0.0,36.0978,79.134,94.7254,0.2489940311375958,4.016160529757411,0.8560658782693733,media,26,26,7,2015-02-28,2026-04-30
etfs_todos,min_vol,etfs_todos__min_vol,2015-02-28,2026-04-30,135,333.7984,15.04,14.0435,11.7851,1.2761899042606555,2.1347722711928396,-18.0882,0.7763892127162764,69.6296,0.14853221686777943,-0.09819918740490681,24,6,36.9452,0.0,4.1667,0.0,36.9452,77.3486,97.036,0.24550768084373217,4.073192319536874,0.8435242930603686,media,24,24,6,2015-02-28,2026-04-30
etfs_com_btc,min_vol,etfs_com_btc__min_vol,2015-02-28,2026-04-30,135,333.7984,15.04,14.0435,11.7851,1.276189883792433,2.1347723202892888,-18.0882,0.7763889820103537,69.6296,0.14853221644917228,-0.09819916186993154,25,6,36.9452,0.0,4.0,0.0,36.9452,77.3486,97.036,0.24550779535472397,4.073190419697842,0.849783376890366,media,25,25,6,2015-02-28,2026-04-30
etfs_america_norte,min_vol,etfs_america_norte__min_vol,2015-02-28,2026-04-30,135,560.3338,19.9052,18.4163,17.771,1.120094312784648,2.1732469052365464,-20.1943,0.9119583476483782,57.7778,0.18193014171848879,-0.14803400697009242,3,2,87.0115,0.0,33.3333,12.9885,87.0115,100.0,100.0,0.7739702867101343,1.292039264518326,0.5800766938024358,alta,3,3,2,2015-02-28,2026-04-30
etfs_global,min_vol,etfs_global__min_vol,2015-02-28,2026-04-30,135,355.7362,16.365,14.5485,16.2489,1.0071459886568992,1.6744517234260519,-29.673,0.4902935563526502,60.0,0.18279132216929914,-0.15349746900021233,3,2,55.3486,0.0,33.3333,44.6514,55.3486,100.0,100.0,0.5057215333541709,1.9773727912425514,0.36899075691500016,alta,3,3,2,2015-02-28,2026-04-30
etfs_exterior,min_vol,etfs_exterior__min_vol,2015-02-28,2026-04-30,135,274.1827,14.3475,12.5436,14.6148,0.9817095226624996,1.5222436854746477,-23.3003,0.5383457261881961,63.7037,0.18272547303073658,-0.16200314654332618,22,8,33.7127,0.0,4.5455,0.0,33.7127,72.8138,91.0806,0.2252789417713939,4.43894130599552,0.8069902860682432,media,22,22,8,2015-02-28,2026-04-30
etfs_desenvolvidos_emergentes,min_vol,etfs_desenvolvidos_emergentes__min_vol,2015-02-28,2026-04-30,135,282.3007,14.6005,12.7602,15.5028,0.9417954580166409,1.490770521598888,-32.1109,0.39737740346198447,65.9259,0.17330703180033574,-0.1589942066310586,2,2,58.486,41.514,50.0,50.0,58.486,100.0,100.0,0.5144023986855406,1.944003376646986,0.08485988064315375,alta,2,2,2,2015-02-28,2026-04-30
etfs_asia,min_vol,etfs_asia__min_vol,2015-02-28,2026-04-30,135,273.4847,14.5119,12.5248,16.3958,0.8850996410825878,1.346932795552909,-29.8904,0.41902468318707314,64.4444,0.1709333746274007,-0.16523524684752314,6,4,47.8983,0.0,16.6667,12.9356,47.8983,91.1227,100.0,0.3349882603736715,2.9851792384739797,0.5438323721319265,alta,6,6,4,2015-02-28,2026-04-30
etfs_europa,min_vol,etfs_europa__min_vol,2015-02-28,2026-04-30,135,230.118,13.4552,11.2879,16.1656,0.8323327077166156,1.3765336019816872,-25.2134,0.44769496079374654,57.7778,0.18286759962732502,-0.1414587779325166,3,1,100.0,0.0,33.3333,0.0,100.0,100.0,100.0,1.0,1.0,0.6666666666666667,alta,3,3,1,2015-02-28,2026-04-30
etfs_latam,min_vol,etfs_latam__min_vol,2015-02-28,2026-04-30,135,259.7733,14.6674,12.1485,17.6823,0.8294994109119455,1.169462957591873,-27.963,0.43445116247337345,62.2222,0.20545719104105806,-0.19529509563753092,3,3,49.2278,12.1499,33.3333,38.6223,49.2278,100.0,100.0,0.4062678753478522,2.461430156503972,0.24718613463318384,alta,3,3,3,2015-02-28,2026-04-30
etfs_oceania,min_vol,etfs_oceania__min_vol,2015-02-28,2026-04-30,135,225.6336,13.8219,11.1517,18.3115,0.7548228298129255,1.3819943127086365,-28.1217,0.3965511141330831,58.5185,0.2008596891805311,-0.14205245237178465,2,2,69.8932,30.1068,50.0,50.0,69.8932,100.0,100.0,0.5791478193861134,1.7266748946063246,0.19893192225748146,alta,2,2,2,2015-02-28,2026-04-30
etfs_brasil,min_vol,etfs_brasil__min_vol,2015-02-28,2026-04-30,135,287.1026,15.3727,12.8863,21.8582,0.7032913111643637,0.9673559858090012,-37.6517,0.3422493298404763,60.0,0.1734619660884924,-0.3106361876142466,2,1,100.0,0.0,50.0,50.0,100.0,100.0,100.0,1.0,1.0,0.5,alta,2,2,1,2015-02-28,2026-04-30
