tipo,qtd_carteiras,retorno_total_medio,cagr_medio,vol_anual_media,sharpe_medio,sortino_medio,max_drawdown_medio,calmar_medio,peso_max_medio,top3_peso_medio,hhi_medio,n_efetivo_medio
max_sharpe,17,6.9674737638848105,0.19440215496078847,0.159031525330094,1.3558768310983367,2.5745179378808003,-0.24649375625890785,0.9013818351993961,0.5819210190363011,0.945606971354809,0.5040524638057883,2.4952426969868777
min_vol,17,3.452574735552542,0.14126362331983988,0.14182721104739793,1.1686242174824757,1.9444933189657254,-0.21478066902307563,0.8240050216206732,0.5230222811380953,0.8800532579532484,0.4336874733776947,2.9606953931480287
