carteira,tipo,coluna_retorno,cagr,vol_anual,sharpe,sortino,max_drawdown,calmar,pct_meses_positivos,n_ativos_com_peso,peso_max,top3_peso,hhi,n_efetivo_ativos,classificacao_concentracao
etfs_com_tudo,max_sharpe,etfs_com_tudo__max_sharpe,0.235104636777127,0.11170690811127414,2.0327777329974936,4.382137647458068,-0.14254507216276402,1.649335422193161,0.7111111111111111,6,0.39862332747233886,0.8655149780748328,0.28679699342676074,3.4867869012558868,alta
etfs_com_ouro_btc,max_sharpe,etfs_com_ouro_btc__max_sharpe,0.2416052669265747,0.11755040002418989,1.984236467153564,4.647093718569822,-0.16452780488399998,1.4684768151919247,0.7037037037037037,6,0.3961248461656212,0.8894860544201104,0.2942434994805478,3.398545768268057,alta
etfs_com_ouro_petroleo,max_sharpe,etfs_com_ouro_petroleo__max_sharpe,0.19330614034398885,0.10282801228471392,1.858520361407419,3.937692591276147,-0.11691425559673196,1.6534009420609288,0.6888888888888889,5,0.38559278923175805,0.9138188089199705,0.2950432100187186,3.3893340569896746,alta
etfs_com_ouro,max_sharpe,etfs_com_ouro__max_sharpe,0.19736917665977938,0.10730269435342114,1.8189297725618818,3.98607625773769,-0.13516327433382813,1.4602278439357295,0.6814814814814815,5,0.38302260127613624,0.9328329282046484,0.30265903430654545,3.304048076051016,alta
etfs_com_tudo,min_vol,etfs_com_tudo__min_vol,0.16591913769188782,0.09741899373411086,1.7111688717490054,2.852687404823968,-0.08983258579803632,1.846981651679392,0.6592592592592592,8,0.36378929867822635,0.7914068316543407,0.2616552849602276,3.8218222886344644,alta
etfs_com_btc_petroleo,max_sharpe,etfs_com_btc_petroleo__max_sharpe,0.27148153436347733,0.15587353278341334,1.7107718050175926,2.9547719093345153,-0.2513574471439194,1.0800616311480737,0.6888888888888889,7,0.3405481012472741,0.8312320440227381,0.254653882256873,3.9268987032025127,alta
etfs_com_ouro_petroleo,min_vol,etfs_com_ouro_petroleo__min_vol,0.16468972233245038,0.09742763580144202,1.6999753007950935,2.83820558760979,-0.08920011677476403,1.846294918517903,0.6592592592592592,7,0.363511507131852,0.7903225528373413,0.26178342649980396,3.819951527759336,alta
etfs_com_btc,max_sharpe,etfs_com_btc__max_sharpe,0.2765662691529749,0.15984151802265675,1.6980068208197094,3.1646073573921223,-0.27249092060336055,1.0149559058356532,0.6962962962962963,6,0.3546885390421981,0.8583288041731879,0.2705293626060396,3.6964564229438466,alta
etfs_com_ouro,min_vol,etfs_com_ouro__min_vol,0.16287911898500895,0.10070497473268984,1.6364326735781236,3.0609485311335045,-0.1231700081264,1.3223926949640088,0.674074074074074,8,0.34435649031037135,0.8050314295393959,0.2602179770776466,3.8429320342522275,alta
etfs_com_ouro_btc,min_vol,etfs_com_ouro_btc__min_vol,0.16287911366009422,0.10070497473270447,1.6364326292518956,3.0609485308178335,-0.12317000541211487,1.3223926808732087,0.674074074074074,8,0.34435650379999605,0.8050316759536749,0.26021801379128345,3.8429314920606665,alta
etfs_com_petroleo,max_sharpe,etfs_com_petroleo__max_sharpe,0.20523724305411117,0.13800020791047038,1.5170711337286424,2.5760064138812093,-0.21526479181330727,0.9534176087286365,0.6814814814814815,5,0.42732605008312746,0.9090201957263113,0.32259590153618506,3.0998533931709966,alta
etfs_todos,max_sharpe,etfs_todos__max_sharpe,0.20876945618450637,0.14109070859327877,1.5082586984119821,2.737829659525492,-0.23332406398292405,0.8947617859072834,0.6888888888888889,4,0.4395696557765752,0.9372554434852978,0.34189485044032447,2.9248758754690383,alta
etfs_exterior,max_sharpe,etfs_exterior__max_sharpe,0.22881568201629476,0.1813504535070128,1.314782201534902,2.5356889557263553,-0.2768562150089402,0.8264784014652006,0.6222222222222222,4,0.43651031622880565,0.9354961086487732,0.32009846651851187,3.124038708702056,alta
etfs_com_petroleo,min_vol,etfs_com_petroleo__min_vol,0.14087837550015148,0.11676005745341776,1.2886513050569082,1.9234773499293922,-0.16123547074576638,0.8737430718473005,0.6888888888888889,7,0.3609779007925576,0.7913391142102693,0.24899378848860396,4.0161644435791555,media
etfs_com_btc_petroleo,min_vol,etfs_com_btc_petroleo__min_vol,0.14087836610318738,0.11676005745343927,1.2886512358864672,1.9234773084857446,-0.16123556464051048,0.8737425047463235,0.6888888888888889,7,0.3609779114781971,0.7913397262877666,0.2489940311375958,4.016160529757411,media
etfs_todos,min_vol,etfs_todos__min_vol,0.14043506836063635,0.11785106793853455,1.2761899042606555,2.1347722711928396,-0.18088230240771896,0.7763892127162764,0.6962962962962963,6,0.36945172888921013,0.7734855371782041,0.24550768084373217,4.073192319536874,media
etfs_com_btc,min_vol,etfs_com_btc__min_vol,0.14043506568509279,0.11785106793854863,1.276189883792433,2.1347723202892888,-0.18088235271120834,0.7763889820103537,0.6962962962962963,6,0.36945177514557365,0.7734856367955305,0.24550779535472397,4.073190419697842,media
etfs_america_norte,max_sharpe,etfs_america_norte__max_sharpe,0.22739828201503687,0.19908848367086973,1.2069996371981742,2.159589012477888,-0.270202863140942,0.8415835397585051,0.6148148148148148,2,0.846594985775639,1.0,0.7402561683296307,1.3508837113191163,alta
etfs_america_norte,min_vol,etfs_america_norte__min_vol,0.18416347171082403,0.17770975773922287,1.120094312784648,2.1732469052365464,-0.20194285428245407,0.9119583476483782,0.5777777777777777,2,0.8701150407036536,1.0,0.7739702867101343,1.292039264518326,alta
