data,ticker_1,ticker_2,janela,correlacao
2023-12-22,^BVSP,^GSPC,12m,0.2912526977255811
2023-12-25,^BVSP,^GSPC,12m,0.31092583875615326
2023-12-26,^BVSP,^GSPC,12m,0.30901254504281933
2023-12-27,^BVSP,^GSPC,12m,0.3127220220139379
2023-12-28,^BVSP,^GSPC,12m,0.30807453902649345
2023-12-29,^BVSP,^GSPC,12m,0.3078644844771256
2024-01-01,^BVSP,^GSPC,12m,0.3080517015787892
2024-01-02,^BVSP,^GSPC,12m,0.3080940314213479
2024-01-03,^BVSP,^GSPC,12m,0.30913383278049233
2024-01-04,^BVSP,^GSPC,12m,0.3090340704384621
2024-01-05,^BVSP,^GSPC,12m,0.3202431431179131
2024-01-08,^BVSP,^GSPC,12m,0.31971337682704887
2024-01-09,^BVSP,^GSPC,12m,0.32554919110578406
2024-01-10,^BVSP,^GSPC,12m,0.32816145517420076
2024-01-11,^BVSP,^GSPC,12m,0.3297048428657228
2024-01-12,^BVSP,^GSPC,12m,0.33622681745198413
2024-01-15,^BVSP,^GSPC,12m,0.33599540081411633
2024-01-16,^BVSP,^GSPC,12m,0.33919111641992633
2024-01-17,^BVSP,^GSPC,12m,0.33616933547584127
2024-01-18,^BVSP,^GSPC,12m,0.3252063728931945
2024-01-19,^BVSP,^GSPC,12m,0.3267714897909033
2024-01-22,^BVSP,^GSPC,12m,0.33977485812169356
2024-01-23,^BVSP,^GSPC,12m,0.3415305734958151
2024-01-24,^BVSP,^GSPC,12m,0.34392328815064294
2024-01-25,^BVSP,^GSPC,12m,0.34764860013809046
2024-01-26,^BVSP,^GSPC,12m,0.34796326814328266
2024-01-29,^BVSP,^GSPC,12m,0.34109979262410167
2024-01-30,^BVSP,^GSPC,12m,0.33835554184998207
2024-01-31,^BVSP,^GSPC,12m,0.3362314959363645
2024-02-01,^BVSP,^GSPC,12m,0.3339909248239748
2024-02-02,^BVSP,^GSPC,12m,0.3286937829933504
2024-02-05,^BVSP,^GSPC,12m,0.330645371026278
2024-02-06,^BVSP,^GSPC,12m,0.33131358263985866
2024-02-07,^BVSP,^GSPC,12m,0.32750306001177415
2024-02-08,^BVSP,^GSPC,12m,0.33131282628549213
2024-02-09,^BVSP,^GSPC,12m,0.3305896257375937
2024-02-12,^BVSP,^GSPC,12m,0.3301240378339106
2024-02-13,^BVSP,^GSPC,12m,0.322218063286208
2024-02-14,^BVSP,^GSPC,12m,0.3214464596187928
2024-02-15,^BVSP,^GSPC,12m,0.32146656412575364
2024-02-16,^BVSP,^GSPC,12m,0.3204082902962755
2024-02-19,^BVSP,^GSPC,12m,0.3193097564078473
2024-02-20,^BVSP,^GSPC,12m,0.3151972419667977
2024-02-21,^BVSP,^GSPC,12m,0.31562876934799033
2024-02-22,^BVSP,^GSPC,12m,0.3116133013471849
2024-02-23,^BVSP,^GSPC,12m,0.3058522643739193
2024-02-26,^BVSP,^GSPC,12m,0.29490461200489265
2024-02-27,^BVSP,^GSPC,12m,0.2868266507437777
2024-02-28,^BVSP,^GSPC,12m,0.29385419142541147
2024-02-29,^BVSP,^GSPC,12m,0.29326555848709945
2024-03-01,^BVSP,^GSPC,12m,0.29235135273284135
2024-03-04,^BVSP,^GSPC,12m,0.29087153723041603
2024-03-05,^BVSP,^GSPC,12m,0.28121251476885445
2024-03-06,^BVSP,^GSPC,12m,0.2938372383089009
2024-03-07,^BVSP,^GSPC,12m,0.2919412054461401
2024-03-08,^BVSP,^GSPC,12m,0.2911115463900666
2024-03-11,^BVSP,^GSPC,12m,0.29259719222632896
2024-03-12,^BVSP,^GSPC,12m,0.2925109007221444
2024-03-13,^BVSP,^GSPC,12m,0.29595262029456787
2024-03-14,^BVSP,^GSPC,12m,0.306077305893165
2024-03-15,^BVSP,^GSPC,12m,0.30549123561305297
2024-03-18,^BVSP,^GSPC,12m,0.30851834270856926
2024-03-19,^BVSP,^GSPC,12m,0.31623950790463595
2024-03-20,^BVSP,^GSPC,12m,0.31862641097106503
2024-03-21,^BVSP,^GSPC,12m,0.3224780825448219
2024-03-22,^BVSP,^GSPC,12m,0.3219363778143163
2024-03-25,^BVSP,^GSPC,12m,0.3214747658372962
2024-03-26,^BVSP,^GSPC,12m,0.3213997465798585
2024-03-27,^BVSP,^GSPC,12m,0.3217316373628412
2024-03-28,^BVSP,^GSPC,12m,0.3330542664541777
2024-03-29,^BVSP,^GSPC,12m,0.34022237554382245
2024-04-01,^BVSP,^GSPC,12m,0.337969817257818
2024-04-02,^BVSP,^GSPC,12m,0.3377373546535938
2024-04-03,^BVSP,^GSPC,12m,0.33726150719012804
2024-04-04,^BVSP,^GSPC,12m,0.3346350602486749
2024-04-05,^BVSP,^GSPC,12m,0.34180298290694866
2024-04-08,^BVSP,^GSPC,12m,0.33767503751913674
2024-04-09,^BVSP,^GSPC,12m,0.33510451337379993
2024-04-10,^BVSP,^GSPC,12m,0.3416556196410027
2024-04-11,^BVSP,^GSPC,12m,0.3298201707864589
2024-04-12,^BVSP,^GSPC,12m,0.334295870519937
2024-04-15,^BVSP,^GSPC,12m,0.33399166501918265
2024-04-16,^BVSP,^GSPC,12m,0.33452067984784406
2024-04-17,^BVSP,^GSPC,12m,0.3317541013495897
2024-04-18,^BVSP,^GSPC,12m,0.32247977957306634
2024-04-19,^BVSP,^GSPC,12m,0.3193940077815201
2024-04-22,^BVSP,^GSPC,12m,0.3239229073633398
2024-04-23,^BVSP,^GSPC,12m,0.31050351030328915
2024-04-24,^BVSP,^GSPC,12m,0.3148415987598013
2024-04-25,^BVSP,^GSPC,12m,0.31324615003057454
2024-04-26,^BVSP,^GSPC,12m,0.3190462590143362
2024-04-29,^BVSP,^GSPC,12m,0.32183016285816485
2024-04-30,^BVSP,^GSPC,12m,0.32869164565625497
2024-05-01,^BVSP,^GSPC,12m,0.3276924723724379
2024-05-02,^BVSP,^GSPC,12m,0.326463158334377
2024-05-03,^BVSP,^GSPC,12m,0.31586076845731426
2024-05-06,^BVSP,^GSPC,12m,0.3143763802526919
2024-05-07,^BVSP,^GSPC,12m,0.3139718782841256
2024-05-08,^BVSP,^GSPC,12m,0.3158803256242467
2024-05-09,^BVSP,^GSPC,12m,0.3105906391602511
2024-05-10,^BVSP,^GSPC,12m,0.30396980871175205
2024-05-13,^BVSP,^GSPC,12m,0.30118307164215546
2024-05-14,^BVSP,^GSPC,12m,0.29763130157204537
2024-05-15,^BVSP,^GSPC,12m,0.29599278135853646
2024-05-16,^BVSP,^GSPC,12m,0.2943359303796645
2024-05-17,^BVSP,^GSPC,12m,0.29354236541179357
2024-05-20,^BVSP,^GSPC,12m,0.28536456185282627
2024-05-21,^BVSP,^GSPC,12m,0.28279952653739887
2024-05-22,^BVSP,^GSPC,12m,0.2832490735283618
2024-05-23,^BVSP,^GSPC,12m,0.2904134505712291
2024-05-24,^BVSP,^GSPC,12m,0.2930743410689608
2024-05-27,^BVSP,^GSPC,12m,0.2935053375527725
2024-05-28,^BVSP,^GSPC,12m,0.29285861405052804
2024-05-29,^BVSP,^GSPC,12m,0.29644135367679286
2024-05-30,^BVSP,^GSPC,12m,0.2973363308103177
2024-05-31,^BVSP,^GSPC,12m,0.2981962699595204
2024-06-03,^BVSP,^GSPC,12m,0.2973355246375479
2024-06-04,^BVSP,^GSPC,12m,0.2962846418776253
2024-06-05,^BVSP,^GSPC,12m,0.29181427810773064
2024-06-06,^BVSP,^GSPC,12m,0.29104379889264914
2024-06-07,^BVSP,^GSPC,12m,0.2991477028490201
2024-06-10,^BVSP,^GSPC,12m,0.2982888176050895
2024-06-11,^BVSP,^GSPC,12m,0.3025587469976408
2024-06-12,^BVSP,^GSPC,12m,0.2929776840552295
2024-06-13,^BVSP,^GSPC,12m,0.2937831131530972
2024-06-14,^BVSP,^GSPC,12m,0.2964559350489427
2024-06-17,^BVSP,^GSPC,12m,0.2887910216576313
2024-06-18,^BVSP,^GSPC,12m,0.2929032716716743
2024-06-19,^BVSP,^GSPC,12m,0.30579607598988445
2024-06-20,^BVSP,^GSPC,12m,0.3051945318095193
2024-06-21,^BVSP,^GSPC,12m,0.30464870505418
2024-06-24,^BVSP,^GSPC,12m,0.2938203178279142
2024-06-25,^BVSP,^GSPC,12m,0.28938998157081725
2024-06-26,^BVSP,^GSPC,12m,0.287154258116005
2024-06-27,^BVSP,^GSPC,12m,0.2984451589796347
2024-06-28,^BVSP,^GSPC,12m,0.300279627370803
2024-07-01,^BVSP,^GSPC,12m,0.3051233904930378
2024-07-02,^BVSP,^GSPC,12m,0.30046685589723726
2024-07-03,^BVSP,^GSPC,12m,0.30219914468573505
2024-07-04,^BVSP,^GSPC,12m,0.30422303822940844
2024-07-05,^BVSP,^GSPC,12m,0.2976236279632054
2024-07-08,^BVSP,^GSPC,12m,0.30102159609333173
2024-07-09,^BVSP,^GSPC,12m,0.3030989803985382
2024-07-10,^BVSP,^GSPC,12m,0.30449248768575293
2024-07-11,^BVSP,^GSPC,12m,0.3020275572614449
2024-07-12,^BVSP,^GSPC,12m,0.30280146923179396
2024-07-15,^BVSP,^GSPC,12m,0.29555102085087454
2024-07-16,^BVSP,^GSPC,12m,0.29391441113470756
2024-07-17,^BVSP,^GSPC,12m,0.2937147300890098
2024-07-18,^BVSP,^GSPC,12m,0.2893548363945039
2024-07-19,^BVSP,^GSPC,12m,0.28919269738541953
2024-07-22,^BVSP,^GSPC,12m,0.28948099382506987
2024-07-23,^BVSP,^GSPC,12m,0.29474007254388795
2024-07-24,^BVSP,^GSPC,12m,0.2934288131338951
2024-07-25,^BVSP,^GSPC,12m,0.29162228924287115
2024-07-26,^BVSP,^GSPC,12m,0.2929714107093629
2024-07-29,^BVSP,^GSPC,12m,0.2936453249093486
2024-07-30,^BVSP,^GSPC,12m,0.2951321311378058
2024-07-31,^BVSP,^GSPC,12m,0.30725030707139483
2024-08-01,^BVSP,^GSPC,12m,0.30729341713366237
2024-08-02,^BVSP,^GSPC,12m,0.3071177054784662
2024-08-05,^BVSP,^GSPC,12m,0.3059306552648835
2024-08-06,^BVSP,^GSPC,12m,0.3088519593031933
2024-08-07,^BVSP,^GSPC,12m,0.29835594651813857
2024-08-08,^BVSP,^GSPC,12m,0.30649452383851367
2024-08-09,^BVSP,^GSPC,12m,0.2957784772650512
2024-08-12,^BVSP,^GSPC,12m,0.2852170601807103
2024-08-13,^BVSP,^GSPC,12m,0.29685496211329504
2024-08-14,^BVSP,^GSPC,12m,0.2945565953452496
2024-08-15,^BVSP,^GSPC,12m,0.29235302182898776
2024-08-16,^BVSP,^GSPC,12m,0.29168698697499523
2024-08-19,^BVSP,^GSPC,12m,0.2999814079365097
2024-08-20,^BVSP,^GSPC,12m,0.28865039943239434
2024-08-21,^BVSP,^GSPC,12m,0.28872602241452605
2024-08-22,^BVSP,^GSPC,12m,0.29075717660072553
2024-08-23,^BVSP,^GSPC,12m,0.28929243253843706
2024-08-26,^BVSP,^GSPC,12m,0.27532000892961356
2024-08-27,^BVSP,^GSPC,12m,0.275441586492408
2024-08-28,^BVSP,^GSPC,12m,0.27165956112443534
2024-08-29,^BVSP,^GSPC,12m,0.2761335200141458
2024-08-30,^BVSP,^GSPC,12m,0.2728561258708536
2024-09-02,^BVSP,^GSPC,12m,0.2734186221433332
2024-09-03,^BVSP,^GSPC,12m,0.27273098227093495
2024-09-04,^BVSP,^GSPC,12m,0.2729523777846664
2024-09-05,^BVSP,^GSPC,12m,0.27114662364761
2024-09-06,^BVSP,^GSPC,12m,0.29008614373228575
2024-09-09,^BVSP,^GSPC,12m,0.2785788917569362
2024-09-10,^BVSP,^GSPC,12m,0.27932217990535024
2024-09-11,^BVSP,^GSPC,12m,0.2789731235580512
2024-09-12,^BVSP,^GSPC,12m,0.2721276574319841
2024-09-13,^BVSP,^GSPC,12m,0.27074344189742966
2024-09-16,^BVSP,^GSPC,12m,0.26404645246183805
2024-09-17,^BVSP,^GSPC,12m,0.2662877075919982
2024-09-18,^BVSP,^GSPC,12m,0.2710916244237112
2024-09-19,^BVSP,^GSPC,12m,0.26126331545673115
2024-09-20,^BVSP,^GSPC,12m,0.268912400978279
2024-09-23,^BVSP,^GSPC,12m,0.262641556620187
2024-09-24,^BVSP,^GSPC,12m,0.26107715171272877
2024-09-25,^BVSP,^GSPC,12m,0.2638032236699482
2024-09-26,^BVSP,^GSPC,12m,0.26659316316709997
2024-09-27,^BVSP,^GSPC,12m,0.2697004812550318
2024-09-30,^BVSP,^GSPC,12m,0.2685282828575047
2024-10-01,^BVSP,^GSPC,12m,0.26353168535756255
2024-10-02,^BVSP,^GSPC,12m,0.2587472289085408
2024-10-03,^BVSP,^GSPC,12m,0.25637760905653045
2024-10-04,^BVSP,^GSPC,12m,0.2468444068874986
2024-10-07,^BVSP,^GSPC,12m,0.24483007874897236
2024-10-08,^BVSP,^GSPC,12m,0.23634958938854359
2024-10-09,^BVSP,^GSPC,12m,0.2252970040891741
2024-10-10,^BVSP,^GSPC,12m,0.2257053594002644
2024-10-11,^BVSP,^GSPC,12m,0.21879692684166535
2024-10-14,^BVSP,^GSPC,12m,0.23543447483329485
2024-10-15,^BVSP,^GSPC,12m,0.23094080727963784
2024-10-16,^BVSP,^GSPC,12m,0.23488512196839934
2024-10-17,^BVSP,^GSPC,12m,0.23094640109786604
2024-10-18,^BVSP,^GSPC,12m,0.22804724441256308
2024-10-21,^BVSP,^GSPC,12m,0.22839403509765818
2024-10-22,^BVSP,^GSPC,12m,0.22166552635687334
2024-10-23,^BVSP,^GSPC,12m,0.2252679941975181
2024-10-24,^BVSP,^GSPC,12m,0.22591864564386974
2024-10-25,^BVSP,^GSPC,12m,0.22603978442916303
2024-10-28,^BVSP,^GSPC,12m,0.22747069559011995
2024-10-29,^BVSP,^GSPC,12m,0.21615308886531787
2024-10-30,^BVSP,^GSPC,12m,0.21499147770631613
2024-10-31,^BVSP,^GSPC,12m,0.20111315880618935
2024-11-01,^BVSP,^GSPC,12m,0.19515029843763876
2024-11-04,^BVSP,^GSPC,12m,0.1689300096348475
2024-11-05,^BVSP,^GSPC,12m,0.16757907855068882
2024-11-06,^BVSP,^GSPC,12m,0.16674164625570342
2024-11-07,^BVSP,^GSPC,12m,0.16875969135179264
2024-11-08,^BVSP,^GSPC,12m,0.1622734647438944
2024-11-11,^BVSP,^GSPC,12m,0.1627161489686815
2024-11-12,^BVSP,^GSPC,12m,0.16298646576784587
2024-11-13,^BVSP,^GSPC,12m,0.16320533522050631
2024-11-14,^BVSP,^GSPC,12m,0.16417594067377822
2024-11-15,^BVSP,^GSPC,12m,0.16212103554016535
2024-11-18,^BVSP,^GSPC,12m,0.15830626763337996
2024-11-19,^BVSP,^GSPC,12m,0.15498306744258492
2024-11-20,^BVSP,^GSPC,12m,0.14991742925039733
2024-11-21,^BVSP,^GSPC,12m,0.1474258549127161
2024-11-22,^BVSP,^GSPC,12m,0.14997866704766497
2024-11-25,^BVSP,^GSPC,12m,0.14996060236308154
2024-11-26,^BVSP,^GSPC,12m,0.14955471232795445
2024-11-27,^BVSP,^GSPC,12m,0.1508474454643037
2024-11-28,^BVSP,^GSPC,12m,0.15272981369151442
2024-11-29,^BVSP,^GSPC,12m,0.147633682816738
2024-12-02,^BVSP,^GSPC,12m,0.15385590904310859
2024-12-03,^BVSP,^GSPC,12m,0.15724611321425128
2024-12-04,^BVSP,^GSPC,12m,0.1562417019567667
2024-12-05,^BVSP,^GSPC,12m,0.15239820707895005
2024-12-06,^BVSP,^GSPC,12m,0.14710651292766327
2024-12-09,^BVSP,^GSPC,12m,0.14063668525213485
2024-12-10,^BVSP,^GSPC,12m,0.139201262567579
2024-12-11,^BVSP,^GSPC,12m,0.13923564368619917
2024-12-12,^BVSP,^GSPC,12m,0.1642498697550254
2024-12-13,^BVSP,^GSPC,12m,0.16412264361603038
2024-12-16,^BVSP,^GSPC,12m,0.15981943101064292
2024-12-17,^BVSP,^GSPC,12m,0.16427876648597653
2024-12-18,^BVSP,^GSPC,12m,0.2092373365781769
2024-12-19,^BVSP,^GSPC,12m,0.20877294785475492
2024-12-20,^BVSP,^GSPC,12m,0.20303321966408522
2024-12-23,^BVSP,^GSPC,12m,0.20273612507437302
2024-12-24,^BVSP,^GSPC,12m,0.20244203586086368
2024-12-25,^BVSP,^GSPC,12m,0.2018168671265222
2024-12-26,^BVSP,^GSPC,12m,0.2009628083736871
2024-12-27,^BVSP,^GSPC,12m,0.20746102560214744
2024-12-30,^BVSP,^GSPC,12m,0.20710097192403237
2024-12-31,^BVSP,^GSPC,12m,0.20760037824574526
2025-01-01,^BVSP,^GSPC,12m,0.20805174498889983
2025-01-02,^BVSP,^GSPC,12m,0.20327944541231707
2025-01-03,^BVSP,^GSPC,12m,0.21082793189840263
2025-01-06,^BVSP,^GSPC,12m,0.21865300152500558
2025-01-07,^BVSP,^GSPC,12m,0.20566527082472902
2025-01-08,^BVSP,^GSPC,12m,0.20514091259353753
2025-01-09,^BVSP,^GSPC,12m,0.19649823713133033
2025-01-10,^BVSP,^GSPC,12m,0.2019748451008514
2025-01-13,^BVSP,^GSPC,12m,0.20242029587851046
2025-01-14,^BVSP,^GSPC,12m,0.20400850788078317
2025-01-15,^BVSP,^GSPC,12m,0.21189733015775397
2025-01-16,^BVSP,^GSPC,12m,0.21823735442151188
2025-01-17,^BVSP,^GSPC,12m,0.225966120515059
2025-01-20,^BVSP,^GSPC,12m,0.2237194209034774
2025-01-21,^BVSP,^GSPC,12m,0.2257256015867966
2025-01-22,^BVSP,^GSPC,12m,0.22554185819628067
2025-01-23,^BVSP,^GSPC,12m,0.2262584055170078
2025-01-24,^BVSP,^GSPC,12m,0.22899189269361428
2025-01-27,^BVSP,^GSPC,12m,0.21050628858191467
2025-01-28,^BVSP,^GSPC,12m,0.20963070642279352
2025-01-29,^BVSP,^GSPC,12m,0.21192933605151723
2025-01-30,^BVSP,^GSPC,12m,0.21225037068511565
2025-01-31,^BVSP,^GSPC,12m,0.21607277250631526
2025-02-01,^BVSP,^GSPC,12m,0.2145288147270687
2025-02-03,^BVSP,^GSPC,12m,0.21664659440907083
2025-02-04,^BVSP,^GSPC,12m,0.21661145816579452
2025-02-05,^BVSP,^GSPC,12m,0.21934760132573902
2025-02-06,^BVSP,^GSPC,12m,0.2215531927837257
2025-02-07,^BVSP,^GSPC,12m,0.22890371497585515
2025-02-10,^BVSP,^GSPC,12m,0.23352245177441858
2025-02-11,^BVSP,^GSPC,12m,0.23182871020326942
2025-02-12,^BVSP,^GSPC,12m,0.23867807188234222
2025-02-13,^BVSP,^GSPC,12m,0.2353383274511512
2025-02-14,^BVSP,^GSPC,12m,0.23413735110653583
2025-02-17,^BVSP,^GSPC,12m,0.2335210144196175
2025-02-18,^BVSP,^GSPC,12m,0.23295162395272048
2025-02-19,^BVSP,^GSPC,12m,0.23313579773562934
2025-02-20,^BVSP,^GSPC,12m,0.23190115791875213
2025-02-21,^BVSP,^GSPC,12m,0.23476214263093376
2025-02-24,^BVSP,^GSPC,12m,0.2312191420807585
2025-02-25,^BVSP,^GSPC,12m,0.23391512771352377
2025-02-26,^BVSP,^GSPC,12m,0.2324467119839784
2025-02-27,^BVSP,^GSPC,12m,0.23287985086512455
2025-02-28,^BVSP,^GSPC,12m,0.2160102794529179
2025-03-03,^BVSP,^GSPC,12m,0.2149673705942351
2025-03-04,^BVSP,^GSPC,12m,0.21470182966671442
2025-03-05,^BVSP,^GSPC,12m,0.21099585905625776
2025-03-06,^BVSP,^GSPC,12m,0.19811113179804155
2025-03-07,^BVSP,^GSPC,12m,0.1990250721914216
2025-03-10,^BVSP,^GSPC,12m,0.2013313861172998
2025-03-11,^BVSP,^GSPC,12m,0.1998934857075261
2025-03-12,^BVSP,^GSPC,12m,0.19946227735901012
2025-03-13,^BVSP,^GSPC,12m,0.1867281795881948
2025-03-14,^BVSP,^GSPC,12m,0.20221532008050222
2025-03-17,^BVSP,^GSPC,12m,0.19859871309125648
2025-03-18,^BVSP,^GSPC,12m,0.19419604571242396
2025-03-19,^BVSP,^GSPC,12m,0.19632191387921746
2025-03-20,^BVSP,^GSPC,12m,0.19746814772341204
2025-03-21,^BVSP,^GSPC,12m,0.19917686843969376
2025-03-24,^BVSP,^GSPC,12m,0.1924901303310753
2025-03-25,^BVSP,^GSPC,12m,0.19589534304326015
2025-03-26,^BVSP,^GSPC,12m,0.19378300970691334
2025-03-27,^BVSP,^GSPC,12m,0.18826609174348008
2025-03-28,^BVSP,^GSPC,12m,0.19838333606683708
2025-03-31,^BVSP,^GSPC,12m,0.19008601003040637
2025-04-01,^BVSP,^GSPC,12m,0.18670398613445058
2025-04-02,^BVSP,^GSPC,12m,0.19012435571504074
2025-04-03,^BVSP,^GSPC,12m,0.1862133421593207
2025-04-04,^BVSP,^GSPC,12m,0.23895564646377068
2025-04-07,^BVSP,^GSPC,12m,0.22227119142439672
2025-04-08,^BVSP,^GSPC,12m,0.2228763294704994
2025-04-09,^BVSP,^GSPC,12m,0.2927088525513127
2025-04-10,^BVSP,^GSPC,12m,0.3015966702837501
2025-04-11,^BVSP,^GSPC,12m,0.3069336864797082
2025-04-14,^BVSP,^GSPC,12m,0.30402088722357684
2025-04-15,^BVSP,^GSPC,12m,0.30559417956895846
2025-04-16,^BVSP,^GSPC,12m,0.30456631269083273
2025-04-17,^BVSP,^GSPC,12m,0.30333658444987305
2025-04-18,^BVSP,^GSPC,12m,0.3019865472851969
2025-04-21,^BVSP,^GSPC,12m,0.3028842885228675
2025-04-22,^BVSP,^GSPC,12m,0.3045455348391868
2025-04-23,^BVSP,^GSPC,12m,0.3035315364949738
2025-04-24,^BVSP,^GSPC,12m,0.3085967760267844
2025-04-25,^BVSP,^GSPC,12m,0.3114677283386662
2025-04-28,^BVSP,^GSPC,12m,0.3134301742810878
2025-04-29,^BVSP,^GSPC,12m,0.3140776576163302
2025-04-30,^BVSP,^GSPC,12m,0.31367253875268697
2025-05-01,^BVSP,^GSPC,12m,0.31385341913151615
2025-05-02,^BVSP,^GSPC,12m,0.31353712404433515
2025-05-05,^BVSP,^GSPC,12m,0.31518184536813
2025-05-06,^BVSP,^GSPC,12m,0.3148163690370336
2025-05-07,^BVSP,^GSPC,12m,0.31461763940543014
2025-05-08,^BVSP,^GSPC,12m,0.31854738892048395
2025-05-09,^BVSP,^GSPC,12m,0.3171301012347249
2025-05-12,^BVSP,^GSPC,12m,0.3156620594961329
2025-05-13,^BVSP,^GSPC,12m,0.31790765210662036
2025-05-14,^BVSP,^GSPC,12m,0.31994086455333853
2025-05-15,^BVSP,^GSPC,12m,0.3193849459443099
2025-05-16,^BVSP,^GSPC,12m,0.31832417269332003
2025-05-19,^BVSP,^GSPC,12m,0.31930693619403755
2025-05-20,^BVSP,^GSPC,12m,0.31900683861387424
2025-05-21,^BVSP,^GSPC,12m,0.32236216414763097
2025-05-22,^BVSP,^GSPC,12m,0.3255429030317968
2025-05-23,^BVSP,^GSPC,12m,0.32643347029810454
2025-05-26,^BVSP,^GSPC,12m,0.3242899367236545
2025-05-27,^BVSP,^GSPC,12m,0.32615991491276014
2025-05-28,^BVSP,^GSPC,12m,0.3252308660928712
2025-05-29,^BVSP,^GSPC,12m,0.32945327175451133
2025-05-30,^BVSP,^GSPC,12m,0.33096658907681553
2025-06-02,^BVSP,^GSPC,12m,0.3298941383913542
2025-06-03,^BVSP,^GSPC,12m,0.3303115902617728
2025-06-04,^BVSP,^GSPC,12m,0.33011758558249443
2025-06-05,^BVSP,^GSPC,12m,0.3310718901647849
2025-06-06,^BVSP,^GSPC,12m,0.33113236912995336
2025-06-09,^BVSP,^GSPC,12m,0.331117338880889
2025-06-10,^BVSP,^GSPC,12m,0.33465133936771635
2025-06-11,^BVSP,^GSPC,12m,0.33422945567590673
2025-06-12,^BVSP,^GSPC,12m,0.3334202390103712
2025-06-13,^BVSP,^GSPC,12m,0.3314384284291303
2025-06-16,^BVSP,^GSPC,12m,0.33257957649432374
2025-06-17,^BVSP,^GSPC,12m,0.33148218305451266
2025-06-18,^BVSP,^GSPC,12m,0.3321816159124172
2025-06-19,^BVSP,^GSPC,12m,0.3312305723270229
2025-06-20,^BVSP,^GSPC,12m,0.3312041078768945
2025-06-23,^BVSP,^GSPC,12m,0.33119771064182124
2025-06-24,^BVSP,^GSPC,12m,0.3317939420272033
2025-06-25,^BVSP,^GSPC,12m,0.33036324212385
2025-06-26,^BVSP,^GSPC,12m,0.33310849547964394
2025-06-27,^BVSP,^GSPC,12m,0.3362237047360484
2025-06-30,^BVSP,^GSPC,12m,0.3357347070631591
2025-07-01,^BVSP,^GSPC,12m,0.3341206788174142
2025-07-02,^BVSP,^GSPC,12m,0.33363331805432744
2025-07-03,^BVSP,^GSPC,12m,0.3349783212276382
2025-07-04,^BVSP,^GSPC,12m,0.3376053597928375
2025-07-07,^BVSP,^GSPC,12m,0.33951625028202126
2025-07-08,^BVSP,^GSPC,12m,0.33851586614394563
2025-07-09,^BVSP,^GSPC,12m,0.34066737170488065
2025-07-10,^BVSP,^GSPC,12m,0.33471269381101315
2025-07-11,^BVSP,^GSPC,12m,0.3365321125256693
2025-07-14,^BVSP,^GSPC,12m,0.33313986542020413
2025-07-15,^BVSP,^GSPC,12m,0.3329391607268241
2025-07-16,^BVSP,^GSPC,12m,0.33193527000215145
2025-07-17,^BVSP,^GSPC,12m,0.3289032298102134
2025-07-18,^BVSP,^GSPC,12m,0.3284933623322945
2025-07-21,^BVSP,^GSPC,12m,0.32936694588923615
2025-07-22,^BVSP,^GSPC,12m,0.3281434690362999
2025-07-23,^BVSP,^GSPC,12m,0.3279500261674398
2025-07-24,^BVSP,^GSPC,12m,0.33617313667329163
2025-07-25,^BVSP,^GSPC,12m,0.3330030104208963
2025-07-28,^BVSP,^GSPC,12m,0.33682550520966564
2025-07-29,^BVSP,^GSPC,12m,0.3377568583067774
2025-07-30,^BVSP,^GSPC,12m,0.33362577788038733
2025-07-31,^BVSP,^GSPC,12m,0.3350325049994591
2025-08-01,^BVSP,^GSPC,12m,0.3342083768829177
2025-08-04,^BVSP,^GSPC,12m,0.3346205090888929
2025-08-05,^BVSP,^GSPC,12m,0.33280082091078905
2025-08-06,^BVSP,^GSPC,12m,0.3355238036879197
2025-08-07,^BVSP,^GSPC,12m,0.32949883640916017
2025-08-08,^BVSP,^GSPC,12m,0.32811393669256944
2025-08-11,^BVSP,^GSPC,12m,0.3280296168764099
2025-08-12,^BVSP,^GSPC,12m,0.33894655581178146
2025-08-13,^BVSP,^GSPC,12m,0.33956635794367634
2025-08-14,^BVSP,^GSPC,12m,0.34031696039028564
2025-08-15,^BVSP,^GSPC,12m,0.3436080223349178
2025-08-18,^BVSP,^GSPC,12m,0.3442675962026678
2025-08-19,^BVSP,^GSPC,12m,0.3411501361379726
2025-08-20,^BVSP,^GSPC,12m,0.3400702680478824
2025-08-21,^BVSP,^GSPC,12m,0.34015610146891995
2025-08-22,^BVSP,^GSPC,12m,0.344658948389423
2025-08-25,^BVSP,^GSPC,12m,0.3365019883256258
2025-08-26,^BVSP,^GSPC,12m,0.3366731276441126
2025-08-27,^BVSP,^GSPC,12m,0.337619588019677
2025-08-28,^BVSP,^GSPC,12m,0.3365279009648994
2025-08-29,^BVSP,^GSPC,12m,0.3372216883477866
2025-09-01,^BVSP,^GSPC,12m,0.33791382182910423
2025-09-02,^BVSP,^GSPC,12m,0.3381733375281809
2025-09-03,^BVSP,^GSPC,12m,0.33726483853345895
2025-09-04,^BVSP,^GSPC,12m,0.3365576632154796
2025-09-05,^BVSP,^GSPC,12m,0.33646408142019724
2025-09-08,^BVSP,^GSPC,12m,0.3349220968239701
2025-09-09,^BVSP,^GSPC,12m,0.33797689729538677
2025-09-10,^BVSP,^GSPC,12m,0.33755754922913045
2025-09-11,^BVSP,^GSPC,12m,0.33643689702241236
