data,000001.SS,ACWI,ARGT,BOVA11.SA,BRL=X,BTC-USD,BZ=F,ECH,ENZL,EWA,EWG,EWH,EWJ,EWT,EWU,EWW,EWY,EZA,FEZ,GC=F,GLD,IEMG,INDA,MCHI,QQQ,SMAL11.SA,SPY,USO,VEA,VT,XLE,^AXJO,^BVSP,^FTSE,^GDAXI,^GSPC,^HSI,^KS11,^MXX,^N225,^NDX,^NSEI,^NZ50,^STOXX50E,^TWII
2015-01-01,,,,,2.6542000770568848,834.0797012231051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-02,,154.84074843220515,49.3229867525215,47.2599983215332,2.6531999111175537,835.8429087301411,149.69353412709825,104.56260809229661,105.1463153115119,58.63571904781338,72.37929539709467,54.443663390670736,119.50012642581169,79.27761111753853,94.77230406388844,153.56721368940725,145.1565647081643,168.50472190176788,97.71735758461364,3146.6950945854187,302.67705071844466,123.612584263813,80.63074367947775,133.3498230794603,273.1204053279798,52.02000045776367,545.0468383082625,422.17715690194746,99.999101006405,159.08586424153145,105.50449284620481,11782.856174195069,48512.0,27067.295027444605,31354.549199910834,5460.815927511372,8114.820036723744,4.673765978076641,7584.153468711302,,11223.67301384965,353.4113154198609,,,
2015-01-03,,,,,,745.7667393600059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-04,,,,,,700.9621699503186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-05,1455.2568054463043,153.9635505618553,48.46851293886948,46.31999969482422,2.691200017929077,738.6644310929405,142.92963459479142,104.14944274707796,106.32930819128796,58.91036674988936,70.85929626675033,54.81974662376024,119.81222603013612,79.39040052890778,93.7075838030014,151.16470007934186,145.40553368355177,166.02012541024396,94.89170811508939,3239.9357672879414,311.6409702890778,123.4722596970978,80.46687950946807,135.07132520405958,272.96841863983536,50.54999923706055,542.8688709018097,404.5412064060365,99.17071655424115,158.24255900100707,102.58854180894468,11866.39316514437,47517.0,26431.16521218326,30601.14877572283,5437.784813961509,8230.823852562578,4.640563964798216,7452.959710541123,388.91059669898823,11197.975521477172,356.3316149865809,11558.235111188376,9765.64864276792,789.2011681868933
2015-01-06,1459.199506034528,153.04951719048313,48.62876777053452,46.58000183105469,2.7030999660491943,773.5974636448591,138.1284041405106,104.31262810229873,107.79962953326412,58.92757719757083,70.87527925373843,54.22418387533571,118.3957764506531,78.11958798767091,93.0406958818894,153.26577013729093,145.507876121952,170.6467037439079,94.2300664663162,3295.8899205910857,316.58707544796744,123.36948080064394,78.36286739707566,134.37109683754352,270.49921277762223,50.0,540.1334550140455,390.3276185990908,98.50095905068974,157.34744654896167,101.52843843695064,11747.838741234737,48001.0,26246.533400297165,30558.593306156807,5413.254983413586,8185.605045341654,4.590392699800069,7475.250272279372,382.5730772242787,11111.984644613694,346.853994435856,11575.395006479734,,764.6886700827642
2015-01-07,1466.979141795521,154.67697537023923,48.970254868072516,48.150001525878906,2.6965999603271484,793.7091576648527,137.93109208541864,104.57414316973882,107.89095988653571,59.325199127197266,71.29810439118955,55.11850462922666,119.83689853372198,79.28003780494691,93.62595391430659,156.53762563964847,146.99165931127936,175.3329203681642,95.10908183514402,3264.503846137086,313.9651342038269,125.60763108966057,79.71149338713076,137.47266474307253,273.32737362463376,51.25,545.5491313902894,396.2923482742917,99.31578147647087,158.99153119207767,101.50002086083987,11659.069972044672,49463.0,26221.03145858273,30472.451688587666,5463.04192546173,8235.158275461872,4.6294865882147125,7569.575909454608,383.80355803006387,11217.855834960938,343.69687643972367,11612.199046679927,9690.26812531799,765.4069757842379
2015-01-08,1423.1297865653514,156.1834012334748,48.897790676696786,48.5099983215332,2.680799961090088,759.6019855569466,136.6135635628052,104.6584329353027,108.17027433940893,59.75503358704373,72.22075238346861,55.01001642874144,120.63599824905396,80.370381606308,94.73947103398132,158.00634602513128,148.97205301966096,177.30810779026797,95.97263656173709,3239.47873843048,310.81195403370657,127.09672574622346,81.3622798417282,138.03439449616235,276.9266441617583,52.0,551.9766956261446,397.8306978634646,100.23510890892794,160.44587358066565,103.17058813878248,11650.947294712067,49943.0,26586.819005012512,31206.867208220763,5528.1845437857555,8239.227760522102,4.651107223331516,7726.972513876855,385.74471566751527,11368.06575140683,348.8899494302301,11611.556095425683,9945.100912605878,774.0369251276991
2015-01-09,1408.5936592462547,153.99662924339282,48.43313305062111,47.529998779296875,2.6596999168395996,772.3981055279,133.27756445618434,103.30274517588805,107.07951418774428,59.84324812889099,71.14697277545929,54.763221693565356,118.40984151521297,78.99308955932611,93.56824388609311,157.4808296410447,149.15597620642075,174.18374187209338,93.78101460354628,3234.195098876953,311.87641793034345,125.64422853572069,81.12084746360779,136.49579892053225,272.9384127711637,51.0,543.2437080144882,388.95453044879105,98.9674314705735,158.1191620853042,101.54734363661191,11792.578366220696,48840.0,26047.30702135642,30256.731348752975,5438.581142794574,8203.82530930778,4.67798973575156,7684.77847028774,381.9615951357773,11206.059894202044,351.6034437454727,11605.593492073074,9542.229866441572,765.9586739818042
2015-01-10,,,,,,730.8748717248818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-11,,,,,,706.57588964772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-12,1367.913622368719,151.20184684710694,47.27519989013672,46.83000183105469,2.6263999938964844,703.3393864758546,124.57015251202392,101.93058736993407,105.92271656292723,58.41113526312256,70.67642343499756,54.5765936765747,116.50710533227539,77.37374141564942,92.02905819067382,153.27670524682617,147.31477605841064,170.05939960479736,93.07961217687989,3237.563144234009,311.3859768642578,123.15189411077881,80.60421721533203,133.55243568206788,266.7109273953247,49.75,532.2399427328492,365.80498794384766,97.6232829640503,155.32529403601075,97.38691658276366,11682.12289216579,48140.0,25895.725544291083,30423.665893400088,5327.022077268921,8139.6840977459215,4.663692790047102,7514.2733892728575,,10952.009746814147,350.6050961099537,11561.18816106654,9592.416202202672,755.0077282815863
2015-01-13,1394.8560086677296,153.83022993700797,47.98349413390724,46.63999938964844,2.6702001094818115,603.0940467186374,124.4046235081978,102.80270421504974,107.02162527731343,59.385249823715185,72.17551079277428,56.47473129693981,119.41135215554823,79.25154006430057,93.83083021743005,155.13862228649123,151.07992708376332,174.89810717105865,95.08582752840812,3295.8281255142647,315.5108547149357,126.22036039752584,81.84163233701702,137.32839244552997,271.07870615090906,49.7599983215332,539.5940430133669,376.39142535992505,99.73197001474364,158.022443294014,98.22331061984823,11768.194811421912,48042.0,26479.556164005306,31399.643513917923,5401.895005713508,8340.22252390359,4.733814815395447,7558.58345579356,385.49876592028886,11124.588217646582,357.04483205143595,11687.277944889765,9898.61082341167,773.9640021680189
2015-01-14,1374.6758502300618,151.3546666119919,47.486404088970176,46.47999954223633,2.6396000385284424,470.12067728439433,128.52212225101084,100.14642183683009,106.34948796893696,57.91282625501253,71.5331620510483,55.53718722726444,117.83174410882566,77.86820113658905,91.91087253601836,153.1759870136375,148.39831738823705,171.20446011003878,94.28651659840398,3258.3223520028696,311.39361976736836,124.24597300799178,80.66617576773069,134.35564598880774,266.49401747320553,49.04999923706055,530.190065349907,385.8039512978212,98.32510143518448,155.49883786693954,97.40124544940954,11539.149852669681,47646.0,25535.474083542824,30516.39346030075,5308.948421045789,8209.375721416553,4.689719917641646,7403.389157156926,376.0615741604124,10943.359011295252,352.5635546210707,11546.598768504853,9604.238963934593,760.8206376247017
2015-01-15,1409.3068415670323,149.4382320832101,46.6521055571975,47.0,2.6120998859405518,548.1334731600364,124.51879677988836,98.00598891621394,106.54755673896398,57.649043685558354,70.65729992181787,55.376519574813756,117.44000848043834,78.4152397716598,91.47573920136256,150.117383633602,147.08734816448577,168.32372302720614,93.06912172608554,3303.522598205076,315.9073665828473,123.02990064205187,82.51623579543684,133.7395161530303,260.2957576197241,49.11000061035156,519.8601304599833,364.6491600202935,97.8492593358842,153.3825084910277,95.15879964196392,11356.41499502922,48026.0,25850.27595087723,30890.407234189566,5205.053194506705,8203.334575584275,4.6210027528160476,7390.028369293141,380.8396605074013,10682.574043448898,357.35679651711047,11368.094928914108,9721.51175870758,752.2428540826156
2015-01-16,1442.2594305665154,152.72795930418397,48.02434216590882,47.599998474121094,2.638700008392334,549.1055559685265,125.8395997765274,99.34705934230806,107.44786756280519,58.89578338204956,73.06560464160157,56.09876278237152,119.69143399121094,79.79428764983368,93.88495113020326,153.49317465657805,148.37410026399994,171.83215179391482,96.04868433181764,3369.356105137558,323.29351617028806,125.15354220331574,85.01891749147035,134.44176744075776,266.0337340408478,50.099998474121094,532.0410955764237,386.9389676201172,99.92756649938201,156.84432487513732,99.254705244648,11496.084780400386,49017.0,26211.025518028997,31229.286597450264,5328.643686906144,8203.873566070804,4.632458085309342,7452.362405505264,383.3223656991322,10929.865213521989,362.0059120646121,11620.56174003705,9835.359672688355,758.754129582032
2015-01-17,,,,,,525.7873491774444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-18,,,,,,555.0215329831917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-19,1315.9881896440104,,,46.310001373291016,2.6168999671936035,562.2697240455454,,,,,,,,,,,,,,,,,,,,48.90999984741211,,,,,,11455.445608805167,47758.0,26148.385573983192,31010.761373118497,,8016.725373825117,4.618707089794426,7419.431275948416,378.56793823247426,,361.70777141631976,11499.960193897046,9751.91846476891,758.7975878637673
2015-01-20,1353.5049611801846,153.6162707131807,48.354304767173744,46.52000045776367,2.648099899291992,559.583236683975,127.08231861177046,100.12466082884202,106.16232536668394,58.33764259970849,73.27292441544341,55.74250085975655,121.0711306281737,81.13777929803473,95.0667904252623,154.51662508300797,148.82321636054985,172.7885184288025,97.21174487860117,3427.1707603619434,328.8939994107059,125.36104963655089,85.69251435736078,133.88793454481493,269.09991903927585,48.86000061035156,535.0750591858523,370.3102802193607,100.73372259347525,157.69434698249825,99.72744180326845,11520.36348652211,47877.0,26459.215711710276,31500.671547890408,5355.914580614772,8181.716329932446,4.707512613700574,7557.233370464295,390.39443827084324,11045.780677484348,373.58150816450916,11573.690383122728,9965.473560929764,776.6492532603913
2015-01-21,1398.5638849039478,152.5868399812316,48.43404914016719,47.810001373291016,2.6110000610351562,592.4280891355593,128.01732980529778,100.706271557312,104.10056964462274,58.04253016159055,72.71635269584658,55.45764069877623,119.5838008033752,80.67990088996885,94.67485783065786,153.73568638259894,148.12203226730344,175.2242156896973,96.78977146575926,3377.8506514709443,324.3645463473513,126.03297414138797,85.77134802093497,136.24198398162844,266.6875446405029,49.75,530.2418971759034,371.1797782385256,100.0535215420532,156.63389804397593,100.32767535324092,11494.4142771865,49224.0,26603.85779762268,31047.029246191494,5305.865431281738,8201.949189783365,4.616114581664068,7566.393437731604,380.1705682525062,10945.546837896109,369.7236769826607,11326.612838324447,9856.600708060781,767.8687780161259
2015-01-22,1400.0997374474582,153.5405503761749,48.35800454182436,48.119998931884766,2.597100019454956,606.1787423582864,126.01129413281251,102.84515680755612,102.19588180269238,57.70756064900206,72.19937855941771,55.707797398738876,119.46660089492798,81.54893962017059,95.00192346709446,156.5012428132095,149.02160189032747,178.68048926422125,96.66406589440157,3378.047868493537,325.23484415463645,127.62149337087249,86.43148547717283,137.8021305988541,270.17631185361097,49.900001525878906,535.262329861107,361.72408753939817,99.88446437052153,157.59202997309876,100.26104506220054,11404.01132456318,49443.0,26725.59059806564,31480.090534844203,5358.206651515444,8216.30714669847,4.610926516508656,7583.3086343319155,381.93159368103807,11090.551684007398,369.6689656101474,11106.56000863259,10023.105341780349,771.391795600067
2015-01-23,1389.9628541148188,151.05432358319104,47.32658532255937,47.29999923706055,2.57069993019104,598.6620233944486,125.42445194756692,100.69431155849088,100.51436334789287,56.55539846420288,71.36263065048979,55.424289122016944,117.84088519221496,81.13128842392734,93.57348138153066,153.4707877936935,147.50676474016564,174.47341132270412,94.9616518909379,3322.8866670037096,319.35806095730186,125.45015463203436,84.96163073152547,135.86148738801967,268.02118021332535,49.369998931884766,526.9163678293189,349.61519050598145,98.27785715443042,154.8332556186333,98.53493303131472,11346.361554614035,48775.0,26362.308706894517,31064.825676952023,5274.61370649602,8240.65732062736,4.588463748104284,7504.644695909694,379.12937951507047,10997.814550810377,368.7404730862794,10952.957272132677,9866.898679531005,772.869803038733
2015-01-24,,,,,,637.1402659118648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-25,,,,,,652.232850850527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-26,1402.5904135900491,152.5026497054596,47.94708164321901,47.189998626708984,2.5778000354766846,704.9586883335069,124.14684931521606,100.89509181519315,101.17865139245987,56.91782458665466,73.31263438565065,55.9640364101524,119.50681121806338,81.6647059105835,95.2239297704391,154.48755691279985,148.17194485917662,178.2290928794937,97.00261808837513,3298.0374283234414,317.04362085650246,125.8481969452896,85.63452032526402,136.0047255449981,268.45209412117765,48.349998474121094,529.6090094218634,347.8999100949404,99.86397770111853,156.31779257794187,100.22486813272099,,48577.0,26459.85622224107,31193.13618730288,5302.766901543189,8281.047008152527,4.601010722636652,7516.306010542903,382.2112218373222,11021.951721512596,,10898.439054770934,9862.830749283661,777.4554756641091
2015-01-27,1384.9789912564322,151.5691265463829,48.63111648031236,47.34000015258789,2.579900026321411,679.7391751814939,127.96303736892696,101.20947685160445,101.93184570968242,57.06739074736788,72.77897738055799,56.267618196254716,119.8105536794128,81.67963443967437,95.35310261087034,153.91683517667389,147.6992765069008,175.76858170737069,96.7720456570396,3332.456738027686,320.9395672109986,125.46054103564074,85.34309759465032,133.89681530269627,261.705064968628,48.290000915527344,523.048945508217,355.20061672817974,100.02272520146562,155.4647712558517,100.24201434173392,11335.149152077036,48591.0,26483.501257640077,30833.511049909517,5236.036224392301,8255.366492422065,4.6669107721276974,7542.140052552684,386.6382235067067,10746.573559641838,373.9560530535873,11009.071093530329,9783.854883832857,784.0146874136642
2015-01-28,1362.1967552338979,148.94232044334785,47.17234839854427,46.33000183105469,2.5692999362945557,600.9977773484025,124.53397104854957,100.07423447889323,101.48734748363495,56.524598598480225,71.52931061848449,55.93366078926465,119.11274661479183,80.72740419439697,93.77944767475128,150.483896484684,146.5785594053841,175.6630437012518,94.03637374794016,3303.8628508082184,317.10299343294537,123.58332301532755,84.63273637314614,131.4196956619071,259.29374486631787,47.63999938964844,514.2196876818161,340.3808445830691,98.30141125014507,152.87334620952606,95.89912208241458,11304.389732235111,47695.0,26633.979190893588,31277.10241660732,5144.1496482693765,8238.707018969348,4.680865254139231,7403.800499456353,387.9469281433703,10637.877769145416,373.0031209692174,11098.493625023402,9808.498893521028,780.267085488833
2015-01-29,1345.9853578220625,150.57781844624333,46.85615028364555,46.380001068115234,2.5731000900268555,600.8523225788376,126.41641017138681,99.8620180275575,100.01639775097647,56.73685502197259,73.43627892510995,56.45381734937291,120.3181558907927,80.48657258284766,94.53570162644974,149.21407853952041,146.4865889104767,177.59535957592743,96.74855945877061,3228.2113101278665,310.7275723683779,123.97196312274173,85.34972527470381,132.54038131842026,262.17316660234064,47.709999084472656,519.7405013189855,343.35448229516624,99.78481835025013,154.38600540161133,96.36260033462531,11314.439813017845,47762.0,26499.36321590247,31162.3737928248,5200.878556966782,8163.608791941078,4.629444431381156,7307.06924247276,385.22412359219743,10759.032312713098,375.46723508638615,10855.172171244394,9785.38836041931,774.4439722715283
2015-01-30,1338.483465447557,150.10954122009662,47.55765924328989,45.61000061035156,2.6001999378204346,588.7502788561724,137.7845990694541,99.09362121737286,100.23770561918263,56.99638283540344,72.93560627206807,56.34633285094833,119.50518676167303,79.2020877254563,93.81521851766956,146.26124650239944,144.70113050729742,175.72151655901325,95.92137411915974,3324.3556205034256,320.9946743887522,122.2614022665939,83.46641403644571,131.05008083374014,262.8802097460557,46.790000915527344,518.6098696631052,370.6844967875368,99.19763159543982,153.7758227356644,98.22255661875715,11315.748048544396,46908.0,26443.474454123527,31515.09136215225,5187.372848559811,8220.64535502519,4.612728094532574,7202.387680429732,388.30636411713203,10786.74788511882,370.6534808883372,10877.247093385778,9876.357997686835,772.7394083003379
2015-01-31,,,,,,565.4498910222501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-01,,,,,,590.1725806043869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-02,1342.7479852002643,156.65622897546382,49.71852853762812,46.27000045776367,2.678800106048584,638.167880927911,146.66430580615997,104.28568894597629,103.61598891946414,59.92476062044534,76.80119924478913,58.82644787631216,124.40347324612412,83.14995774426279,97.50832794769303,152.79876050152598,151.56651490525837,186.49807074064665,100.58894193836204,3418.6845645384165,327.93870407743816,128.07343674895492,87.78428070146947,136.88668133155807,273.18404380738866,47.369998931884766,540.9033125083006,399.0340817821052,103.53562818630235,160.54049117299655,104.28568894597629,11724.249320751056,47651.0,27373.896520687267,32738.487154616974,5413.453128907888,8459.47756417282,4.759635593539826,,400.4988872788672,11220.394917631522,380.02478680506937,11195.74643239499,10189.52779408649,797.1175396996358
2015-02-03,1396.7333288229745,161.75459703626257,52.40206165917971,47.63999938964844,2.723599910736084,618.9871191418788,157.72367041513826,107.93626737158957,108.1541499617997,62.23425899929043,79.58358752156073,59.48342246606444,126.26609352407831,85.41209486303705,101.5902745925141,157.72367041513826,155.2451949119568,194.51950063771073,104.77689189072407,3430.918674565968,329.6917775063703,132.42142475086985,89.11619240399159,141.16418836051162,280.421844315857,47.86000061035156,557.9021957410587,427.4962602750238,106.76511857879632,165.59487249481208,108.93037552077112,12125.371299363323,48964.0,28102.913073682692,33644.3235593969,5583.46160479926,8626.093995092902,4.841415388963892,7619.360083743755,401.32493095992686,11518.512296512956,386.36173319450654,11498.88201287089,10547.084712549346,812.4308687726067
2015-02-04,1367.6433872790606,158.88253950448598,50.888698360370654,47.77000045776367,2.6910998821258545,610.484073018808,145.74996920530702,106.21771563254151,106.13697565538041,61.16869908883291,77.34220999635318,58.746710221492776,125.40525040077227,84.71582305743414,99.46304917959606,154.7651497041361,154.11929148123545,186.1164777029262,101.31991466833097,3401.0121624320163,327.18392859641244,130.27614488308336,87.19164028717023,140.58306235917644,276.83345226561323,47.91999816894531,549.1458353765338,393.5464615447381,104.7376024847872,162.89227258004394,105.85441139964496,12065.890774321742,49301.0,27983.310565948486,33641.782546084374,5493.9073466390255,8564.617372037319,4.84015754783427,7648.095824148622,404.3127971474678,11359.671348035103,381.02297812372274,11409.947059038128,10530.76211075869,809.7573914370562
2015-02-05,1376.9118429081243,163.42174991250613,52.54798009486012,47.880001068115234,2.738300085067749,594.5150490447049,154.9056349766197,109.55938180741487,109.23078872202677,63.36426229714198,79.90359731793978,59.58541047782137,128.7001039981842,86.42074922232814,102.74102044523624,160.32746789155954,156.16525050876226,195.43248459225106,104.82212391374196,3455.7347073554993,333.49756986738976,133.38259463666145,88.88521825431053,142.85711042400726,284.1260226762697,48.29999923706055,564.4184001635585,416.87881999264573,107.69734735969178,167.72088021039963,109.25817757251752,12353.023185968399,49234.0,28547.724219161086,33787.14264883194,5647.798744936357,8747.666112925857,4.91675438352193,7808.073414919432,408.732863611076,11654.698537405464,385.63284584632794,11684.360173545241,10561.640033166623,827.7775440649949
2015-02-06,1350.9727619319601,162.24789100390626,52.11781732366944,47.29999923706055,2.7416000366210938,609.3644914770266,158.4644800250244,108.84152354553225,108.18353493505856,63.029384214416496,77.97110650567629,59.57496754077147,127.7585575231933,84.93476787951658,101.76819043103023,160.38360214233398,153.94084623962408,190.37671323632821,102.39875718444819,3382.860352120362,325.2634266713867,131.40489059191896,88.22469001513673,139.90384652209468,282.741204246704,48.0,563.5358958941652,427.03160664404277,106.53857909643557,166.3602910588379,109.41725704321289,12448.826439758996,48792.0,28800.72917182371,34105.386323762825,5635.276546953246,8727.373062527739,4.942158368970031,7917.732027117745,411.7394926082343,11593.349724780768,384.6424837927533,,10685.173624488933,822.2869053380135
2015-02-07,,,,,,624.4103687165771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-08,,,,,,612.5063544096192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-09,1380.1788149990018,163.91300979174412,53.006969340351134,47.91999816894531,2.779599905014038,611.8177367891731,162.16185888265227,110.85044718089284,109.76640491447051,63.8196112743226,78.13455502647776,60.17833688322071,128.3063311913147,85.72286149476622,102.90078975601955,163.35708769007488,155.9911437004548,192.18153573613745,102.92858108960354,3448.92769786407,331.2449155909235,133.00385121358886,88.14111044319543,141.14807978354656,285.74287871810884,48.290000915527344,568.7895421352878,439.62153115621913,107.51492517420957,168.22138752384944,111.04501832597725,12613.680539869238,49383.0,28922.72299341671,33534.60495364806,5689.118282443902,8791.023405760527,4.934696212989006,8016.226764744497,413.3964360663813,11719.04292921815,382.48375223758507,11787.648904952872,10528.004025042057,831.8404455137068
2015-02-10,1392.9903919907633,164.51186217628856,53.25127428770065,47.15999984741211,2.7662999629974365,608.1406300596682,156.1023077561531,109.9604235291481,109.90509626357652,63.48658626131055,78.70123605779645,60.333000715610524,129.3521816266175,85.75529885292053,102.79570620288087,160.66670691613763,154.11056840596393,189.4085618432655,103.9022304091186,3406.9749668910226,327.7235599931373,132.06316487664026,88.41094428477481,141.35792388813024,288.80172035797113,47.959999084472656,572.0984885938378,419.1497822122801,107.91335691338736,168.82728336490254,110.45835836669539,12511.894786812598,48510.0,28690.415387585526,33690.67424765555,5722.3406835887,8751.380810740055,4.894588854738885,7958.711406687973,411.83700471467455,11842.973181820475,381.3758335083007,11843.470033836242,10599.00760857272,823.5079055345915
2015-02-11,1434.5415624266534,167.9408503666382,54.21556367164612,46.95000076293945,2.8310999870300293,620.5346437453118,154.74792485906983,111.65857960054018,111.88507278340148,64.01117243471526,80.26168571228027,61.6047363657608,132.60872382447815,88.27369845957946,104.69407622439576,160.35350153741456,155.82374587808226,189.93848776204686,105.65665065197754,3451.1108841896057,331.4368746176224,134.27907324881744,90.82169276782224,144.52765217792512,296.64265318507387,46.91999816894531,585.8394995805284,419.22929126330564,109.84667733680726,172.38567648229218,112.25311880565641,12709.327911269385,48240.0,29438.259618324693,34460.51285643689,5856.215339113609,8878.143258142518,5.018651053086958,7941.740591278067,,12166.028744020266,391.79097854577884,12159.468453837484,10814.118098286446,850.4822967237283
2015-02-12,1459.0798796216527,172.10193233139034,56.45035166015623,48.130001068115234,2.865499973297119,635.4647577653959,163.47677129039766,116.11006022972106,113.84631262737275,65.19012439250946,83.67260140647886,62.124040295562736,135.13697830345154,90.60711156047819,107.85741724594118,168.4340849324799,159.26449376274104,196.83120016162866,109.83461922336573,3496.1964474613196,336.23775637290964,138.6615419588852,93.50126718936917,148.4615575516891,303.74299716949463,47.650001525878906,598.660249174347,439.6823228985595,112.90070332031246,176.68672791625977,115.10712868045812,12705.417942542117,49533.0,29784.17254783516,35379.6673697629,5984.539328264771,9025.44997847965,5.0318721506503685,8180.369358406111,428.45674994961155,12459.108534531435,400.1626357338557,12151.257853382327,11073.056780639745,862.247693627386
2015-02-13,1447.6188798422631,170.25947082855237,56.1709797549438,49.38999938964844,2.816999912261963,663.1978438460501,161.66762324535375,115.55333769050594,112.25744220523848,65.43890667232517,82.22822894336696,61.35426002334589,134.42723925186147,90.14399719238281,106.53893582206729,166.48469051628126,157.83650164531718,196.14769615367914,108.45449662208557,3455.0503923892975,332.349659105148,137.6667827033616,92.82014925823205,146.82203241821298,301.16547093608824,48.41999816894531,590.950238155594,442.156325141601,111.77855737823484,174.79484240665442,115.55333769050594,12845.864248871803,50636.0,29765.692615270615,35218.82697152998,5907.220618504449,8966.179163147463,5.007516780534891,8131.211579540977,424.3674867541995,12349.811520138988,398.98813217960424,12116.764215726429,11075.038258933811,859.0555434639449
2015-02-14,,,,,,724.8732750000636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-15,,,,,,661.501995800114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-16,1464.1650826346768,,,,2.830899953842163,661.9861444721209,,,,,,,,,,,,,,,,,,,,,,,,,,12934.530349653447,,29863.35769730783,35208.848553244025,,9025.430293349142,5.060756927996643,8170.478548705869,429.23372098203254,,401.78490204029254,12192.243682132359,11066.555979283294,
2015-02-17,1470.8037419330392,170.94474324346538,56.746079286499025,,2.8259999752044678,688.4418556844139,176.70977499982837,115.01820114688871,113.3508607303047,66.0718770486069,82.09529712362291,61.71983988967895,134.74367968017577,89.8667970554352,106.822796906662,167.27093465143207,158.05817947561263,195.4179025975227,109.02708421794887,3414.0905010503775,327.84426316045756,137.79575404762272,92.77758436052318,147.99761568296435,302.41026338361735,,593.7708565150642,447.41233677261334,112.39002030752181,175.5511154412079,116.27577027342795,12839.417260799557,,29925.338480455102,34892.13352661696,5935.561036299856,9027.397327248997,5.0382272291612695,8191.45648976462,428.9920843573418,12392.970289700665,,12163.243992624279,11011.259962114855,
2015-02-18,,171.2656814298134,56.683541386230445,49.90999984741211,2.825700044631958,667.786400130517,171.03962025223154,115.59938839472579,112.9997495276757,66.37569340165328,82.31263992870709,61.82631460512539,137.10296745904543,89.7442340642624,107.32008640161894,166.99886832607262,158.18268720499418,194.12558444286333,109.12853270551295,3389.992205571325,328.74193284445937,137.83764472780604,93.61544549683003,147.4732814488334,302.80202713078324,49.2599983215332,593.7643641758768,435.3838680509034,113.14103237406925,176.0976259191284,114.87883186517138,13048.25945141539,51280.0,29901.8826928935,35327.30354356766,5933.065676549741,9044.588699021551,,8155.652554536238,431.32034021973595,12407.395024490543,403.48749184284014,12231.122295727251,11170.27372924576,
