data,etfs_todos,etfs_global,etfs_america_norte,etfs_latam,etfs_europa,etfs_asia,etfs_oceania,etfs_brasil,etfs_exterior,etfs_desenvolvidos_emergentes,etfs_com_ouro,etfs_com_btc,etfs_com_petroleo,etfs_com_ouro_btc,etfs_com_ouro_petroleo,etfs_com_btc_petroleo,etfs_com_tudo
2015-01-05,-0.007253000507580598,-0.0064169142598217155,-0.010730234500364588,-0.012306672059393842,-0.020383962443241477,0.00392254817561081,0.007967289327060478,-0.024074163705298524,-0.005723803853242605,-0.004709790976253125,-0.005778262155711627,-0.011613442291281407,-0.008633833091660655,-0.010027715345880442,-0.007162706500091256,-0.012773456630446814,-0.011203496818610128
2015-01-06,-0.002970373822512501,-0.006115460968056522,-0.008139384582026527,0.006257449009394585,-0.004621336389649233,-0.011553549150838985,0.007060317020484375,-0.002633564677174738,-0.003000992835725025,-0.003793004700946234,-0.00221671228261779,-0.000959872681325873,-0.00425696208509355,-0.000312525090703521,-0.0034828033635570564,-0.0022743037469302135,-0.0016022493609381579
2015-01-07,0.01283048987239182,0.009784870253528588,0.006733880726367825,0.010292601378691183,0.007195060900582935,0.015668213566373674,0.0037972637165519796,0.029352722553753763,0.011328468719540736,0.013207003146089358,0.011985994436190178,0.013357175135779208,0.012928523941442215,0.01252490316776273,0.012112738557823313,0.013431181538197383,0.012626993480017874
2015-01-08,0.009331655222419164,0.009380972563750662,0.013802879539029922,0.0029027963440041065,0.01130437289750404,0.00945350046621335,0.004917131780906248,0.011055357534656474,0.009174955012215774,0.01055591954471169,0.00855666540454698,0.007239513943049394,0.0091136632292242,0.006574798398148054,0.008376865019469985,0.007110373229568458,0.0064750597683109045
2015-01-09,-0.012208327686098808,-0.013716630522451348,-0.015318787720181247,-0.008594181780380183,-0.016688763803969775,-0.008825956970824778,-0.0043035097511887055,-0.0197163903476536,-0.011525776535048372,-0.012037533280064738,-0.01158300320714262,-0.011046161691734674,-0.012612451341025652,-0.010489586846367728,-0.011995634586070593,-0.01147944082125526,-0.010927432483882622
2015-01-12,-0.017733776647792857,-0.016466401459836945,-0.028014196544651055,-0.021295473002759316,-0.010180993226899693,-0.013375523561583075,-0.01736715344491485,-0.01961864029678334,-0.017562425406975543,-0.016709213846098914,-0.01708732755688012,-0.020600753310175968,-0.019405119538908205,-0.019868899312668217,-0.018719251455679983,-0.02209754544923368,-0.021337360409446296
2015-01-13,0.017620080009448286,0.018782613174152196,0.01292731616572255,0.011895312137978268,0.02078095302080666,0.025526534469835403,0.013525633144983673,-0.0019281544800584527,0.01939719223576708,0.023258313056354174,0.01744515010551312,0.011214169111433487,0.018072881299439132,0.01129234846911178,0.01788726403450182,0.011895936155579101,0.011945969350226876
2015-01-14,-0.015086456042669913,-0.015389818498842502,-0.014236469060852111,-0.016283144137774687,-0.012589371756046054,-0.016840612955495216,-0.015537395554011735,-0.008849499667057281,-0.015653452076816517,-0.014874494905817381,-0.015004974764486258,-0.023302409642796763,-0.013482706582437578,-0.022908064044538365,-0.013466041871116073,-0.02144434463872233,-0.021133421655365147
2015-01-15,-0.008010387547465487,-0.010370459234195956,-0.021921685529223356,-0.01963675926447857,-0.009963403226169879,0.00172045810641519,-0.001346117700613103,0.006205443569483826,-0.009302735830824516,-0.0073135080704184174,-0.007110159675762881,-0.001052289455107304,-0.009883292379001945,-0.00045430488971472897,-0.008945653854998037,-0.0031207786428292124,-0.002468330943276289
2015-01-16,0.021149852357659087,0.02194132835324325,0.02950605138065724,0.021861741663078933,0.03081203017431281,0.01568800275028185,0.015038015691619222,0.016462354177328664,0.02157598855587094,0.019250537168561732,0.02123908806408023,0.020374795935003086,0.022748927117873945,0.02049040936127942,0.022773227806347558,0.021942177682234918,0.021995457953936873
2015-01-19,-0.0021188853591815092,0.0,0.0,0.0,0.0,0.0,0.0,-0.025426624310178114,0.0,0.0,-0.0020341299448142494,-0.0010751763932480387,-0.0020341299448142494,-0.001033823455046191,-0.001955894177706009,-0.001033823455046191,-0.0009955336974518873
2015-01-20,0.004513921902802554,0.006434477338462733,0.0073302984919276035,0.007121986618264501,0.009178179888172858,0.004807319570863869,-0.010720462448802592,0.0017561838009171882,0.004764625366610315,0.004862784473571358,0.0050262936454590216,0.0041422476859066665,0.0026143665496921953,0.00464920798526465,0.003180091508135351,0.0023300473162580857,0.002885349840441646
2015-01-21,-0.0005891091484317389,-0.006726335601871228,-0.003992879978180763,0.0008012429857084205,-0.005352997864043048,-0.0015412346099730558,-0.012239966468577501,0.022972662166373392,-0.002731088358868569,-0.000696297934137946,-0.0011164156492746756,0.0017822633931913546,-0.0004716237583576488,0.0011840312753953345,-0.0009831679087863995,0.0018040234782001684,0.0012271421764333045
2015-01-22,0.005106359308987895,0.0035593483877236114,0.007295448166526533,0.012552615763733121,-0.001651181338340857,0.006587158552314953,-0.012033541802862868,0.004749526980083019,0.005138798611615612,0.005457312947985626,0.0050094283561679725,0.005830531760062181,0.0038831172381066058,0.005709476134232476,0.0038369621708136533,0.004626484674558084,0.004554506926925926
2015-01-23,-0.015255225947480456,-0.01659436981111332,-0.013595099393039451,-0.020535362235700662,-0.014745683812035485,-0.010845414880324495,-0.01820999548420399,-0.013831009842442066,-0.015384700138847584,-0.016549394394312467,-0.015367791028401103,-0.015141023677129346,-0.015984037168451655,-0.01525365172687424,-0.016064241622376456,-0.01584619609230746,-0.015928535235944095
2015-01-26,0.008584724032913698,0.011771634395898085,0.00795621517297529,0.007243482115135777,0.022151829490365166,0.007322301229563344,0.006508760081852083,-0.011492962044096666,0.010409968221732822,0.009655756020766404,0.007951448529342766,0.015343617213120001,0.008045087258845238,0.014474741029678478,0.007456923765952746,0.014564778269584702,0.013756928572327505
