data,moeda_original,fator_brl,metodo_conversao,ticker_fx_1,ticker_fx_2
2021-01-14,INR,0.07239999441595346,ccyusd_x_usdbrl,INRUSD=X,BRL=X
2021-01-15,INR,0.07109003344763654,ccyusd_x_usdbrl,INRUSD=X,BRL=X
2021-01-18,INR,0.07232602823514789,ccyusd_x_usdbrl,INRUSD=X,BRL=X
2021-01-19,INR,0.07234449900295203,ccyusd_x_usdbrl,INRUSD=X,BRL=X
2021-01-20,INR,0.07318705706173123,ccyusd_x_usdbrl,INRUSD=X,BRL=X
2021-01-21,INR,0.07256117511509075,ccyusd_x_usdbrl,INRUSD=X,BRL=X
2021-01-22,INR,0.0733261211745262,ccyusd_x_usdbrl,INRUSD=X,BRL=X
2021-01-25,INR,0.0748740652421418,ccyusd_x_usdbrl,INRUSD=X,BRL=X
2021-01-26,INR,0.07490064088092652,ccyusd_x_usdbrl,INRUSD=X,BRL=X
2021-01-27,INR,0.07342018394630578,ccyusd_x_usdbrl,INRUSD=X,BRL=X
2021-01-28,INR,0.07410754005094944,ccyusd_x_usdbrl,INRUSD=X,BRL=X
2021-01-29,INR,0.07455550899531538,ccyusd_x_usdbrl,INRUSD=X,BRL=X
2021-02-01,INR,0.07490131233346631,ccyusd_x_usdbrl,INRUSD=X,BRL=X
2021-02-02,INR,0.07426853404859202,ccyusd_x_usdbrl,INRUSD=X,BRL=X
2021-02-03,INR,0.07360357363541015,ccyusd_x_usdbrl,INRUSD=X,BRL=X
2021-02-04,INR,0.07345796008927241,ccyusd_x_usdbrl,INRUSD=X,BRL=X
2021-02-05,INR,0.07437998569230242,ccyusd_x_usdbrl,INRUSD=X,BRL=X
