data,etfs_com_tudo,etfs_com_ouro_btc,etfs_com_btc_petroleo,etfs_com_btc,etfs_com_ouro_petroleo,etfs_com_ouro,etfs_america_norte,etfs_com_petroleo,etfs_todos,etfs_exterior,etfs_global,etfs_desenvolvidos_emergentes,etfs_latam,etfs_asia,etfs_europa,etfs_oceania,etfs_brasil
2015-01-05,98.8796560218464,98.99723438849274,98.7226602600361,98.83866193087587,99.28373527307166,99.42217994443284,98.92698355306678,99.13662285083794,99.27470636591278,99.42762661468029,99.3583287258054,99.52905534570617,98.7693424624134,100.39223552465475,97.9616173408037,100.7967664503543,97.59258362947014
2015-01-06,98.72122483245988,98.9662938925736,98.49813357145446,98.74378797040931,98.93794816567069,99.20178813952852,98.12178052692673,98.71460057278945,98.97982188175598,99.1292433859733,98.75068146378801,99.15154197549907,99.38739417726457,99.23235894723229,97.50889927276974,101.50838908909333,97.33556724846936
2015-01-07,99.96777361515613,100.20583351804686,99.82107627935848,100.0627222810706,100.13635404388286,100.39081644396484,98.78253952534679,99.990830891946,100.24977755917402,100.25222163079187,99.71695618971684,100.46104884833503,100.41030325018194,100.787152586425,98.21047292970304,101.89384309354233,100.19263114852592
2015-01-08,100.61507944044168,100.86467553657614,100.53085021867363,100.78713696045986,100.97519162393347,101.24983630640736,100.14604210172506,100.90212285034714,101.18528352725748,101.17204173559593,100.65239881882957,101.52148336210499,100.70179967690618,101.7399578256903,99.32069855985829,102.39486835188035,101.30029650821082
2015-01-09,99.51560671291834,99.80663818457367,99.37680372303785,99.67381703464572,99.7639215353244,100.0770501723205,98.61189925961877,99.62949081101868,99.94997110632353,100.0059452221543,99.27177487193129,100.29940077771779,99.83637137055058,100.84199602704373,97.66313215472977,101.95419469450309,99.30302031992188
2015-01-12,97.39220361766544,97.82358729806704,97.18081745672521,97.62045836701562,97.89641276143473,98.36699787174395,95.84935812927104,97.6961656821271,98.1774775598614,98.24959490387896,97.63712164419096,98.62349977229928,97.71027854223091,99.4931802500386,96.66883789677301,100.18354049554947,97.35483008388117
2015-01-13,98.55565334443685,98.92825101631107,98.33687990137851,98.71519659286324,99.64751743073475,100.08303085712585,97.08845742677916,99.46182278946803,99.90737874733391,100.15536792762103,99.47100432579819,100.9172797422332,98.87258136687966,102.03290406059627,98.67769996338913,101.53860300163848,97.16711493209961
2015-01-14,96.47283931943504,96.6620006359242,96.22811426190361,96.41489913708689,98.3056641498482,98.58129206022058,95.7062543689446,98.12081274382703,98.40013520646562,98.5875958559298,97.94017332056896,99.41619681447439,97.2626360666789,100.31461169023584,97.43542441395313,99.96095754995929,96.30723458085907
2015-01-15,96.23470892134473,96.61808297088493,95.92780398893814,96.31343897378083,97.42625199888825,97.88035946602929,93.60820528303225,97.15105221447551,97.61190796843185,97.67045710134127,96.92449909378412,98.68911920571647,95.35270663588278,100.48719190785344,96.4646355669781,99.82639461834991,96.90486369038365
2015-01-16,98.35143883560293,98.5978306088367,98.03267244942806,98.2758093357991,99.64496582598336,99.95925279774971,96.37021606020649,99.36113815000948,99.67638931341017,99.77779802648399,99.05113733378454,100.58893593038229,97.43729940826907,102.06364219201842,99.43691027156159,101.32758968755505,98.50014587796049
