data,000001.SS,ACWI,ARGT,BOVA11.SA,BRL=X,BTC-USD,BZ=F,ECH,ENZL,EWA,EWG,EWH,EWJ,EWT,EWU,EWW,EWY,EZA,FEZ,GC=F,GLD,IBIT,IEMG,INDA,MCHI,QQQ,SMAL11.SA,SMLL.SA,SPY,USO,VEA,VT,XLE,^AXJO,^BVSP,^FTSE,^GDAXI,^GSPC,^HSI,^IPSA,^JN0U.JO,^KS11,^MXX,^N225,^NDX,^NSEI,^NZ50,^STOXX50E,^TWII
2010-01-04,3243.760009765625,43.15999984741211,,69.37000274658203,1.718999981880188,,80.12000274658203,56.099998474121094,,23.719999313354492,22.899999618530273,16.059999465942383,39.959999084472656,26.68000030517578,33.02000045776367,51.0,49.349998474121094,57.959999084472656,42.900001525878906,1117.699951171875,109.80000305175781,,,,,46.41999816894531,58.439998626708984,,113.33000183105469,322.1600036621094,35.119998931884766,44.099998474121094,29.405000686645508,4876.2998046875,70045.0,5500.2998046875,6048.2998046875,1132.989990234375,21823.279296875,3620.699951171875,,1696.1400146484375,32758.529296875,10654.7900390625,1886.699951171875,5232.2001953125,,3017.800048828125,8207.849609375
2010-01-05,3282.178955078125,43.52000045776367,,69.9000015258789,1.7369999885559082,,80.58999633789062,56.33000183105469,,23.790000915527344,22.790000915527344,16.209999084472656,40.20000076293945,26.579999923706055,33.2400016784668,50.779998779296875,49.369998931884766,58.43000030517578,42.70000076293945,1118.0999755859375,109.69999694824219,,,,,46.41999816894531,58.150001525878906,,113.62999725341797,323.2799987792969,35.13999938964844,44.22999954223633,29.645000457763672,4924.2998046875,70240.0,5522.5,6031.85986328125,1136.52001953125,22279.580078125,3624.10009765625,,1690.6199951171875,32732.759765625,10681.830078125,1888.4300537109375,5277.89990234375,3268.18994140625,3012.360107421875,8211.400390625
2010-01-06,3254.215087890625,43.5099983215332,,70.30000305175781,1.7315000295639038,,81.88999938964844,57.2400016784668,,23.8799991607666,22.93000030517578,16.260000228881836,40.36000061035156,26.739999771118164,33.2599983215332,51.400001525878906,50.08000183105469,58.45000076293945,42.63999938964844,1135.9000244140625,111.51000213623047,,,,,46.13999938964844,58.400001525878906,,113.70999908447266,327.760009765625,35.150001525878906,44.45000076293945,30.0,4921.39990234375,70729.0,5530.0,6034.330078125,1137.1400146484375,22416.669921875,3639.9599609375,,1705.3199462890625,32830.16015625,10731.4501953125,1878.4200439453125,5281.7998046875,3271.570068359375,3009.659912109375,8327.6201171875
2010-01-07,3192.77587890625,43.29999923706055,,70.0,1.7388999462127686,,81.51000213623047,58.58000183105469,,23.770000457763672,22.770000457763672,16.260000228881836,40.0,26.540000915527344,33.13999938964844,51.47999954223633,49.060001373291016,57.27000045776367,42.5099983215332,1133.0999755859375,110.81999969482422,,,,,46.16999816894531,58.900001525878906,,114.19000244140625,325.760009765625,35.08000183105469,44.279998779296875,29.954999923706055,4899.39990234375,70451.0,5526.7001953125,6019.35986328125,1141.68994140625,22269.44921875,3681.06005859375,,1683.449951171875,33064.5703125,10681.66015625,1876.719970703125,5263.10009765625,3284.81005859375,3007.340087890625,8237.419921875
2010-01-08,3195.9970703125,43.56999969482422,,69.4800033569336,1.7319999933242798,,81.37000274658203,59.380001068115234,,24.049999237060547,22.799999237060547,16.270000457763672,40.47999954223633,26.68000030517578,33.31999969482422,51.34000015258789,49.779998779296875,58.09000015258789,42.84000015258789,1138.199951171875,111.37000274658203,,,,,46.54999923706055,58.97999954223633,,114.56999969482422,327.44000244140625,35.459999084472656,44.56999969482422,30.149999618530273,4912.10009765625,70263.0,5534.2001953125,6037.60986328125,1144.97998046875,22296.75,3726.5,,1695.260009765625,32892.0390625,10798.3203125,1892.5899658203125,5244.75,3310.22998046875,3017.85009765625,8280.900390625
2010-01-11,3212.75,43.849998474121094,,69.98999786376953,1.7309999465942383,,80.97000122070312,59.58000183105469,,24.290000915527344,23.15999984741211,16.290000915527344,40.84000015258789,26.739999771118164,33.599998474121094,51.31999969482422,50.09000015258789,57.689998626708984,43.099998474121094,1150.699951171875,112.8499984741211,,,,,46.36000061035156,,,114.7300033569336,324.32000732421875,35.68000030517578,44.709999084472656,30.110000610351562,4950.7001953125,70433.0,5538.10009765625,6040.5,1146.97998046875,22411.51953125,3744.169921875,,1694.1199951171875,32935.37890625,,1886.239990234375,5249.39990234375,3303.75,3010.239990234375,8323.8203125
2010-01-12,3273.966064453125,43.29999923706055,,69.69999694824219,1.7373000383377075,,79.30000305175781,59.41999816894531,,23.489999771118164,22.760000228881836,16.1200008392334,41.119998931884766,26.3799991607666,33.36000061035156,50.75,49.400001525878906,56.56999969482422,42.349998474121094,1128.9000244140625,110.48999786376953,,,,,45.779998779296875,59.29999923706055,,113.66000366210938,317.0400085449219,35.27000045776367,44.209999084472656,29.674999237060547,4899.5,70076.0,5498.7001953125,5943.0,1136.219970703125,22326.640625,3740.18994140625,,1698.6400146484375,32792.66015625,10879.1396484375,1861.7900390625,5210.39990234375,3290.2900390625,2976.889892578125,8309.3701171875
2010-01-13,3172.657958984375,43.65999984741211,,70.0,1.74590003490448,,78.30999755859375,59.40999984741211,,23.850000381469727,22.940000534057617,16.020000457763672,41.36000061035156,26.360000610351562,33.599998474121094,51.099998474121094,49.47999954223633,57.54999923706055,42.75,1136.4000244140625,111.54000091552734,,,,,46.349998474121094,59.66999816894531,,114.62000274658203,313.67999267578125,35.599998474121094,44.54999923706055,29.78499984741211,4868.10009765625,70385.0,5473.5,5963.14013671875,1145.6800537109375,21748.599609375,3760.010009765625,,1671.4100341796875,32836.078125,10735.0302734375,1886.1300048828125,5233.9501953125,3276.199951171875,2978.409912109375,8196.5595703125
2010-01-14,3215.550048828125,43.75,,69.5,1.7640999555587769,,77.81999969482422,59.779998779296875,,24.149999618530273,22.969999313354492,15.920000076293945,41.959999084472656,26.579999923706055,33.70000076293945,51.04999923706055,49.779998779296875,57.029998779296875,42.939998626708984,1142.5999755859375,112.02999877929688,,,,,46.38999938964844,,,114.93000030517578,312.4800109863281,35.79999923706055,44.66999816894531,29.8700008392334,4898.0,69801.0,5498.2001953125,5988.8798828125,1148.4599609375,21716.94921875,3782.530029296875,,1685.77001953125,32729.580078125,10907.6796875,1886.52001953125,5259.89990234375,3278.330078125,2989.7099609375,8289.98046875
2010-01-15,3224.152099609375,43.31999969482422,,68.5,1.7644000053405762,,77.11000061035156,60.040000915527344,,23.639999389648438,22.440000534057617,15.710000038146973,41.880001068115234,26.440000534057617,33.380001068115234,50.09000015258789,49.400001525878906,56.29999923706055,41.630001068115234,1130.0999755859375,110.86000061035156,,,,,45.849998474121094,58.58000183105469,,113.63999938964844,307.20001220703125,35.220001220703125,44.18000030517578,29.6299991607666,4899.60009765625,68978.0,5455.39990234375,5875.97021484375,1136.030029296875,21654.16015625,3756.179931640625,,1701.800048828125,32262.30078125,10982.099609375,1864.52001953125,5252.2001953125,3257.949951171875,2940.25,8356.8896484375
