qtd_carteiras,retorno_total_medio,cagr_medio,vol_anual_media,sharpe_medio,sortino_medio,max_drawdown_medio,calmar_medio,peso_max_medio,top3_peso_medio,hhi_medio,n_efetivo_medio,n_clusters_finais_medio
17,3.4035334635286496,0.1401520467116437,0.15711733737204686,1.0281957290215655,1.7104003016887734,-0.2510784438540543,0.6046063618446373,0.2792389143390449,0.5786810855984044,0.21635344657647818,11.848357046193104,14.705882352941176
