ticker_yahoo,000001.SS,ACWI,ARGT,BOVA11.SA,ECH,ENZL,EWA,EWG,EWH,EWJ,EWT,EWU,EWW,EWY,EZA,FEZ,GLD,IEMG,INDA,MCHI,QQQ,SMAL11.SA,SPY,USO,VEA,VT,XLE,^AXJO,^BVSP,^FTSE,^GDAXI,^GSPC,^HSI,^KS11,^MXX,^N225,^NDX,^NSEI,^NZ50,^STOXX50E,^TWII,BRL=X,BTC-USD,BZ=F,GC=F
^GDAXI,0.3816124631317294,0.6735382993880038,0.5092770745895157,0.29516285326972796,0.546026049077836,0.5478804204449685,0.6160344788952736,0.7573412843259495,0.5877218959152066,0.6398558263980825,0.5949905168936941,0.691715574384725,0.5734302963402785,0.5761899023995818,0.5582510513961809,0.7333409961281663,0.3498873022765203,0.6371010902857509,0.5850239593070891,0.53364846168309,0.5811776289165635,0.25034764533557224,0.6330291272264786,0.29368480425950055,0.7109826124714744,0.6772049894291701,0.5057932944237893,0.521755793697862,0.3018230928670319,0.7971703267404112,1.0,0.6344181575815993,0.4956402767654508,0.45347498037074885,0.5078854820867933,0.497651562584842,0.5787521182803427,0.525587482661773,0.4999787246359385,0.968934457056351,0.45963524399973926,0.48486587999076725,0.2346576933000168,0.27874720056728614,0.3477040140158341
^GSPC,0.44054219203297423,0.9859107385756,0.7124331572929655,0.3841046001756781,0.6928450258905889,0.7966636035867544,0.8745953508280844,0.8681577362884009,0.7596665830044274,0.8628871946947235,0.8303187272390189,0.8718025543420485,0.7586971821976557,0.7893327958620368,0.7326644049761687,0.8808067816589271,0.5312716143003451,0.8683812028668602,0.7973744663315342,0.7000969954456608,0.9590965903558484,0.3337437809890065,0.9992449582867208,0.4489975089507916,0.9248555486796516,0.9850489873003674,0.7258223692383705,0.42612231771748754,0.3862495766185135,0.6413755871329831,0.6344181575815993,1.0,0.40926505977266847,0.3628606765777224,0.5148001302095839,0.4559112692354214,0.9595707700262666,0.5021236126826221,0.48352856163444324,0.6422420716050736,0.40126874148888797,0.6632891251936542,0.33661990780308093,0.41160747346136584,0.5061120747817152
^HSI,0.6152561876429581,0.4657424703350594,0.3527929514399544,0.1685774749572824,0.4145316437744233,0.4117933879546989,0.4429596739377772,0.4371816927552718,0.6812098376734803,0.4504601065908935,0.5006736013009836,0.4637102343226403,0.400841053116126,0.4990613257625661,0.44856369650945765,0.44410176610352264,0.3523624948434272,0.578411901708571,0.40617408284931067,0.6738953121459682,0.3894258143735729,0.10263927742337076,0.41058837025121636,0.2440796398515083,0.4873822922313139,0.4646634522421101,0.3388652700178127,0.5580429532358698,0.17141860813679013,0.5078107220791223,0.4956402767654508,0.40926505977266847,1.0,0.5236531556848698,0.4171605687506154,0.5073694485016155,0.3856635064675512,0.49203169400191205,0.4775224344531542,0.5158037065653949,0.5282803529315266,0.4305245670960544,0.13527688342958924,0.23525306292488868,0.33756453640647766
^KS11,0.4481117382179926,0.39333109392385684,0.30743565793332267,0.13850850050881486,0.33485950695277145,0.33013469693126796,0.3571533393920756,0.3566360054583646,0.41792394810826555,0.39284683856998553,0.43087327950118914,0.3802819697910629,0.33856043467165947,0.520548644817208,0.33297458541829783,0.35353868959126133,0.3223349568299903,0.43398946872954053,0.36138035781745553,0.3498316421231616,0.33136478146991377,0.08929496942425606,0.36429773655147213,0.19903739908023552,0.40843023719429694,0.39276748802259115,0.3035021419948476,0.6013623239003824,0.13941671015579532,0.49045095647546955,0.45347498037074885,0.3628606765777224,0.5236531556848698,1.0,0.3806693080175538,0.6422144254513981,0.3251350324411981,0.5289508713790682,0.5671027401656304,0.45953834128582344,0.6487005106582582,0.40343837081490463,0.10081868536793005,0.17522233820280367,0.3248269335359679
^MXX,0.3260921534494353,0.5429005269850098,0.46557551838759775,0.34799115743017384,0.49372807154101267,0.46704145258094887,0.5120910297248795,0.5140791256838716,0.4753439451327978,0.4960726761439611,0.4907641676513608,0.5304408686792271,0.702868080222477,0.4834449691538044,0.5071349118186862,0.524129626598773,0.34313728308556357,0.5421916138400816,0.4694460183036639,0.434906834030227,0.47118813231940837,0.30423322909280653,0.5167465448987353,0.275248106348843,0.5489891855970388,0.5435589549504626,0.43650700950383964,0.47897879728485016,0.3538086169588621,0.512742578805024,0.5078854820867933,0.5148001302095839,0.4171605687506154,0.3806693080175538,1.0,0.3901368399049609,0.469425428727389,0.43269293736641445,0.4353157263304068,0.5180114392953727,0.3627178694410225,0.3963390772983911,0.18317808346570894,0.2571077653687429,0.32705451341548886
^N225,0.4511910034200258,0.488700132324654,0.36562768317388006,0.15029520022639722,0.3845330088725239,0.40926148156791414,0.4399768526752223,0.44050362658105613,0.45111881939829934,0.5719572750017826,0.4669773344098868,0.468397995698427,0.40704023608256595,0.4552079975489589,0.3642029127286314,0.44473553313263925,0.3605976022103324,0.47498645371916787,0.42913216851292435,0.3907056739643244,0.4117769271621566,0.10270146171598861,0.4567369165026348,0.24958515497715417,0.5108686135679313,0.4861294488552866,0.35998840112476294,0.6043444722810225,0.15273201481651252,0.5364151753933442,0.497651562584842,0.4559112692354214,0.5073694485016155,0.6422144254513981,0.3901368399049609,1.0,0.40484457437078675,0.5064058781619841,0.5697550704341123,0.5114274155638557,0.6000129306365191,0.5010104532466836,0.14638925079090653,0.22803620128299676,0.361300717438335
^NDX,0.41017618970640524,0.9414529816682612,0.689469296887264,0.3495817597365506,0.6386006807496994,0.7346519940721887,0.8112649136013085,0.8158523682199268,0.714977914523281,0.8135935010306156,0.8176998304391087,0.786020783495231,0.6937773389189777,0.7621914653997841,0.6942990959736123,0.8242342884500328,0.48713799507018085,0.8380275264609184,0.7359830263966126,0.7031598443360844,0.9991982642074905,0.31524118153102415,0.9589505636822129,0.38559600478909106,0.8626575999205028,0.9376377579183256,0.6035970056852078,0.3709859067802088,0.3507432633296352,0.557496510194007,0.5787521182803427,0.9595707700262666,0.3856635064675512,0.3251350324411981,0.469425428727389,0.40484457437078675,1.0,0.4418080207755039,0.41843673335887327,0.5845965815297884,0.36821000150806743,0.5957474687755944,0.3371838594357737,0.3507869494019965,0.4616171240052323
^NSEI,0.440647549804453,0.5318838195490032,0.3861457658719324,0.1805121178346565,0.42581512518773773,0.4746744157266701,0.4740333376648232,0.49659689057100515,0.49991599226254796,0.5236625104761414,0.500990707737939,0.5288112919015736,0.4558824204894599,0.4746603187140119,0.42793004842394317,0.4968280253772768,0.39997513917547856,0.545598770990616,0.7000056097531878,0.42375127328064016,0.4450482121027464,0.14313398287127493,0.5031439278246879,0.25897423632147615,0.5453589382448613,0.5341641346800133,0.40704860986964525,0.4845244741838022,0.1810058448916876,0.5632671701824399,0.525587482661773,0.5021236126826221,0.49203169400191205,0.5289508713790682,0.43269293736641445,0.5064058781619841,0.4418080207755039,1.0,0.5430046405024178,0.5330530088148488,0.5089311275148223,0.5539660929628335,0.18672555765326068,0.24893211137517587,0.3880506116651483
^NZ50,0.49025512618623607,0.4996908171233188,0.3584026832746512,0.09556139450221286,0.3840400209258244,0.6142077227767548,0.447892290630098,0.4481686131067214,0.4845234241934349,0.4805753028970541,0.4492582368749094,0.4878865540960526,0.4290680671774924,0.4250932616034513,0.3651020325379152,0.44285510993510924,0.4596224553513569,0.4735253648462411,0.44579351048955995,0.39084625967234954,0.4245248126401765,0.059789065401439405,0.4845320801796607,0.25746983734149,0.50217527372858,0.5010628508451954,0.3810139512986803,0.6725865390830058,0.09252136950594897,0.5833929597537172,0.4999787246359385,0.48352856163444324,0.4775224344531542,0.5671027401656304,0.4353157263304068,0.5697550704341123,0.41843673335887327,0.5430046405024178,1.0,0.5029342682484573,0.5501643931135075,0.6205563051397198,0.17781230061627712,0.23925963575547823,0.45891116439802865
^STOXX50E,0.38771865985312154,0.6854061179494719,0.5176363703562272,0.31303236824208985,0.556875147135737,0.5547861004665533,0.6269793828587918,0.7401970361672287,0.607705720775647,0.6520841040679943,0.6110673569029906,0.7085511363238773,0.5915245204231707,0.5898605061832601,0.5736678237495786,0.7523114559101124,0.34645817629920617,0.655436470170279,0.5939615506744813,0.5543997299935477,0.5869264244517178,0.26550998234088735,0.6410279659932913,0.31779718516040584,0.7246819800156132,0.6883817444385134,0.5240442501740495,0.5277942279429708,0.3214709649057454,0.8074520491390007,0.968934457056351,0.6422420716050736,0.5158037065653949,0.45953834128582344,0.5180114392953727,0.5114274155638557,0.5845965815297884,0.5330530088148488,0.5029342682484573,1.0,0.4657329762281285,0.48587946708164276,0.23589606295420096,0.30189602217799766,0.34293637986057907
