tipo,qtd_carteiras,retorno_total_medio,cagr_medio,vol_anual_media,sharpe_medio,sortino_medio,max_drawdown_medio,calmar_medio,peso_max_medio,top3_peso_medio,hhi_medio,n_efetivo_medio
max_sharpe,17,6.947463068553073,0.19418089994528873,0.15896556700092593,1.355229296942354,2.5679296984041087,-0.2461879846198372,0.9023838477252224,0.5812189131861383,0.9454697273926982,0.5036698347485652,2.497657303518624
min_vol,17,3.4529991237218836,0.14127483747705138,0.1418227820959881,1.168793116892924,1.943075399627212,-0.214752650699736,0.8244865883196311,0.5230973116663291,0.8800475364794634,0.43368559492838205,2.960705063721508
