tipo,qtd_carteiras,retorno_total_medio,cagr_medio,vol_anual_media,sharpe_medio,sortino_medio,max_drawdown_medio,calmar_medio,peso_max_medio,top3_peso_medio,hhi_medio,n_efetivo_medio,pct_ativos_no_limite_min_medio,pct_ativos_no_limite_max_medio
max_sharpe,17,5.279811399179956,0.17029260443130992,0.16232712906295438,1.1671508235536352,2.11439446463033,-0.26858848609523434,0.6800894157866693,0.2294117647058822,0.5999999999999996,0.21146555960758248,9.445586144002101,0.36696063196063194,0.5655266084677849
min_vol,17,3.444419916277494,0.14112898683931216,0.15362130867154072,1.0616161617867699,1.74271296228816,-0.2534134968962948,0.6059383030244136,0.22941176470588234,0.6,0.21158359479605227,9.40537696103525,0.33593841887959536,0.5791004311592547
