ticker_yahoo,000001.SS,ACWI,ARGT,BOVA11.SA,BRL=X,BTC-USD,BZ=F,ECH,ENZL,EWA,EWG,EWH,EWJ,EWT,EWU,EWW,EWY,EZA,FEZ,GC=F,GLD,IEMG,INDA,MCHI,QQQ,SMAL11.SA,SPY,USO,VEA,VT,XLE,^AXJO,^BVSP,^FTSE,^GDAXI,^GSPC,^HSI,^KS11,^MXX,^N225,^NDX,^NSEI,^NZ50,^STOXX50E,^TWII
XLE,0.19462567212080667,0.49217912457949053,0.3098541726952465,0.16740904522658692,0.15369775883860864,0.1421131902059245,0.6365097720870347,0.4040263373380799,0.3322931668803051,0.496779223164519,0.43753122872961114,0.2743596046946291,0.3775128467411239,0.27893156831248583,0.6033452297106465,0.3412545265181933,0.31744020992065947,0.39358353146642483,0.45326222463164484,-0.05645585318695484,-0.04743424539141566,0.37478461302344884,0.32961395197684146,0.1677246106555916,0.3205608109019273,0.1339693613635487,0.49108717007393343,0.47813814619356104,0.48632447172972,0.5087865809910281,1.0,0.49786210167514805,0.1590197309388108,0.5665065823709089,0.41011911980414634,0.4920155060036513,0.23636389880462141,0.2967672730241532,0.3507954216880591,0.3409369378679009,0.32415604120303015,0.3494031183791476,0.3576920806055501,0.411714873605165,0.25373366329701613
^AXJO,0.46356948389888003,0.8242959673304971,0.43361814216256206,0.15484772439987457,0.3256972346753773,0.3193353872038355,0.219755977162487,0.46216982769504955,0.813644618411241,0.9584866442164209,0.7437045391589422,0.5606519288485639,0.6911936152814724,0.6489415192467023,0.7629282826469481,0.5765447677182586,0.6157853043215197,0.5812673830816709,0.7250341881445918,0.2822924622458997,0.27571896189044937,0.7275433497625934,0.6730170163435477,0.3985435963244577,0.7180489401692736,0.1835976744640591,0.7883386194317938,0.10598060671052927,0.8313444681005635,0.8377451279037361,0.49786210167514805,1.0,0.14496252803863433,0.7859197652948792,0.7362987764992762,0.7887916171641116,0.4713697921361654,0.6686181155283956,0.6091665602908751,0.7099866508509015,0.7193838898381463,0.6891737913967945,0.849585294043813,0.724973270597301,0.6651074689334817
^BVSP,-0.14584217604095512,-0.11416039228958501,0.2918285090414366,0.9981314327935968,-0.6347527534039477,-0.004076979674363507,0.14922675848336978,0.3468183056770693,-0.01179179592218266,0.10023171904065643,0.0467221422602975,-0.14156330775353806,-0.20245803529548081,-0.06844827185617952,-0.06614926935750276,0.22240997840735918,0.1423097040420625,0.3435056075117331,0.02787780504271071,-0.35725432777645066,-0.3381835138009865,0.05978770902574452,-0.030481574381874006,-0.16577514323809803,-0.16027334118793765,0.9081257808922468,-0.1544704944505646,0.06066850150638077,-0.05233904170417976,-0.09314824554805534,0.1590197309388108,0.14496252803863433,1.0,-0.07288149653716557,0.02064053930051321,-0.15204622010978128,-0.16851027848882377,0.1162681067060949,0.24143318449997395,-0.11019589796789986,-0.15872053820560283,0.002780837711116917,-0.014690168927846716,0.007873911908286912,-0.07761475479250655
^FTSE,0.5111862479463438,0.8735876319136638,0.3712351715159657,-0.0710067685852166,0.4910856963774741,0.23980497823478247,0.29743601617474513,0.4479167600452697,0.7247496289587321,0.8067475462889526,0.8479138763376532,0.6374994438324341,0.7994245154781268,0.6390059795937733,0.9824481000505055,0.5828500038350066,0.6174280308101845,0.5635815644880752,0.8747345646782756,0.3464020312186609,0.334884860877167,0.7422662083126923,0.6471709530731948,0.4780276991448006,0.7093634947299297,-0.07371656764605784,0.8163061729847443,0.2506749682478139,0.9326998485277501,0.8768700053120047,0.5665065823709089,0.7859197652948792,-0.07288149653716557,1.0,0.8493339238002411,0.8169869020366718,0.5605958459619859,0.6379092322495279,0.5900175476477799,0.74968794599464,0.7110632995573012,0.6429780213356062,0.7372294916755129,0.8701850740244845,0.6261537504166218
^GDAXI,0.4666758567688934,0.8562668911012571,0.41421158648304607,0.024267355872746074,0.3855647624339088,0.2868688587748343,0.15456621599654932,0.43725408983474057,0.682338352089904,0.7653712480997116,0.9755204477994721,0.5559306205528313,0.7809952084761622,0.6406155833677859,0.8419849863400991,0.6518627971243816,0.6223010142782975,0.5579263084005138,0.9547290094992442,0.298170559883006,0.2868307397701412,0.7203386898089034,0.6205281504281801,0.43909499951242614,0.7327213692775956,0.05668732978406526,0.7996142749553469,0.10720650800543947,0.9137152467171072,0.8603602252657138,0.41011911980414634,0.7362987764992762,0.02064053930051321,0.8493339238002411,1.0,0.8001406208174804,0.47712325860658056,0.6594411271415763,0.6491854445037132,0.7782383035794055,0.7337728645959224,0.6017263220556344,0.6927527852962891,0.9638718988639883,0.6353477927216977
^GSPC,0.5046702027134958,0.9834487424029373,0.3698678291799068,-0.1456037386221525,0.6026089796130406,0.30842020434809947,0.2268735023943927,0.37374894727517455,0.7758691747568409,0.8020329810574455,0.7972607864656805,0.55501110501141,0.8379885468823798,0.7250788133240129,0.807036649324457,0.503979014585463,0.5606799773323234,0.43262371940565947,0.7941330845561234,0.3667890047491522,0.3562542957470447,0.7285491693349083,0.6876578709470358,0.44916411681969975,0.9430553776106619,-0.09521425660240841,0.9998277293761284,0.14270030743779888,0.8881619343582923,0.9799941979897613,0.4920155060036513,0.7887916171641116,-0.15204622010978128,0.8169869020366718,0.8001406208174804,1.0,0.47304321333738764,0.6038129831059739,0.4967214088719406,0.8119649964530896,0.9437486979147331,0.6541465803696628,0.7868764194266886,0.7935014315253369,0.7041925370572905
^HSI,0.7334358659545235,0.5562454930342577,0.11491842912507377,-0.16459436820849077,0.38584062767461186,0.07443283360874546,0.06019217021581285,0.3723168760927165,0.5412364490823072,0.4856431188258044,0.5227754159513409,0.8984503862591031,0.5388295731065603,0.5978848738213219,0.5772392389768525,0.19850285406665535,0.45725497536042725,0.44924755138097466,0.5251609429324676,0.3449945938474901,0.3502489206710984,0.7695775359854877,0.3953489184254958,0.9244037991268748,0.45765638056393326,-0.20007909364558624,0.47253208834876254,0.0402642356399842,0.5863900706527349,0.5557591676448865,0.23636389880462141,0.4713697921361654,-0.16851027848882377,0.5605958459619859,0.47712325860658056,0.47304321333738764,1.0,0.4576165862336318,0.22440578231075356,0.4538027194190167,0.4600991593377837,0.4074099750717106,0.5503549781458518,0.4905448357780322,0.5732633361869369
^KS11,0.4385894916093769,0.6746312087112107,0.30880459827990087,0.11768983809214845,0.20738387087253593,0.14205362016666534,-0.0025222378184109346,0.4798859722387937,0.6071440179651282,0.6601032791072367,0.6497966806163877,0.5014020546365519,0.6554507562611868,0.7551076662816804,0.6163607363692889,0.49556750129855837,0.9656956833415958,0.5651966227655749,0.6405250215197209,0.34105074734382046,0.3397519637671788,0.7786707824612512,0.47737994520145516,0.41231763418607237,0.5987859186105051,0.14019069963384015,0.6024243225907728,-0.036223090582648214,0.7276693234540597,0.6775920099639814,0.2967672730241532,0.6686181155283956,0.1162681067060949,0.6379092322495279,0.6594411271415763,0.6038129831059739,0.4576165862336318,1.0,0.5162066920020049,0.7601607595026009,0.600616029084397,0.4896800333836334,0.6198848329488938,0.6595492091284448,0.7948592685133885
^MXX,0.2563551778415171,0.5555544844948044,0.35590556756551,0.24440104576592986,0.14956099689960395,0.1881638994933329,0.20440105567727082,0.40571337332664836,0.4838915999032712,0.6165884787025188,0.6289266186062753,0.3028867899931719,0.4890349019791962,0.4493916931903301,0.5897763637907261,0.9774328981741958,0.5031379225541789,0.5069918275272264,0.6657578967506903,0.19450222030384565,0.20597511965338178,0.5133385062791412,0.49238292149701113,0.17407117839830993,0.4266592340841803,0.242138287234994,0.4974976676482198,0.1686056702849991,0.6398608128345162,0.569125577386574,0.3507954216880591,0.6091665602908751,0.24143318449997395,0.5900175476477799,0.6491854445037132,0.4967214088719406,0.22440578231075356,0.5162066920020049,1.0,0.4948238243308732,0.42769863213649495,0.4746774524286496,0.5056832826527499,0.6736242725075735,0.4214127579139223
^N225,0.5176399834764858,0.850602715294662,0.33276935267955743,-0.10816822903570278,0.5201023327771735,0.22994515994796205,0.07879528605914697,0.3645723702601686,0.6883515368256432,0.7171918048821768,0.759144250527351,0.5020157640164985,0.9219420894416755,0.7064559850688453,0.7334922713498365,0.4892176505311816,0.7213880552638463,0.4258919656693147,0.7625787082625937,0.36164031546370207,0.3448299059293761,0.7383258701022565,0.6285387812154658,0.42636261456232655,0.7895758662160252,-0.062139998884929194,0.8108531430714577,0.039176362572769935,0.8580485556519013,0.8503691675763669,0.3409369378679009,0.7099866508509015,-0.11019589796789986,0.74968794599464,0.7782383035794055,0.8119649964530896,0.4538027194190167,0.7601607595026009,0.4948238243308732,1.0,0.7898288826841676,0.6165002101078392,0.7138869954332807,0.7816821812203735,0.7319892827123138
^NDX,0.48836050024147487,0.9256138065330787,0.34092204061495296,-0.1527730675707986,0.5429817847567283,0.3100192905444066,0.14684695172727222,0.33702886912075425,0.7374274202184582,0.7236295864470195,0.739147915056871,0.5171508322002781,0.7946440603168506,0.7421821166018788,0.6871840034086404,0.42916135737098376,0.5539064570616155,0.34498227845931645,0.7274091235288563,0.3403552711794864,0.32774478287849995,0.7033568700312124,0.6282285272052048,0.45347678410553166,0.9998068855260779,-0.07977003887108651,0.943006862154505,0.06094091507765839,0.8130730053359229,0.9175835268544132,0.32415604120303015,0.7193838898381463,-0.15872053820560283,0.7110632995573012,0.7337728645959224,0.9437486979147331,0.4600991593377837,0.600616029084397,0.42769863213649495,0.7898288826841676,1.0,0.6011699035132897,0.7416236524299167,0.7240148075582195,0.7246173686995985
^NSEI,0.38651744280883304,0.6845419480363654,0.2693004100607478,0.0026305979202999982,0.45776831848154215,0.22939972660687222,0.0840080425585461,0.3677695693877987,0.6402030184228268,0.6768759647645873,0.6060367993901932,0.4875197193000885,0.6172451288047464,0.546662673582044,0.6462349281075643,0.46534219500165,0.46221744992292146,0.5157143546980699,0.6060613842219654,0.3072917170990287,0.29846116619296265,0.6653825727388261,0.9674246541086537,0.3271449934234161,0.5983069271878354,0.10059239421889513,0.6529489080811659,-0.0015383766897323864,0.6804566874774571,0.6937113529950658,0.3494031183791476,0.6891737913967945,0.002780837711116917,0.6429780213356062,0.6017263220556344,0.6541465803696628,0.4074099750717106,0.4896800333836334,0.4746774524286496,0.6165002101078392,0.6011699035132897,1.0,0.6739174807796082,0.5924256283363863,0.5273720647400088
^NZ50,0.545540787117556,0.8230289359615127,0.4619708767927671,-0.01014443684676107,0.48207504718939254,0.2430855266278352,0.14284443107802722,0.37689596718417984,0.976712776519028,0.833845985709537,0.6913277020044897,0.6149676703159942,0.7281669838892151,0.6719611911003006,0.7172658696825761,0.4862484398351845,0.5886498847480853,0.4748009249274145,0.6723832067703658,0.3875438416275084,0.3754075574568906,0.7512676534194473,0.6668190135048939,0.5056864317194791,0.7411395026127738,0.054635554850712906,0.7877002562764412,0.04767553862299597,0.8045146476622178,0.8285810116050889,0.3576920806055501,0.849585294043813,-0.014690168927846716,0.7372294916755129,0.6927527852962891,0.7868764194266886,0.5503549781458518,0.6198848329488938,0.5056832826527499,0.7138869954332807,0.7416236524299167,0.6739174807796082,1.0,0.6739920444465598,0.6602020879545701
^STOXX50E,0.45319777402004263,0.8535308115013024,0.39114091068641066,0.010326599470302053,0.39298893440566796,0.25445340599393884,0.170731323055419,0.44126207026232483,0.6649417862483642,0.7627338522575966,0.9350878348046461,0.5519018905135813,0.7804947360556413,0.6434678173594228,0.8606891715421322,0.6780486008331232,0.6270369113773752,0.5444757265382074,0.9769084623569744,0.2907562946873269,0.28236169928714444,0.7197324105648868,0.6111056356920946,0.43910989515401777,0.7226846752018525,0.020340251598192333,0.7923846313232098,0.15474552995185925,0.9170080403191885,0.8546884995812652,0.411714873605165,0.724973270597301,0.007873911908286912,0.8701850740244845,0.9638718988639883,0.7935014315253369,0.4905448357780322,0.6595492091284448,0.6736242725075735,0.7816821812203735,0.7240148075582195,0.5924256283363863,0.6739920444465598,1.0,0.631761258410788
^TWII,0.5588362016414459,0.745676262364333,0.2817495187169936,-0.07106954550180984,0.4100615999630178,0.16773006461159495,0.04676576849515813,0.43366795163020916,0.6385680856320634,0.6522054325112693,0.6371930928065435,0.5941016763310972,0.6823312603982813,0.9482404193941312,0.6158010574980498,0.4128601376015689,0.7540946396152228,0.4575329379728551,0.6253701247710672,0.3916265748124259,0.39433683150920146,0.812628364984854,0.535412102235083,0.5406663868952036,0.7233354457757226,-0.025474230433632512,0.7039355474801569,-0.007779827090187526,0.7185397829256901,0.7456566562039693,0.25373366329701613,0.6651074689334817,-0.07761475479250655,0.6261537504166218,0.6353477927216977,0.7041925370572905,0.5732633361869369,0.7948592685133885,0.4214127579139223,0.7319892827123138,0.7246173686995985,0.5273720647400088,0.6602020879545701,0.631761258410788,1.0
