carteira,tipo,coluna_retorno,data_inicio,data_fim,n_meses,retorno_total,retorno_anualizado_media,cagr,vol_anual,sharpe,sortino,max_drawdown,calmar,pct_meses_positivos,melhor_mes,pior_mes,n_ativos_total,n_ativos_com_peso,peso_max,peso_min,peso_medio,peso_mediano,top1_peso,top3_peso,top5_peso,hhi,n_efetivo_ativos,gini_pesos,classificacao_concentracao,n_ativos_no_limite_min,n_ativos_no_limite_max,pct_ativos_no_limite_min,pct_ativos_no_limite_max,n_ativos_universo,n_ativos_validos,n_ativos_com_peso_manifesto,peso_min_base,peso_max_base,peso_min_efetivo,peso_max_efetivo,ajuste_limites,periodo_inicio,periodo_fim
etfs_com_ouro_btc,max_sharpe,etfs_com_ouro_btc__max_sharpe,2015-02-28,2026-04-30,135,10.00612444186837,0.23967404902249773,0.23959750724855766,0.14997828131657842,1.5980583783100364,3.36654899761149,-0.2597308003943114,0.9224839983737458,0.6518518518518519,0.16318347363125155,-0.09833889016858932,26,26,0.09999999999999996,0.01999999999999999,0.03846153846153847,0.01999999999999999,0.09999999999999996,0.2999999999999999,0.48547924916873086,0.06440433727125877,15.526904590108442,0.36563186078463983,baixa,19,4,0.7307692307692307,0.15384615384615385,26,26,26,0.02,0.1,0.02,0.1,nenhum,2015-02-28,2026-04-30
etfs_com_btc,max_sharpe,etfs_com_btc__max_sharpe,2015-02-28,2026-04-30,135,10.00267032577769,0.24211980059471194,0.2395626637538919,0.15964296683017895,1.5166330556376353,3.048625134181371,-0.27577756473471027,0.8686807572049742,0.6444444444444445,0.17626620755803585,-0.10576058032287246,25,25,0.09999999999999992,0.019999999999999983,0.04000000000000001,0.02000000000000003,0.09999999999999992,0.29999999999999966,0.49060065205021924,0.06657778321164559,15.020025476382681,0.371043868590909,baixa,18,4,0.72,0.16,25,25,25,0.02,0.1,0.02,0.1,nenhum,2015-02-28,2026-04-30
etfs_com_btc_petroleo,max_sharpe,etfs_com_btc_petroleo__max_sharpe,2015-02-28,2026-04-30,135,9.64001778556133,0.2384583759093101,0.2358477946357067,0.15623928699082162,1.5262382496875992,2.785142817099583,-0.25674292493333184,0.9186145818699738,0.6518518518518519,0.17420648851254286,-0.11962558001063428,26,26,0.09999999999999985,0.01999999999999997,0.03846153846153847,0.019999999999999976,0.09999999999999985,0.29999999999999954,0.4865508888762515,0.0626884804159881,15.951894085870354,0.3622701837094109,baixa,18,4,0.6923076923076923,0.15384615384615385,26,26,26,0.02,0.1,0.02,0.1,nenhum,2015-02-28,2026-04-30
etfs_com_tudo,max_sharpe,etfs_com_tudo__max_sharpe,2015-02-28,2026-04-30,135,9.577502263107482,0.23539459863113787,0.23519578900906635,0.14612391276876563,1.61092455143628,3.113671354190177,-0.24313894461361896,0.9673307967295187,0.6444444444444445,0.16103474115765531,-0.10066181811552934,27,27,0.09999999999999985,0.01999999999999997,0.03703703703703704,0.02000000000000002,0.09999999999999985,0.29999999999999954,0.4805447335517483,0.06087096810747083,16.42819280012844,0.35597015772517704,baixa,19,4,0.7037037037037037,0.14814814814814814,27,27,27,0.02,0.1,0.02,0.1,nenhum,2015-02-28,2026-04-30
etfs_america_norte,max_sharpe,etfs_america_norte__max_sharpe,2015-02-28,2026-04-30,135,6.212853934949287,0.2089819828096234,0.19356318668515105,0.18754475671437493,1.1143045877198088,2.13241371707569,-0.22732824934483375,0.8514700097458431,0.6148148148148148,0.22748254035678786,-0.1614841420269966,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,3.0,0.0,alta,0,3,0.0,1.0,3,3,3,0.02,0.1,0.02,0.3333333333333333,ajuste_max_para_viabilidade,2015-02-28,2026-04-30
etfs_america_norte,min_vol,etfs_america_norte__min_vol,2015-02-28,2026-04-30,135,6.212853934949287,0.2089819828096234,0.19356318668515105,0.18754475671437493,1.1143045877198088,2.13241371707569,-0.22732824934483375,0.8514700097458431,0.6148148148148148,0.22748254035678786,-0.1614841420269966,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,3.0,0.0,alta,0,3,0.0,1.0,3,3,3,0.02,0.1,0.02,0.3333333333333333,ajuste_max_para_viabilidade,2015-02-28,2026-04-30
etfs_exterior,max_sharpe,etfs_exterior__max_sharpe,2015-02-28,2026-04-30,135,4.923190177857254,0.18695241376225222,0.17269234569639647,0.160462623759813,1.165083864277891,2.109415294951481,-0.237615450208291,0.7267723775748434,0.6296296296296297,0.1835924867353643,-0.16119770661525526,22,22,0.09999999999999996,0.01999999999999999,0.045454545454545456,0.02000000000000003,0.09999999999999996,0.2999999999999999,0.4999999999999998,0.07258656756315918,13.776653636774848,0.37783499515277064,baixa,13,6,0.5909090909090909,0.2727272727272727,22,22,22,0.02,0.1,0.02,0.1,nenhum,2015-02-28,2026-04-30
etfs_com_ouro,max_sharpe,etfs_com_ouro__max_sharpe,2015-02-28,2026-04-30,135,4.9066360942793485,0.1799015455880934,0.1723984703382042,0.129895757095743,1.3849686056757986,2.709573243542787,-0.1976152551500181,0.87239454366683,0.6518518518518519,0.1522174132727757,-0.09903688082646389,25,25,0.09999999999999919,0.019999999999999837,0.039999999999999994,0.019999999999999837,0.09999999999999919,0.29999999999999755,0.4818160253847159,0.06628190101152026,15.0870748234302,0.3696103537203701,baixa,18,3,0.72,0.12,25,25,25,0.02,0.1,0.02,0.1,nenhum,2015-02-28,2026-04-30
etfs_todos,max_sharpe,etfs_todos__max_sharpe,2015-02-28,2026-04-30,135,4.767299797497709,0.17985802452528274,0.16989475396906273,0.13908550825299718,1.2931471206771605,2.4313030695955034,-0.21435586489049396,0.7925827177896687,0.6370370370370371,0.1637179187846082,-0.1050158298848739,24,24,0.0999999999999999,0.01999999999999998,0.041666666666666664,0.020000000000000184,0.0999999999999999,0.2999999999999997,0.4999999999999993,0.07039999999999977,14.204545454545501,0.3783333333333323,baixa,17,6,0.7083333333333334,0.25,24,24,24,0.02,0.1,0.02,0.1,nenhum,2015-02-28,2026-04-30
etfs_com_ouro_petroleo,max_sharpe,etfs_com_ouro_petroleo__max_sharpe,2015-02-28,2026-04-30,135,4.746363140546453,0.17695973677995186,0.1695137962119282,0.12701570200814155,1.3932115004852625,2.529322561887642,-0.181225860675732,0.9353731061332343,0.6518518518518519,0.15051994877873107,-0.10136749696574254,26,26,0.09999999999999941,0.01999999999999988,0.038461538461538464,0.01999999999999988,0.09999999999999941,0.2999999999999982,0.46935238929824763,0.06242365951832711,16.019567063453042,0.3608904350864588,baixa,18,3,0.6923076923076923,0.11538461538461539,26,26,26,0.02,0.1,0.02,0.1,nenhum,2015-02-28,2026-04-30
