ticker_1,ticker_2,correlacao,frequencia,universo,nome_ativo_1,classe_1,subclasse_1,regiao_1,pais_1,tipo_ativo_1,grupo_universo_1,nome_ativo_2,classe_2,subclasse_2,regiao_2,pais_2,tipo_ativo_2,grupo_universo_2
EWJ,SMAL11.SA,0.2886598512381027,diaria,total,iShares MSCI Japan ETF,ETF,Japao,Asia,Japao,etf,etfs,iShares Small Caps ETF,ETF,Brasil Small Caps,Brasil,Brasil,etf,etfs
EWJ,SPY,0.8650912659192956,diaria,total,iShares MSCI Japan ETF,ETF,Japao,Asia,Japao,etf,etfs,SPDR S&P 500 ETF,ETF,US Broad Market,America do Norte,Estados Unidos,etf,etfs
EWJ,USO,0.38814453175541624,diaria,total,iShares MSCI Japan ETF,ETF,Japao,Asia,Japao,etf,etfs,United States Oil Fund,ETF,Petroleo,Global,Global,etf,etfs
EWJ,VEA,0.926902438403719,diaria,total,iShares MSCI Japan ETF,ETF,Japao,Asia,Japao,etf,etfs,Vanguard FTSE Developed Markets ETF,ETF,Developed Markets,Global,Desenvolvidos,etf,etfs
EWJ,VT,0.9014809288704146,diaria,total,iShares MSCI Japan ETF,ETF,Japao,Asia,Japao,etf,etfs,Vanguard Total World Stock ETF,ETF,Global Equity,Global,Global,etf,etfs
EWJ,XLE,0.648150505098154,diaria,total,iShares MSCI Japan ETF,ETF,Japao,Asia,Japao,etf,etfs,Energy Select Sector SPDR Fund,ETF,Energia,America do Norte,Estados Unidos,etf,etfs
EWJ,^AXJO,0.42189988962485414,diaria,total,iShares MSCI Japan ETF,ETF,Japao,Asia,Japao,etf,etfs,ASX 200,Equity Index,Broad Market,Oceania,Australia,indice,indices
EWJ,^BVSP,0.3459641536403348,diaria,total,iShares MSCI Japan ETF,ETF,Japao,Asia,Japao,etf,etfs,Ibovespa,Equity Index,Broad Market,Brasil,Brasil,indice,indices
EWJ,^FTSE,0.6431549257013817,diaria,total,iShares MSCI Japan ETF,ETF,Japao,Asia,Japao,etf,etfs,FTSE 100,Equity Index,Broad Market,Europa,Reino Unido,indice,indices
EWJ,^GDAXI,0.6398522011108269,diaria,total,iShares MSCI Japan ETF,ETF,Japao,Asia,Japao,etf,etfs,DAX,Equity Index,Broad Market,Europa,Alemanha,indice,indices
EWJ,^GSPC,0.8629272617049374,diaria,total,iShares MSCI Japan ETF,ETF,Japao,Asia,Japao,etf,etfs,S&P 500,Equity Index,Broad Market,America do Norte,Estados Unidos,indice,indices
EWJ,^HSI,0.45046284713123363,diaria,total,iShares MSCI Japan ETF,ETF,Japao,Asia,Japao,etf,etfs,Hang Seng,Equity Index,Broad Market,Asia,Hong Kong,indice,indices
EWJ,^KS11,0.39284901952371354,diaria,total,iShares MSCI Japan ETF,ETF,Japao,Asia,Japao,etf,etfs,Kospi,Equity Index,Broad Market,Asia,Coreia do Sul,indice,indices
EWJ,^MXX,0.4961417179034909,diaria,total,iShares MSCI Japan ETF,ETF,Japao,Asia,Japao,etf,etfs,Mexico IPC,Equity Index,Broad Market,America Latina,Mexico,indice,indices
EWJ,^N225,0.5719607197993292,diaria,total,iShares MSCI Japan ETF,ETF,Japao,Asia,Japao,etf,etfs,Nikkei 225,Equity Index,Broad Market,Asia,Japao,indice,indices
EWJ,^NDX,0.813695852171336,diaria,total,iShares MSCI Japan ETF,ETF,Japao,Asia,Japao,etf,etfs,Nasdaq 100,Equity Index,Tech/Growth,America do Norte,Estados Unidos,indice,indices
EWJ,^NSEI,0.5230499647523649,diaria,total,iShares MSCI Japan ETF,ETF,Japao,Asia,Japao,etf,etfs,Nifty 50,Equity Index,Broad Market,Asia,India,indice,indices
EWJ,^NZ50,0.48040242355595736,diaria,total,iShares MSCI Japan ETF,ETF,Japao,Asia,Japao,etf,etfs,NZX 50,Equity Index,Broad Market,Oceania,Nova Zelandia,indice,indices
EWJ,^STOXX50E,0.6521184164616678,diaria,total,iShares MSCI Japan ETF,ETF,Japao,Asia,Japao,etf,etfs,Euro Stoxx 50,Equity Index,Broad Market,Europa,Zona do Euro,indice,indices
EWJ,^TWII,0.4225535296289946,diaria,total,iShares MSCI Japan ETF,ETF,Japao,Asia,Japao,etf,etfs,Taiwan Weighted,Equity Index,Broad Market,Asia,Taiwan,indice,indices
EWT,EWU,0.7967173732703768,diaria,total,iShares MSCI Taiwan ETF,ETF,Taiwan,Asia,Taiwan,etf,etfs,iShares MSCI United Kingdom ETF,ETF,Reino Unido,Europa,Reino Unido,etf,etfs
EWT,EWW,0.7252582246113256,diaria,total,iShares MSCI Taiwan ETF,ETF,Taiwan,Asia,Taiwan,etf,etfs,iShares MSCI Mexico ETF,ETF,Mexico,America Latina,Mexico,etf,etfs
EWT,EWY,0.8616492098868714,diaria,total,iShares MSCI Taiwan ETF,ETF,Taiwan,Asia,Taiwan,etf,etfs,iShares MSCI South Korea ETF,ETF,Coreia do Sul,Asia,Coreia do Sul,etf,etfs
EWT,EZA,0.769200844579815,diaria,total,iShares MSCI Taiwan ETF,ETF,Taiwan,Asia,Taiwan,etf,etfs,iShares MSCI South Africa ETF,ETF,Africa do Sul,Africa,Africa do Sul,etf,etfs
EWT,FEZ,0.8135269063072561,diaria,total,iShares MSCI Taiwan ETF,ETF,Taiwan,Asia,Taiwan,etf,etfs,SPDR EURO STOXX 50 ETF,ETF,Zona do Euro,Europa,Zona do Euro,etf,etfs
EWT,GC=F,0.5056412476901434,diaria,total,iShares MSCI Taiwan ETF,ETF,Taiwan,Asia,Taiwan,etf,etfs,Ouro Spot/Front,Commodity,Ouro,Global,Global,commodity,alternativos
EWT,GLD,0.5404046017490077,diaria,total,iShares MSCI Taiwan ETF,ETF,Taiwan,Asia,Taiwan,etf,etfs,SPDR Gold Shares,ETF,Ouro,Global,Global,etf,etfs
EWT,IEMG,0.9111694181118773,diaria,total,iShares MSCI Taiwan ETF,ETF,Taiwan,Asia,Taiwan,etf,etfs,iShares Core MSCI Emerging Markets ETF,ETF,Emerging Markets,Emergentes,Emergentes,etf,etfs
EWT,INDA,0.7581131070104326,diaria,total,iShares MSCI Taiwan ETF,ETF,Taiwan,Asia,Taiwan,etf,etfs,iShares MSCI India ETF,ETF,India,Asia,India,etf,etfs
EWT,MCHI,0.743600970777025,diaria,total,iShares MSCI Taiwan ETF,ETF,Taiwan,Asia,Taiwan,etf,etfs,iShares MSCI China ETF,ETF,China,Asia,China,etf,etfs
EWT,QQQ,0.8186500779779897,diaria,total,iShares MSCI Taiwan ETF,ETF,Taiwan,Asia,Taiwan,etf,etfs,Invesco QQQ Trust,ETF,US Tech/Growth,America do Norte,Estados Unidos,etf,etfs
EWT,SMAL11.SA,0.3188324504550296,diaria,total,iShares MSCI Taiwan ETF,ETF,Taiwan,Asia,Taiwan,etf,etfs,iShares Small Caps ETF,ETF,Brasil Small Caps,Brasil,Brasil,etf,etfs
EWT,SPY,0.8313188112569029,diaria,total,iShares MSCI Taiwan ETF,ETF,Taiwan,Asia,Taiwan,etf,etfs,SPDR S&P 500 ETF,ETF,US Broad Market,America do Norte,Estados Unidos,etf,etfs
EWT,USO,0.3874466048589946,diaria,total,iShares MSCI Taiwan ETF,ETF,Taiwan,Asia,Taiwan,etf,etfs,United States Oil Fund,ETF,Petroleo,Global,Global,etf,etfs
EWT,VEA,0.8627358400442627,diaria,total,iShares MSCI Taiwan ETF,ETF,Taiwan,Asia,Taiwan,etf,etfs,Vanguard FTSE Developed Markets ETF,ETF,Developed Markets,Global,Desenvolvidos,etf,etfs
EWT,VT,0.8699703076467845,diaria,total,iShares MSCI Taiwan ETF,ETF,Taiwan,Asia,Taiwan,etf,etfs,Vanguard Total World Stock ETF,ETF,Global Equity,Global,Global,etf,etfs
EWT,XLE,0.6116405611703878,diaria,total,iShares MSCI Taiwan ETF,ETF,Taiwan,Asia,Taiwan,etf,etfs,Energy Select Sector SPDR Fund,ETF,Energia,America do Norte,Estados Unidos,etf,etfs
EWT,^AXJO,0.41634973725559776,diaria,total,iShares MSCI Taiwan ETF,ETF,Taiwan,Asia,Taiwan,etf,etfs,ASX 200,Equity Index,Broad Market,Oceania,Australia,indice,indices
EWT,^BVSP,0.3809565459958972,diaria,total,iShares MSCI Taiwan ETF,ETF,Taiwan,Asia,Taiwan,etf,etfs,Ibovespa,Equity Index,Broad Market,Brasil,Brasil,indice,indices
EWT,^FTSE,0.6006352126371625,diaria,total,iShares MSCI Taiwan ETF,ETF,Taiwan,Asia,Taiwan,etf,etfs,FTSE 100,Equity Index,Broad Market,Europa,Reino Unido,indice,indices
EWT,^GDAXI,0.5949960069099018,diaria,total,iShares MSCI Taiwan ETF,ETF,Taiwan,Asia,Taiwan,etf,etfs,DAX,Equity Index,Broad Market,Europa,Alemanha,indice,indices
EWT,^GSPC,0.8303189428001863,diaria,total,iShares MSCI Taiwan ETF,ETF,Taiwan,Asia,Taiwan,etf,etfs,S&P 500,Equity Index,Broad Market,America do Norte,Estados Unidos,indice,indices
EWT,^HSI,0.5006742732826278,diaria,total,iShares MSCI Taiwan ETF,ETF,Taiwan,Asia,Taiwan,etf,etfs,Hang Seng,Equity Index,Broad Market,Asia,Hong Kong,indice,indices
EWT,^KS11,0.4308740897122582,diaria,total,iShares MSCI Taiwan ETF,ETF,Taiwan,Asia,Taiwan,etf,etfs,Kospi,Equity Index,Broad Market,Asia,Coreia do Sul,indice,indices
EWT,^MXX,0.49077093540919564,diaria,total,iShares MSCI Taiwan ETF,ETF,Taiwan,Asia,Taiwan,etf,etfs,Mexico IPC,Equity Index,Broad Market,America Latina,Mexico,indice,indices
EWT,^N225,0.4669781441268728,diaria,total,iShares MSCI Taiwan ETF,ETF,Taiwan,Asia,Taiwan,etf,etfs,Nikkei 225,Equity Index,Broad Market,Asia,Japao,indice,indices
EWT,^NDX,0.8177171228921774,diaria,total,iShares MSCI Taiwan ETF,ETF,Taiwan,Asia,Taiwan,etf,etfs,Nasdaq 100,Equity Index,Tech/Growth,America do Norte,Estados Unidos,indice,indices
EWT,^NSEI,0.5007921160099438,diaria,total,iShares MSCI Taiwan ETF,ETF,Taiwan,Asia,Taiwan,etf,etfs,Nifty 50,Equity Index,Broad Market,Asia,India,indice,indices
EWT,^NZ50,0.449265550184252,diaria,total,iShares MSCI Taiwan ETF,ETF,Taiwan,Asia,Taiwan,etf,etfs,NZX 50,Equity Index,Broad Market,Oceania,Nova Zelandia,indice,indices
EWT,^STOXX50E,0.6110029826294454,diaria,total,iShares MSCI Taiwan ETF,ETF,Taiwan,Asia,Taiwan,etf,etfs,Euro Stoxx 50,Equity Index,Broad Market,Europa,Zona do Euro,indice,indices
EWT,^TWII,0.5630732771685523,diaria,total,iShares MSCI Taiwan ETF,ETF,Taiwan,Asia,Taiwan,etf,etfs,Taiwan Weighted,Equity Index,Broad Market,Asia,Taiwan,indice,indices
EWU,EWW,0.7860234508246604,diaria,total,iShares MSCI United Kingdom ETF,ETF,Reino Unido,Europa,Reino Unido,etf,etfs,iShares MSCI Mexico ETF,ETF,Mexico,America Latina,Mexico,etf,etfs
EWU,EWY,0.7827572498752855,diaria,total,iShares MSCI United Kingdom ETF,ETF,Reino Unido,Europa,Reino Unido,etf,etfs,iShares MSCI South Korea ETF,ETF,Coreia do Sul,Asia,Coreia do Sul,etf,etfs
EWU,EZA,0.7870152561708268,diaria,total,iShares MSCI United Kingdom ETF,ETF,Reino Unido,Europa,Reino Unido,etf,etfs,iShares MSCI South Africa ETF,ETF,Africa do Sul,Africa,Africa do Sul,etf,etfs
EWU,FEZ,0.9276262662323127,diaria,total,iShares MSCI United Kingdom ETF,ETF,Reino Unido,Europa,Reino Unido,etf,etfs,SPDR EURO STOXX 50 ETF,ETF,Zona do Euro,Europa,Zona do Euro,etf,etfs
EWU,GC=F,0.5384661537566163,diaria,total,iShares MSCI United Kingdom ETF,ETF,Reino Unido,Europa,Reino Unido,etf,etfs,Ouro Spot/Front,Commodity,Ouro,Global,Global,commodity,alternativos
EWU,GLD,0.5627572534811849,diaria,total,iShares MSCI United Kingdom ETF,ETF,Reino Unido,Europa,Reino Unido,etf,etfs,SPDR Gold Shares,ETF,Ouro,Global,Global,etf,etfs
EWU,IEMG,0.8685747451648657,diaria,total,iShares MSCI United Kingdom ETF,ETF,Reino Unido,Europa,Reino Unido,etf,etfs,iShares Core MSCI Emerging Markets ETF,ETF,Emerging Markets,Emergentes,Emergentes,etf,etfs
EWU,INDA,0.7940511331795772,diaria,total,iShares MSCI United Kingdom ETF,ETF,Reino Unido,Europa,Reino Unido,etf,etfs,iShares MSCI India ETF,ETF,India,Asia,India,etf,etfs
EWU,MCHI,0.7039673714714582,diaria,total,iShares MSCI United Kingdom ETF,ETF,Reino Unido,Europa,Reino Unido,etf,etfs,iShares MSCI China ETF,ETF,China,Asia,China,etf,etfs
EWU,QQQ,0.7866196972316696,diaria,total,iShares MSCI United Kingdom ETF,ETF,Reino Unido,Europa,Reino Unido,etf,etfs,Invesco QQQ Trust,ETF,US Tech/Growth,America do Norte,Estados Unidos,etf,etfs
EWU,SMAL11.SA,0.334957667951767,diaria,total,iShares MSCI United Kingdom ETF,ETF,Reino Unido,Europa,Reino Unido,etf,etfs,iShares Small Caps ETF,ETF,Brasil Small Caps,Brasil,Brasil,etf,etfs
EWU,SPY,0.8718563382155596,diaria,total,iShares MSCI United Kingdom ETF,ETF,Reino Unido,Europa,Reino Unido,etf,etfs,SPDR S&P 500 ETF,ETF,US Broad Market,America do Norte,Estados Unidos,etf,etfs
EWU,USO,0.4842801354214998,diaria,total,iShares MSCI United Kingdom ETF,ETF,Reino Unido,Europa,Reino Unido,etf,etfs,United States Oil Fund,ETF,Petroleo,Global,Global,etf,etfs
EWU,VEA,0.9587375053218906,diaria,total,iShares MSCI United Kingdom ETF,ETF,Reino Unido,Europa,Reino Unido,etf,etfs,Vanguard FTSE Developed Markets ETF,ETF,Developed Markets,Global,Desenvolvidos,etf,etfs
EWU,VT,0.9217147697105026,diaria,total,iShares MSCI United Kingdom ETF,ETF,Reino Unido,Europa,Reino Unido,etf,etfs,Vanguard Total World Stock ETF,ETF,Global Equity,Global,Global,etf,etfs
EWU,XLE,0.749780625127181,diaria,total,iShares MSCI United Kingdom ETF,ETF,Reino Unido,Europa,Reino Unido,etf,etfs,Energy Select Sector SPDR Fund,ETF,Energia,America do Norte,Estados Unidos,etf,etfs
EWU,^AXJO,0.45199662456586365,diaria,total,iShares MSCI United Kingdom ETF,ETF,Reino Unido,Europa,Reino Unido,etf,etfs,ASX 200,Equity Index,Broad Market,Oceania,Australia,indice,indices
EWU,^BVSP,0.41664514105367967,diaria,total,iShares MSCI United Kingdom ETF,ETF,Reino Unido,Europa,Reino Unido,etf,etfs,Ibovespa,Equity Index,Broad Market,Brasil,Brasil,indice,indices
EWU,^FTSE,0.7501824796516764,diaria,total,iShares MSCI United Kingdom ETF,ETF,Reino Unido,Europa,Reino Unido,etf,etfs,FTSE 100,Equity Index,Broad Market,Europa,Reino Unido,indice,indices
EWU,^GDAXI,0.6917146407364841,diaria,total,iShares MSCI United Kingdom ETF,ETF,Reino Unido,Europa,Reino Unido,etf,etfs,DAX,Equity Index,Broad Market,Europa,Alemanha,indice,indices
EWU,^GSPC,0.8718548058494857,diaria,total,iShares MSCI United Kingdom ETF,ETF,Reino Unido,Europa,Reino Unido,etf,etfs,S&P 500,Equity Index,Broad Market,America do Norte,Estados Unidos,indice,indices
EWU,^HSI,0.4637156911375905,diaria,total,iShares MSCI United Kingdom ETF,ETF,Reino Unido,Europa,Reino Unido,etf,etfs,Hang Seng,Equity Index,Broad Market,Asia,Hong Kong,indice,indices
EWU,^KS11,0.38028573810013183,diaria,total,iShares MSCI United Kingdom ETF,ETF,Reino Unido,Europa,Reino Unido,etf,etfs,Kospi,Equity Index,Broad Market,Asia,Coreia do Sul,indice,indices
EWU,^MXX,0.5305283799174484,diaria,total,iShares MSCI United Kingdom ETF,ETF,Reino Unido,Europa,Reino Unido,etf,etfs,Mexico IPC,Equity Index,Broad Market,America Latina,Mexico,indice,indices
EWU,^N225,0.46840308336696096,diaria,total,iShares MSCI United Kingdom ETF,ETF,Reino Unido,Europa,Reino Unido,etf,etfs,Nikkei 225,Equity Index,Broad Market,Asia,Japao,indice,indices
EWU,^NDX,0.786140472039365,diaria,total,iShares MSCI United Kingdom ETF,ETF,Reino Unido,Europa,Reino Unido,etf,etfs,Nasdaq 100,Equity Index,Tech/Growth,America do Norte,Estados Unidos,indice,indices
EWU,^NSEI,0.5281503938080792,diaria,total,iShares MSCI United Kingdom ETF,ETF,Reino Unido,Europa,Reino Unido,etf,etfs,Nifty 50,Equity Index,Broad Market,Asia,India,indice,indices
EWU,^NZ50,0.4876940195634983,diaria,total,iShares MSCI United Kingdom ETF,ETF,Reino Unido,Europa,Reino Unido,etf,etfs,NZX 50,Equity Index,Broad Market,Oceania,Nova Zelandia,indice,indices
EWU,^STOXX50E,0.7085987188789186,diaria,total,iShares MSCI United Kingdom ETF,ETF,Reino Unido,Europa,Reino Unido,etf,etfs,Euro Stoxx 50,Equity Index,Broad Market,Europa,Zona do Euro,indice,indices
EWU,^TWII,0.4198203283378812,diaria,total,iShares MSCI United Kingdom ETF,ETF,Reino Unido,Europa,Reino Unido,etf,etfs,Taiwan Weighted,Equity Index,Broad Market,Asia,Taiwan,indice,indices
EWW,EWY,0.7266174589612664,diaria,total,iShares MSCI Mexico ETF,ETF,Mexico,America Latina,Mexico,etf,etfs,iShares MSCI South Korea ETF,ETF,Coreia do Sul,Asia,Coreia do Sul,etf,etfs
EWW,EZA,0.765190523846275,diaria,total,iShares MSCI Mexico ETF,ETF,Mexico,America Latina,Mexico,etf,etfs,iShares MSCI South Africa ETF,ETF,Africa do Sul,Africa,Africa do Sul,etf,etfs
EWW,FEZ,0.7774220777977338,diaria,total,iShares MSCI Mexico ETF,ETF,Mexico,America Latina,Mexico,etf,etfs,SPDR EURO STOXX 50 ETF,ETF,Zona do Euro,Europa,Zona do Euro,etf,etfs
EWW,GC=F,0.4772436326242515,diaria,total,iShares MSCI Mexico ETF,ETF,Mexico,America Latina,Mexico,etf,etfs,Ouro Spot/Front,Commodity,Ouro,Global,Global,commodity,alternativos
EWW,GLD,0.5057387031251404,diaria,total,iShares MSCI Mexico ETF,ETF,Mexico,America Latina,Mexico,etf,etfs,SPDR Gold Shares,ETF,Ouro,Global,Global,etf,etfs
EWW,IEMG,0.8129573779916636,diaria,total,iShares MSCI Mexico ETF,ETF,Mexico,America Latina,Mexico,etf,etfs,iShares Core MSCI Emerging Markets ETF,ETF,Emerging Markets,Emergentes,Emergentes,etf,etfs
EWW,INDA,0.7244038511671107,diaria,total,iShares MSCI Mexico ETF,ETF,Mexico,America Latina,Mexico,etf,etfs,iShares MSCI India ETF,ETF,India,Asia,India,etf,etfs
EWW,MCHI,0.6354952969481069,diaria,total,iShares MSCI Mexico ETF,ETF,Mexico,America Latina,Mexico,etf,etfs,iShares MSCI China ETF,ETF,China,Asia,China,etf,etfs
EWW,QQQ,0.6951009349308551,diaria,total,iShares MSCI Mexico ETF,ETF,Mexico,America Latina,Mexico,etf,etfs,Invesco QQQ Trust,ETF,US Tech/Growth,America do Norte,Estados Unidos,etf,etfs
EWW,SMAL11.SA,0.40005316412619835,diaria,total,iShares MSCI Mexico ETF,ETF,Mexico,America Latina,Mexico,etf,etfs,iShares Small Caps ETF,ETF,Brasil Small Caps,Brasil,Brasil,etf,etfs
EWW,SPY,0.758251220751721,diaria,total,iShares MSCI Mexico ETF,ETF,Mexico,America Latina,Mexico,etf,etfs,SPDR S&P 500 ETF,ETF,US Broad Market,America do Norte,Estados Unidos,etf,etfs
EWW,USO,0.42120719257462186,diaria,total,iShares MSCI Mexico ETF,ETF,Mexico,America Latina,Mexico,etf,etfs,United States Oil Fund,ETF,Petroleo,Global,Global,etf,etfs
EWW,VEA,0.8108887412513412,diaria,total,iShares MSCI Mexico ETF,ETF,Mexico,America Latina,Mexico,etf,etfs,Vanguard FTSE Developed Markets ETF,ETF,Developed Markets,Global,Desenvolvidos,etf,etfs
EWW,VT,0.8011722067945661,diaria,total,iShares MSCI Mexico ETF,ETF,Mexico,America Latina,Mexico,etf,etfs,Vanguard Total World Stock ETF,ETF,Global Equity,Global,Global,etf,etfs
EWW,XLE,0.6432671855875919,diaria,total,iShares MSCI Mexico ETF,ETF,Mexico,America Latina,Mexico,etf,etfs,Energy Select Sector SPDR Fund,ETF,Energia,America do Norte,Estados Unidos,etf,etfs
EWW,^AXJO,0.3942489878877135,diaria,total,iShares MSCI Mexico ETF,ETF,Mexico,America Latina,Mexico,etf,etfs,ASX 200,Equity Index,Broad Market,Oceania,Australia,indice,indices
EWW,^BVSP,0.4630049698344206,diaria,total,iShares MSCI Mexico ETF,ETF,Mexico,America Latina,Mexico,etf,etfs,Ibovespa,Equity Index,Broad Market,Brasil,Brasil,indice,indices
EWW,^FTSE,0.586332330713944,diaria,total,iShares MSCI Mexico ETF,ETF,Mexico,America Latina,Mexico,etf,etfs,FTSE 100,Equity Index,Broad Market,Europa,Reino Unido,indice,indices
EWW,^GDAXI,0.5734331999377178,diaria,total,iShares MSCI Mexico ETF,ETF,Mexico,America Latina,Mexico,etf,etfs,DAX,Equity Index,Broad Market,Europa,Alemanha,indice,indices
EWW,^GSPC,0.7586907346947913,diaria,total,iShares MSCI Mexico ETF,ETF,Mexico,America Latina,Mexico,etf,etfs,S&P 500,Equity Index,Broad Market,America do Norte,Estados Unidos,indice,indices
EWW,^HSI,0.4008373229483074,diaria,total,iShares MSCI Mexico ETF,ETF,Mexico,America Latina,Mexico,etf,etfs,Hang Seng,Equity Index,Broad Market,Asia,Hong Kong,indice,indices
EWW,^KS11,0.3385568541619395,diaria,total,iShares MSCI Mexico ETF,ETF,Mexico,America Latina,Mexico,etf,etfs,Kospi,Equity Index,Broad Market,Asia,Coreia do Sul,indice,indices
EWW,^MXX,0.7028908950182213,diaria,total,iShares MSCI Mexico ETF,ETF,Mexico,America Latina,Mexico,etf,etfs,Mexico IPC,Equity Index,Broad Market,America Latina,Mexico,indice,indices
EWW,^N225,0.40703605750696736,diaria,total,iShares MSCI Mexico ETF,ETF,Mexico,America Latina,Mexico,etf,etfs,Nikkei 225,Equity Index,Broad Market,Asia,Japao,indice,indices
EWW,^NDX,0.6937784089710933,diaria,total,iShares MSCI Mexico ETF,ETF,Mexico,America Latina,Mexico,etf,etfs,Nasdaq 100,Equity Index,Tech/Growth,America do Norte,Estados Unidos,indice,indices
EWW,^NSEI,0.45583478219256784,diaria,total,iShares MSCI Mexico ETF,ETF,Mexico,America Latina,Mexico,etf,etfs,Nifty 50,Equity Index,Broad Market,Asia,India,indice,indices
EWW,^NZ50,0.42912875384095905,diaria,total,iShares MSCI Mexico ETF,ETF,Mexico,America Latina,Mexico,etf,etfs,NZX 50,Equity Index,Broad Market,Oceania,Nova Zelandia,indice,indices
EWW,^STOXX50E,0.5914242675336465,diaria,total,iShares MSCI Mexico ETF,ETF,Mexico,America Latina,Mexico,etf,etfs,Euro Stoxx 50,Equity Index,Broad Market,Europa,Zona do Euro,indice,indices
EWW,^TWII,0.36687645751691994,diaria,total,iShares MSCI Mexico ETF,ETF,Mexico,America Latina,Mexico,etf,etfs,Taiwan Weighted,Equity Index,Broad Market,Asia,Taiwan,indice,indices
EWY,EZA,0.7744766818467962,diaria,total,iShares MSCI South Korea ETF,ETF,Coreia do Sul,Asia,Coreia do Sul,etf,etfs,iShares MSCI South Africa ETF,ETF,Africa do Sul,Africa,Africa do Sul,etf,etfs
EWY,FEZ,0.7995595556927828,diaria,total,iShares MSCI South Korea ETF,ETF,Coreia do Sul,Asia,Coreia do Sul,etf,etfs,SPDR EURO STOXX 50 ETF,ETF,Zona do Euro,Europa,Zona do Euro,etf,etfs
EWY,GC=F,0.4885046695794095,diaria,total,iShares MSCI South Korea ETF,ETF,Coreia do Sul,Asia,Coreia do Sul,etf,etfs,Ouro Spot/Front,Commodity,Ouro,Global,Global,commodity,alternativos
EWY,GLD,0.5227557415292295,diaria,total,iShares MSCI South Korea ETF,ETF,Coreia do Sul,Asia,Coreia do Sul,etf,etfs,SPDR Gold Shares,ETF,Ouro,Global,Global,etf,etfs
EWY,IEMG,0.8975211437354726,diaria,total,iShares MSCI South Korea ETF,ETF,Coreia do Sul,Asia,Coreia do Sul,etf,etfs,iShares Core MSCI Emerging Markets ETF,ETF,Emerging Markets,Emergentes,Emergentes,etf,etfs
EWY,INDA,0.740726194407214,diaria,total,iShares MSCI South Korea ETF,ETF,Coreia do Sul,Asia,Coreia do Sul,etf,etfs,iShares MSCI India ETF,ETF,India,Asia,India,etf,etfs
EWY,MCHI,0.7211562046363048,diaria,total,iShares MSCI South Korea ETF,ETF,Coreia do Sul,Asia,Coreia do Sul,etf,etfs,iShares MSCI China ETF,ETF,China,Asia,China,etf,etfs
EWY,QQQ,0.7628600179823528,diaria,total,iShares MSCI South Korea ETF,ETF,Coreia do Sul,Asia,Coreia do Sul,etf,etfs,Invesco QQQ Trust,ETF,US Tech/Growth,America do Norte,Estados Unidos,etf,etfs
EWY,SMAL11.SA,0.3509295964708935,diaria,total,iShares MSCI South Korea ETF,ETF,Coreia do Sul,Asia,Coreia do Sul,etf,etfs,iShares Small Caps ETF,ETF,Brasil Small Caps,Brasil,Brasil,etf,etfs
EWY,SPY,0.7888753202326264,diaria,total,iShares MSCI South Korea ETF,ETF,Coreia do Sul,Asia,Coreia do Sul,etf,etfs,SPDR S&P 500 ETF,ETF,US Broad Market,America do Norte,Estados Unidos,etf,etfs
EWY,USO,0.35081890321862325,diaria,total,iShares MSCI South Korea ETF,ETF,Coreia do Sul,Asia,Coreia do Sul,etf,etfs,United States Oil Fund,ETF,Petroleo,Global,Global,etf,etfs
EWY,VEA,0.8512220528272243,diaria,total,iShares MSCI South Korea ETF,ETF,Coreia do Sul,Asia,Coreia do Sul,etf,etfs,Vanguard FTSE Developed Markets ETF,ETF,Developed Markets,Global,Desenvolvidos,etf,etfs
EWY,VT,0.8372039765827,diaria,total,iShares MSCI South Korea ETF,ETF,Coreia do Sul,Asia,Coreia do Sul,etf,etfs,Vanguard Total World Stock ETF,ETF,Global Equity,Global,Global,etf,etfs
EWY,XLE,0.6003499820903803,diaria,total,iShares MSCI South Korea ETF,ETF,Coreia do Sul,Asia,Coreia do Sul,etf,etfs,Energy Select Sector SPDR Fund,ETF,Energia,America do Norte,Estados Unidos,etf,etfs
EWY,^AXJO,0.4136812460552151,diaria,total,iShares MSCI South Korea ETF,ETF,Coreia do Sul,Asia,Coreia do Sul,etf,etfs,ASX 200,Equity Index,Broad Market,Oceania,Australia,indice,indices
EWY,^BVSP,0.4184284193688646,diaria,total,iShares MSCI South Korea ETF,ETF,Coreia do Sul,Asia,Coreia do Sul,etf,etfs,Ibovespa,Equity Index,Broad Market,Brasil,Brasil,indice,indices
EWY,^FTSE,0.5836266735040879,diaria,total,iShares MSCI South Korea ETF,ETF,Coreia do Sul,Asia,Coreia do Sul,etf,etfs,FTSE 100,Equity Index,Broad Market,Europa,Reino Unido,indice,indices
EWY,^GDAXI,0.5761045825995467,diaria,total,iShares MSCI South Korea ETF,ETF,Coreia do Sul,Asia,Coreia do Sul,etf,etfs,DAX,Equity Index,Broad Market,Europa,Alemanha,indice,indices
EWY,^GSPC,0.7892600346470844,diaria,total,iShares MSCI South Korea ETF,ETF,Coreia do Sul,Asia,Coreia do Sul,etf,etfs,S&P 500,Equity Index,Broad Market,America do Norte,Estados Unidos,indice,indices
EWY,^HSI,0.4990065828788723,diaria,total,iShares MSCI South Korea ETF,ETF,Coreia do Sul,Asia,Coreia do Sul,etf,etfs,Hang Seng,Equity Index,Broad Market,Asia,Hong Kong,indice,indices
