ticker_1,ticker_2,correlacao,frequencia,universo,nome_ativo_1,classe_1,subclasse_1,regiao_1,pais_1,tipo_ativo_1,grupo_universo_1,nome_ativo_2,classe_2,subclasse_2,regiao_2,pais_2,tipo_ativo_2,grupo_universo_2
GLD,^MXX,0.3432980302091411,diaria,equities_alternativos,SPDR Gold Shares,ETF,Ouro,Global,Global,etf,etfs,Mexico IPC,Equity Index,Broad Market,America Latina,Mexico,indice,indices
GLD,^N225,0.3606189528722077,diaria,equities_alternativos,SPDR Gold Shares,ETF,Ouro,Global,Global,etf,etfs,Nikkei 225,Equity Index,Broad Market,Asia,Japao,indice,indices
GLD,^NDX,0.48732829584533943,diaria,equities_alternativos,SPDR Gold Shares,ETF,Ouro,Global,Global,etf,etfs,Nasdaq 100,Equity Index,Tech/Growth,America do Norte,Estados Unidos,indice,indices
GLD,^NSEI,0.3992697445633801,diaria,equities_alternativos,SPDR Gold Shares,ETF,Ouro,Global,Global,etf,etfs,Nifty 50,Equity Index,Broad Market,Asia,India,indice,indices
GLD,^NZ50,0.4593892949142737,diaria,equities_alternativos,SPDR Gold Shares,ETF,Ouro,Global,Global,etf,etfs,NZX 50,Equity Index,Broad Market,Oceania,Nova Zelandia,indice,indices
GLD,^STOXX50E,0.3465725555591785,diaria,equities_alternativos,SPDR Gold Shares,ETF,Ouro,Global,Global,etf,etfs,Euro Stoxx 50,Equity Index,Broad Market,Europa,Zona do Euro,indice,indices
GLD,^TWII,0.3536911397980116,diaria,equities_alternativos,SPDR Gold Shares,ETF,Ouro,Global,Global,etf,etfs,Taiwan Weighted,Equity Index,Broad Market,Asia,Taiwan,indice,indices
GLD,BRL=X,0.7085063141305309,diaria,equities_alternativos,SPDR Gold Shares,ETF,Ouro,Global,Global,etf,etfs,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos
GLD,BTC-USD,0.25150411255511634,diaria,equities_alternativos,SPDR Gold Shares,ETF,Ouro,Global,Global,etf,etfs,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos
GLD,BZ=F,0.3073897632276638,diaria,equities_alternativos,SPDR Gold Shares,ETF,Ouro,Global,Global,etf,etfs,Brent Crude Oil,Commodity,Petroleo,Global,Global,commodity,alternativos
GLD,GC=F,0.9540317855076569,diaria,equities_alternativos,SPDR Gold Shares,ETF,Ouro,Global,Global,etf,etfs,Ouro Spot/Front,Commodity,Ouro,Global,Global,commodity,alternativos
IEMG,INDA,0.846139617153935,diaria,equities_alternativos,iShares Core MSCI Emerging Markets ETF,ETF,Emerging Markets,Emergentes,Emergentes,etf,etfs,iShares MSCI India ETF,ETF,India,Asia,India,etf,etfs
IEMG,MCHI,0.8883044443402954,diaria,equities_alternativos,iShares Core MSCI Emerging Markets ETF,ETF,Emerging Markets,Emergentes,Emergentes,etf,etfs,iShares MSCI China ETF,ETF,China,Asia,China,etf,etfs
IEMG,QQQ,0.8384433137984018,diaria,equities_alternativos,iShares Core MSCI Emerging Markets ETF,ETF,Emerging Markets,Emergentes,Emergentes,etf,etfs,Invesco QQQ Trust,ETF,US Tech/Growth,America do Norte,Estados Unidos,etf,etfs
IEMG,SMAL11.SA,0.39909625628925177,diaria,equities_alternativos,iShares Core MSCI Emerging Markets ETF,ETF,Emerging Markets,Emergentes,Emergentes,etf,etfs,iShares Small Caps ETF,ETF,Brasil Small Caps,Brasil,Brasil,etf,etfs
IEMG,SPY,0.8679538421676027,diaria,equities_alternativos,iShares Core MSCI Emerging Markets ETF,ETF,Emerging Markets,Emergentes,Emergentes,etf,etfs,SPDR S&P 500 ETF,ETF,US Broad Market,America do Norte,Estados Unidos,etf,etfs
IEMG,USO,0.4471428867190988,diaria,equities_alternativos,iShares Core MSCI Emerging Markets ETF,ETF,Emerging Markets,Emergentes,Emergentes,etf,etfs,United States Oil Fund,ETF,Petroleo,Global,Global,etf,etfs
IEMG,VEA,0.9221775525853324,diaria,equities_alternativos,iShares Core MSCI Emerging Markets ETF,ETF,Emerging Markets,Emergentes,Emergentes,etf,etfs,Vanguard FTSE Developed Markets ETF,ETF,Developed Markets,Global,Desenvolvidos,etf,etfs
IEMG,VT,0.9215806415082411,diaria,equities_alternativos,iShares Core MSCI Emerging Markets ETF,ETF,Emerging Markets,Emergentes,Emergentes,etf,etfs,Vanguard Total World Stock ETF,ETF,Global Equity,Global,Global,etf,etfs
IEMG,XLE,0.6773592757145945,diaria,equities_alternativos,iShares Core MSCI Emerging Markets ETF,ETF,Emerging Markets,Emergentes,Emergentes,etf,etfs,Energy Select Sector SPDR Fund,ETF,Energia,America do Norte,Estados Unidos,etf,etfs
IEMG,^AXJO,0.4365452210748148,diaria,equities_alternativos,iShares Core MSCI Emerging Markets ETF,ETF,Emerging Markets,Emergentes,Emergentes,etf,etfs,ASX 200,Equity Index,Broad Market,Oceania,Australia,indice,indices
IEMG,^BVSP,0.48223123504396354,diaria,equities_alternativos,iShares Core MSCI Emerging Markets ETF,ETF,Emerging Markets,Emergentes,Emergentes,etf,etfs,Ibovespa,Equity Index,Broad Market,Brasil,Brasil,indice,indices
IEMG,^FTSE,0.6541077492247221,diaria,equities_alternativos,iShares Core MSCI Emerging Markets ETF,ETF,Emerging Markets,Emergentes,Emergentes,etf,etfs,FTSE 100,Equity Index,Broad Market,Europa,Reino Unido,indice,indices
IEMG,^GDAXI,0.6370951129142516,diaria,equities_alternativos,iShares Core MSCI Emerging Markets ETF,ETF,Emerging Markets,Emergentes,Emergentes,etf,etfs,DAX,Equity Index,Broad Market,Europa,Alemanha,indice,indices
IEMG,^GSPC,0.8683919440552629,diaria,equities_alternativos,iShares Core MSCI Emerging Markets ETF,ETF,Emerging Markets,Emergentes,Emergentes,etf,etfs,S&P 500,Equity Index,Broad Market,America do Norte,Estados Unidos,indice,indices
IEMG,^HSI,0.5784104252015875,diaria,equities_alternativos,iShares Core MSCI Emerging Markets ETF,ETF,Emerging Markets,Emergentes,Emergentes,etf,etfs,Hang Seng,Equity Index,Broad Market,Asia,Hong Kong,indice,indices
IEMG,^KS11,0.43398852761591084,diaria,equities_alternativos,iShares Core MSCI Emerging Markets ETF,ETF,Emerging Markets,Emergentes,Emergentes,etf,etfs,Kospi,Equity Index,Broad Market,Asia,Coreia do Sul,indice,indices
IEMG,^MXX,0.5422147396083395,diaria,equities_alternativos,iShares Core MSCI Emerging Markets ETF,ETF,Emerging Markets,Emergentes,Emergentes,etf,etfs,Mexico IPC,Equity Index,Broad Market,America Latina,Mexico,indice,indices
IEMG,^N225,0.4749854158557324,diaria,equities_alternativos,iShares Core MSCI Emerging Markets ETF,ETF,Emerging Markets,Emergentes,Emergentes,etf,etfs,Nikkei 225,Equity Index,Broad Market,Asia,Japao,indice,indices
IEMG,^NDX,0.8380813471013119,diaria,equities_alternativos,iShares Core MSCI Emerging Markets ETF,ETF,Emerging Markets,Emergentes,Emergentes,etf,etfs,Nasdaq 100,Equity Index,Tech/Growth,America do Norte,Estados Unidos,indice,indices
IEMG,^NSEI,0.5450676833139774,diaria,equities_alternativos,iShares Core MSCI Emerging Markets ETF,ETF,Emerging Markets,Emergentes,Emergentes,etf,etfs,Nifty 50,Equity Index,Broad Market,Asia,India,indice,indices
IEMG,^NZ50,0.4733945131073533,diaria,equities_alternativos,iShares Core MSCI Emerging Markets ETF,ETF,Emerging Markets,Emergentes,Emergentes,etf,etfs,NZX 50,Equity Index,Broad Market,Oceania,Nova Zelandia,indice,indices
IEMG,^STOXX50E,0.6554403223838482,diaria,equities_alternativos,iShares Core MSCI Emerging Markets ETF,ETF,Emerging Markets,Emergentes,Emergentes,etf,etfs,Euro Stoxx 50,Equity Index,Broad Market,Europa,Zona do Euro,indice,indices
IEMG,^TWII,0.4778658928180117,diaria,equities_alternativos,iShares Core MSCI Emerging Markets ETF,ETF,Emerging Markets,Emergentes,Emergentes,etf,etfs,Taiwan Weighted,Equity Index,Broad Market,Asia,Taiwan,indice,indices
IEMG,BRL=X,0.6286774692647278,diaria,equities_alternativos,iShares Core MSCI Emerging Markets ETF,ETF,Emerging Markets,Emergentes,Emergentes,etf,etfs,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos
IEMG,BTC-USD,0.30486378769303046,diaria,equities_alternativos,iShares Core MSCI Emerging Markets ETF,ETF,Emerging Markets,Emergentes,Emergentes,etf,etfs,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos
IEMG,BZ=F,0.41088462210017423,diaria,equities_alternativos,iShares Core MSCI Emerging Markets ETF,ETF,Emerging Markets,Emergentes,Emergentes,etf,etfs,Brent Crude Oil,Commodity,Petroleo,Global,Global,commodity,alternativos
IEMG,GC=F,0.5425851605769771,diaria,equities_alternativos,iShares Core MSCI Emerging Markets ETF,ETF,Emerging Markets,Emergentes,Emergentes,etf,etfs,Ouro Spot/Front,Commodity,Ouro,Global,Global,commodity,alternativos
INDA,MCHI,0.648441359582061,diaria,equities_alternativos,iShares MSCI India ETF,ETF,India,Asia,India,etf,etfs,iShares MSCI China ETF,ETF,China,Asia,China,etf,etfs
INDA,QQQ,0.7359737035417938,diaria,equities_alternativos,iShares MSCI India ETF,ETF,India,Asia,India,etf,etfs,Invesco QQQ Trust,ETF,US Tech/Growth,America do Norte,Estados Unidos,etf,etfs
INDA,SMAL11.SA,0.3409613472738809,diaria,equities_alternativos,iShares MSCI India ETF,ETF,India,Asia,India,etf,etfs,iShares Small Caps ETF,ETF,Brasil Small Caps,Brasil,Brasil,etf,etfs
INDA,SPY,0.7951598488907569,diaria,equities_alternativos,iShares MSCI India ETF,ETF,India,Asia,India,etf,etfs,SPDR S&P 500 ETF,ETF,US Broad Market,America do Norte,Estados Unidos,etf,etfs
INDA,USO,0.3652267598134172,diaria,equities_alternativos,iShares MSCI India ETF,ETF,India,Asia,India,etf,etfs,United States Oil Fund,ETF,Petroleo,Global,Global,etf,etfs
INDA,VEA,0.8254740687343113,diaria,equities_alternativos,iShares MSCI India ETF,ETF,India,Asia,India,etf,etfs,Vanguard FTSE Developed Markets ETF,ETF,Developed Markets,Global,Desenvolvidos,etf,etfs
INDA,VT,0.830828369515774,diaria,equities_alternativos,iShares MSCI India ETF,ETF,India,Asia,India,etf,etfs,Vanguard Total World Stock ETF,ETF,Global Equity,Global,Global,etf,etfs
INDA,XLE,0.6167662341955041,diaria,equities_alternativos,iShares MSCI India ETF,ETF,India,Asia,India,etf,etfs,Energy Select Sector SPDR Fund,ETF,Energia,America do Norte,Estados Unidos,etf,etfs
INDA,^AXJO,0.39599590572815363,diaria,equities_alternativos,iShares MSCI India ETF,ETF,India,Asia,India,etf,etfs,ASX 200,Equity Index,Broad Market,Oceania,Australia,indice,indices
INDA,^BVSP,0.3940986927571863,diaria,equities_alternativos,iShares MSCI India ETF,ETF,India,Asia,India,etf,etfs,Ibovespa,Equity Index,Broad Market,Brasil,Brasil,indice,indices
INDA,^FTSE,0.6052151964406769,diaria,equities_alternativos,iShares MSCI India ETF,ETF,India,Asia,India,etf,etfs,FTSE 100,Equity Index,Broad Market,Europa,Reino Unido,indice,indices
INDA,^GDAXI,0.5850272655104999,diaria,equities_alternativos,iShares MSCI India ETF,ETF,India,Asia,India,etf,etfs,DAX,Equity Index,Broad Market,Europa,Alemanha,indice,indices
INDA,^GSPC,0.7973765912380877,diaria,equities_alternativos,iShares MSCI India ETF,ETF,India,Asia,India,etf,etfs,S&P 500,Equity Index,Broad Market,America do Norte,Estados Unidos,indice,indices
INDA,^HSI,0.4061735035633867,diaria,equities_alternativos,iShares MSCI India ETF,ETF,India,Asia,India,etf,etfs,Hang Seng,Equity Index,Broad Market,Asia,Hong Kong,indice,indices
INDA,^KS11,0.36137996864379923,diaria,equities_alternativos,iShares MSCI India ETF,ETF,India,Asia,India,etf,etfs,Kospi,Equity Index,Broad Market,Asia,Coreia do Sul,indice,indices
INDA,^MXX,0.46946035298906635,diaria,equities_alternativos,iShares MSCI India ETF,ETF,India,Asia,India,etf,etfs,Mexico IPC,Equity Index,Broad Market,America Latina,Mexico,indice,indices
INDA,^N225,0.42913163784764274,diaria,equities_alternativos,iShares MSCI India ETF,ETF,India,Asia,India,etf,etfs,Nikkei 225,Equity Index,Broad Market,Asia,Japao,indice,indices
INDA,^NDX,0.736002276902356,diaria,equities_alternativos,iShares MSCI India ETF,ETF,India,Asia,India,etf,etfs,Nasdaq 100,Equity Index,Tech/Growth,America do Norte,Estados Unidos,indice,indices
INDA,^NSEI,0.6996594314370176,diaria,equities_alternativos,iShares MSCI India ETF,ETF,India,Asia,India,etf,etfs,Nifty 50,Equity Index,Broad Market,Asia,India,indice,indices
INDA,^NZ50,0.4457962335071324,diaria,equities_alternativos,iShares MSCI India ETF,ETF,India,Asia,India,etf,etfs,NZX 50,Equity Index,Broad Market,Oceania,Nova Zelandia,indice,indices
INDA,^STOXX50E,0.5938981717599088,diaria,equities_alternativos,iShares MSCI India ETF,ETF,India,Asia,India,etf,etfs,Euro Stoxx 50,Equity Index,Broad Market,Europa,Zona do Euro,indice,indices
INDA,^TWII,0.4036052134882508,diaria,equities_alternativos,iShares MSCI India ETF,ETF,India,Asia,India,etf,etfs,Taiwan Weighted,Equity Index,Broad Market,Asia,Taiwan,indice,indices
INDA,BRL=X,0.6163312623857901,diaria,equities_alternativos,iShares MSCI India ETF,ETF,India,Asia,India,etf,etfs,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos
INDA,BTC-USD,0.2790917190518274,diaria,equities_alternativos,iShares MSCI India ETF,ETF,India,Asia,India,etf,etfs,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos
INDA,BZ=F,0.3400982650681831,diaria,equities_alternativos,iShares MSCI India ETF,ETF,India,Asia,India,etf,etfs,Brent Crude Oil,Commodity,Petroleo,Global,Global,commodity,alternativos
INDA,GC=F,0.4869698736916941,diaria,equities_alternativos,iShares MSCI India ETF,ETF,India,Asia,India,etf,etfs,Ouro Spot/Front,Commodity,Ouro,Global,Global,commodity,alternativos
MCHI,QQQ,0.7039159989729165,diaria,equities_alternativos,iShares MSCI China ETF,ETF,China,Asia,China,etf,etfs,Invesco QQQ Trust,ETF,US Tech/Growth,America do Norte,Estados Unidos,etf,etfs
MCHI,SMAL11.SA,0.2703857028188705,diaria,equities_alternativos,iShares MSCI China ETF,ETF,China,Asia,China,etf,etfs,iShares Small Caps ETF,ETF,Brasil Small Caps,Brasil,Brasil,etf,etfs
MCHI,SPY,0.7004337754962653,diaria,equities_alternativos,iShares MSCI China ETF,ETF,China,Asia,China,etf,etfs,SPDR S&P 500 ETF,ETF,US Broad Market,America do Norte,Estados Unidos,etf,etfs
MCHI,USO,0.36235164605908965,diaria,equities_alternativos,iShares MSCI China ETF,ETF,China,Asia,China,etf,etfs,United States Oil Fund,ETF,Petroleo,Global,Global,etf,etfs
MCHI,VEA,0.7546797876043442,diaria,equities_alternativos,iShares MSCI China ETF,ETF,China,Asia,China,etf,etfs,Vanguard FTSE Developed Markets ETF,ETF,Developed Markets,Global,Desenvolvidos,etf,etfs
MCHI,VT,0.757052891245136,diaria,equities_alternativos,iShares MSCI China ETF,ETF,China,Asia,China,etf,etfs,Vanguard Total World Stock ETF,ETF,Global Equity,Global,Global,etf,etfs
MCHI,XLE,0.522617899746392,diaria,equities_alternativos,iShares MSCI China ETF,ETF,China,Asia,China,etf,etfs,Energy Select Sector SPDR Fund,ETF,Energia,America do Norte,Estados Unidos,etf,etfs
MCHI,^AXJO,0.34803532923007274,diaria,equities_alternativos,iShares MSCI China ETF,ETF,China,Asia,China,etf,etfs,ASX 200,Equity Index,Broad Market,Oceania,Australia,indice,indices
MCHI,^BVSP,0.3473190850605032,diaria,equities_alternativos,iShares MSCI China ETF,ETF,China,Asia,China,etf,etfs,Ibovespa,Equity Index,Broad Market,Brasil,Brasil,indice,indices
MCHI,^FTSE,0.540293070142385,diaria,equities_alternativos,iShares MSCI China ETF,ETF,China,Asia,China,etf,etfs,FTSE 100,Equity Index,Broad Market,Europa,Reino Unido,indice,indices
MCHI,^GDAXI,0.5336443478535955,diaria,equities_alternativos,iShares MSCI China ETF,ETF,China,Asia,China,etf,etfs,DAX,Equity Index,Broad Market,Europa,Alemanha,indice,indices
MCHI,^GSPC,0.7001056562554008,diaria,equities_alternativos,iShares MSCI China ETF,ETF,China,Asia,China,etf,etfs,S&P 500,Equity Index,Broad Market,America do Norte,Estados Unidos,indice,indices
MCHI,^HSI,0.6738938518059425,diaria,equities_alternativos,iShares MSCI China ETF,ETF,China,Asia,China,etf,etfs,Hang Seng,Equity Index,Broad Market,Asia,Hong Kong,indice,indices
MCHI,^KS11,0.34983153461419036,diaria,equities_alternativos,iShares MSCI China ETF,ETF,China,Asia,China,etf,etfs,Kospi,Equity Index,Broad Market,Asia,Coreia do Sul,indice,indices
MCHI,^MXX,0.4349237840886515,diaria,equities_alternativos,iShares MSCI China ETF,ETF,China,Asia,China,etf,etfs,Mexico IPC,Equity Index,Broad Market,America Latina,Mexico,indice,indices
MCHI,^N225,0.39070521414243925,diaria,equities_alternativos,iShares MSCI China ETF,ETF,China,Asia,China,etf,etfs,Nikkei 225,Equity Index,Broad Market,Asia,Japao,indice,indices
MCHI,^NDX,0.7032032334395315,diaria,equities_alternativos,iShares MSCI China ETF,ETF,China,Asia,China,etf,etfs,Nasdaq 100,Equity Index,Tech/Growth,America do Norte,Estados Unidos,indice,indices
MCHI,^NSEI,0.42334347237208786,diaria,equities_alternativos,iShares MSCI China ETF,ETF,China,Asia,China,etf,etfs,Nifty 50,Equity Index,Broad Market,Asia,India,indice,indices
MCHI,^NZ50,0.3907438806146693,diaria,equities_alternativos,iShares MSCI China ETF,ETF,China,Asia,China,etf,etfs,NZX 50,Equity Index,Broad Market,Oceania,Nova Zelandia,indice,indices
MCHI,^STOXX50E,0.5543998303405283,diaria,equities_alternativos,iShares MSCI China ETF,ETF,China,Asia,China,etf,etfs,Euro Stoxx 50,Equity Index,Broad Market,Europa,Zona do Euro,indice,indices
MCHI,^TWII,0.3910481219301676,diaria,equities_alternativos,iShares MSCI China ETF,ETF,China,Asia,China,etf,etfs,Taiwan Weighted,Equity Index,Broad Market,Asia,Taiwan,indice,indices
MCHI,BRL=X,0.5125555267417696,diaria,equities_alternativos,iShares MSCI China ETF,ETF,China,Asia,China,etf,etfs,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos
MCHI,BTC-USD,0.24628677872606505,diaria,equities_alternativos,iShares MSCI China ETF,ETF,China,Asia,China,etf,etfs,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos
MCHI,BZ=F,0.32740757078178956,diaria,equities_alternativos,iShares MSCI China ETF,ETF,China,Asia,China,etf,etfs,Brent Crude Oil,Commodity,Petroleo,Global,Global,commodity,alternativos
MCHI,GC=F,0.4358350786932477,diaria,equities_alternativos,iShares MSCI China ETF,ETF,China,Asia,China,etf,etfs,Ouro Spot/Front,Commodity,Ouro,Global,Global,commodity,alternativos
QQQ,SMAL11.SA,0.31108713326870047,diaria,equities_alternativos,Invesco QQQ Trust,ETF,US Tech/Growth,America do Norte,Estados Unidos,etf,etfs,iShares Small Caps ETF,ETF,Brasil Small Caps,Brasil,Brasil,etf,etfs
QQQ,SPY,0.9590625386497019,diaria,equities_alternativos,Invesco QQQ Trust,ETF,US Tech/Growth,America do Norte,Estados Unidos,etf,etfs,SPDR S&P 500 ETF,ETF,US Broad Market,America do Norte,Estados Unidos,etf,etfs
QQQ,USO,0.38321896449151355,diaria,equities_alternativos,Invesco QQQ Trust,ETF,US Tech/Growth,America do Norte,Estados Unidos,etf,etfs,United States Oil Fund,ETF,Petroleo,Global,Global,etf,etfs
QQQ,VEA,0.8631122091651279,diaria,equities_alternativos,Invesco QQQ Trust,ETF,US Tech/Growth,America do Norte,Estados Unidos,etf,etfs,Vanguard FTSE Developed Markets ETF,ETF,Developed Markets,Global,Desenvolvidos,etf,etfs
QQQ,VT,0.9376813724693874,diaria,equities_alternativos,Invesco QQQ Trust,ETF,US Tech/Growth,America do Norte,Estados Unidos,etf,etfs,Vanguard Total World Stock ETF,ETF,Global Equity,Global,Global,etf,etfs
QQQ,XLE,0.6019373068852012,diaria,equities_alternativos,Invesco QQQ Trust,ETF,US Tech/Growth,America do Norte,Estados Unidos,etf,etfs,Energy Select Sector SPDR Fund,ETF,Energia,America do Norte,Estados Unidos,etf,etfs
QQQ,^AXJO,0.37525352928257777,diaria,equities_alternativos,Invesco QQQ Trust,ETF,US Tech/Growth,America do Norte,Estados Unidos,etf,etfs,ASX 200,Equity Index,Broad Market,Oceania,Australia,indice,indices
QQQ,^BVSP,0.3469068784654839,diaria,equities_alternativos,Invesco QQQ Trust,ETF,US Tech/Growth,America do Norte,Estados Unidos,etf,etfs,Ibovespa,Equity Index,Broad Market,Brasil,Brasil,indice,indices
QQQ,^FTSE,0.5611893582693132,diaria,equities_alternativos,Invesco QQQ Trust,ETF,US Tech/Growth,America do Norte,Estados Unidos,etf,etfs,FTSE 100,Equity Index,Broad Market,Europa,Reino Unido,indice,indices
QQQ,^GDAXI,0.5812194317240788,diaria,equities_alternativos,Invesco QQQ Trust,ETF,US Tech/Growth,America do Norte,Estados Unidos,etf,etfs,DAX,Equity Index,Broad Market,Europa,Alemanha,indice,indices
QQQ,^GSPC,0.9591066514406358,diaria,equities_alternativos,Invesco QQQ Trust,ETF,US Tech/Growth,America do Norte,Estados Unidos,etf,etfs,S&P 500,Equity Index,Broad Market,America do Norte,Estados Unidos,indice,indices
QQQ,^HSI,0.38944862015078313,diaria,equities_alternativos,Invesco QQQ Trust,ETF,US Tech/Growth,America do Norte,Estados Unidos,etf,etfs,Hang Seng,Equity Index,Broad Market,Asia,Hong Kong,indice,indices
QQQ,^KS11,0.3313864007773261,diaria,equities_alternativos,Invesco QQQ Trust,ETF,US Tech/Growth,America do Norte,Estados Unidos,etf,etfs,Kospi,Equity Index,Broad Market,Asia,Coreia do Sul,indice,indices
QQQ,^MXX,0.47112111582500144,diaria,equities_alternativos,Invesco QQQ Trust,ETF,US Tech/Growth,America do Norte,Estados Unidos,etf,etfs,Mexico IPC,Equity Index,Broad Market,America Latina,Mexico,indice,indices
QQQ,^N225,0.4118029795214642,diaria,equities_alternativos,Invesco QQQ Trust,ETF,US Tech/Growth,America do Norte,Estados Unidos,etf,etfs,Nikkei 225,Equity Index,Broad Market,Asia,Japao,indice,indices
QQQ,^NDX,0.9991981918951396,diaria,equities_alternativos,Invesco QQQ Trust,ETF,US Tech/Growth,America do Norte,Estados Unidos,etf,etfs,Nasdaq 100,Equity Index,Tech/Growth,America do Norte,Estados Unidos,indice,indices
QQQ,^NSEI,0.44498361664308267,diaria,equities_alternativos,Invesco QQQ Trust,ETF,US Tech/Growth,America do Norte,Estados Unidos,etf,etfs,Nifty 50,Equity Index,Broad Market,Asia,India,indice,indices
QQQ,^NZ50,0.424591470811631,diaria,equities_alternativos,Invesco QQQ Trust,ETF,US Tech/Growth,America do Norte,Estados Unidos,etf,etfs,NZX 50,Equity Index,Broad Market,Oceania,Nova Zelandia,indice,indices
QQQ,^STOXX50E,0.5868804082361891,diaria,equities_alternativos,Invesco QQQ Trust,ETF,US Tech/Growth,America do Norte,Estados Unidos,etf,etfs,Euro Stoxx 50,Equity Index,Broad Market,Europa,Zona do Euro,indice,indices
QQQ,^TWII,0.37323696270146656,diaria,equities_alternativos,Invesco QQQ Trust,ETF,US Tech/Growth,America do Norte,Estados Unidos,etf,etfs,Taiwan Weighted,Equity Index,Broad Market,Asia,Taiwan,indice,indices
QQQ,BRL=X,0.5990144995458568,diaria,equities_alternativos,Invesco QQQ Trust,ETF,US Tech/Growth,America do Norte,Estados Unidos,etf,etfs,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos
QQQ,BTC-USD,0.3359530687324755,diaria,equities_alternativos,Invesco QQQ Trust,ETF,US Tech/Growth,America do Norte,Estados Unidos,etf,etfs,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos
QQQ,BZ=F,0.3493657485586087,diaria,equities_alternativos,Invesco QQQ Trust,ETF,US Tech/Growth,America do Norte,Estados Unidos,etf,etfs,Brent Crude Oil,Commodity,Petroleo,Global,Global,commodity,alternativos
QQQ,GC=F,0.46478785613099277,diaria,equities_alternativos,Invesco QQQ Trust,ETF,US Tech/Growth,America do Norte,Estados Unidos,etf,etfs,Ouro Spot/Front,Commodity,Ouro,Global,Global,commodity,alternativos
SMAL11.SA,SPY,0.3289468049819936,diaria,equities_alternativos,iShares Small Caps ETF,ETF,Brasil Small Caps,Brasil,Brasil,etf,etfs,SPDR S&P 500 ETF,ETF,US Broad Market,America do Norte,Estados Unidos,etf,etfs
SMAL11.SA,USO,0.1666941071417836,diaria,equities_alternativos,iShares Small Caps ETF,ETF,Brasil Small Caps,Brasil,Brasil,etf,etfs,United States Oil Fund,ETF,Petroleo,Global,Global,etf,etfs
SMAL11.SA,VEA,0.34936689755849254,diaria,equities_alternativos,iShares Small Caps ETF,ETF,Brasil Small Caps,Brasil,Brasil,etf,etfs,Vanguard FTSE Developed Markets ETF,ETF,Developed Markets,Global,Desenvolvidos,etf,etfs
SMAL11.SA,VT,0.35743173070594975,diaria,equities_alternativos,iShares Small Caps ETF,ETF,Brasil Small Caps,Brasil,Brasil,etf,etfs,Vanguard Total World Stock ETF,ETF,Global Equity,Global,Global,etf,etfs
SMAL11.SA,XLE,0.3195417917270795,diaria,equities_alternativos,iShares Small Caps ETF,ETF,Brasil Small Caps,Brasil,Brasil,etf,etfs,Energy Select Sector SPDR Fund,ETF,Energia,America do Norte,Estados Unidos,etf,etfs
SMAL11.SA,^AXJO,0.15797150534518095,diaria,equities_alternativos,iShares Small Caps ETF,ETF,Brasil Small Caps,Brasil,Brasil,etf,etfs,ASX 200,Equity Index,Broad Market,Oceania,Australia,indice,indices
SMAL11.SA,^BVSP,0.8518123936162459,diaria,equities_alternativos,iShares Small Caps ETF,ETF,Brasil Small Caps,Brasil,Brasil,etf,etfs,Ibovespa,Equity Index,Broad Market,Brasil,Brasil,indice,indices
SMAL11.SA,^FTSE,0.23005245258244122,diaria,equities_alternativos,iShares Small Caps ETF,ETF,Brasil Small Caps,Brasil,Brasil,etf,etfs,FTSE 100,Equity Index,Broad Market,Europa,Reino Unido,indice,indices
SMAL11.SA,^GDAXI,0.25032376745867435,diaria,equities_alternativos,iShares Small Caps ETF,ETF,Brasil Small Caps,Brasil,Brasil,etf,etfs,DAX,Equity Index,Broad Market,Europa,Alemanha,indice,indices
SMAL11.SA,^GSPC,0.33371535733484975,diaria,equities_alternativos,iShares Small Caps ETF,ETF,Brasil Small Caps,Brasil,Brasil,etf,etfs,S&P 500,Equity Index,Broad Market,America do Norte,Estados Unidos,indice,indices
SMAL11.SA,^HSI,0.10263604238099958,diaria,equities_alternativos,iShares Small Caps ETF,ETF,Brasil Small Caps,Brasil,Brasil,etf,etfs,Hang Seng,Equity Index,Broad Market,Asia,Hong Kong,indice,indices
SMAL11.SA,^KS11,0.08929465057754173,diaria,equities_alternativos,iShares Small Caps ETF,ETF,Brasil Small Caps,Brasil,Brasil,etf,etfs,Kospi,Equity Index,Broad Market,Asia,Coreia do Sul,indice,indices
SMAL11.SA,^MXX,0.3041695204851227,diaria,equities_alternativos,iShares Small Caps ETF,ETF,Brasil Small Caps,Brasil,Brasil,etf,etfs,Mexico IPC,Equity Index,Broad Market,America Latina,Mexico,indice,indices
SMAL11.SA,^N225,0.10270056183704689,diaria,equities_alternativos,iShares Small Caps ETF,ETF,Brasil Small Caps,Brasil,Brasil,etf,etfs,Nikkei 225,Equity Index,Broad Market,Asia,Japao,indice,indices
