carteira,tipo,coluna_retorno,data_inicio,data_fim,n_meses,retorno_total,retorno_anualizado_media,cagr,vol_anual,sharpe,sortino,max_drawdown,calmar,pct_meses_positivos,melhor_mes,pior_mes,n_ativos_total,n_ativos_com_peso,peso_max,peso_min,peso_medio,peso_mediano,top1_peso,top3_peso,top5_peso,hhi,n_efetivo_ativos,gini_pesos,classificacao_concentracao,n_ativos_no_limite_min,n_ativos_no_limite_max,pct_ativos_no_limite_min,pct_ativos_no_limite_max,n_ativos_universo,n_ativos_validos,n_ativos_com_peso_manifesto,peso_min_base,peso_max_base,peso_min_efetivo,peso_max_efetivo,ajuste_limites,periodo_inicio,periodo_fim
etfs_com_ouro,min_vol,etfs_com_ouro__min_vol,2015-02-28,2026-04-30,135,3.445231640255627,0.1527393020089321,0.14293200373215242,0.12243398853586372,1.247523696936421,2.238713953035245,-0.1990727724371627,0.7179887132845798,0.6666666666666666,0.1435249660127292,-0.09823050303095547,25,25,0.1,0.02,0.04,0.02000000000000001,0.1,0.30000000000000004,0.5,0.06857211262068476,14.583187855559087,0.3735045071788681,baixa,16,6,0.64,0.24,25,25,25,0.02,0.1,0.02,0.1,nenhum,2015-02-28,2026-04-30
etfs_com_btc_petroleo,min_vol,etfs_com_btc_petroleo__min_vol,2015-02-28,2026-04-30,135,3.712399498080619,0.15992160511141632,0.14892144934879914,0.12957174751263828,1.2342320620150449,1.866614539122961,-0.19514955555528468,0.7631144684139985,0.6666666666666666,0.15613115666422786,-0.12148816530290225,26,26,0.09999999999999998,0.019999999999999997,0.03846153846153846,0.020000000000000056,0.09999999999999998,0.2999999999999999,0.49999999999999967,0.06396443785811523,15.633686990545936,0.3644218748174257,baixa,17,5,0.6538461538461539,0.19230769230769232,26,26,26,0.02,0.1,0.02,0.1,nenhum,2015-02-28,2026-04-30
etfs_com_btc,min_vol,etfs_com_btc__min_vol,2015-02-28,2026-04-30,135,3.751010390932497,0.16108083721404198,0.14976133483194443,0.1320317747875729,1.2200156929891035,2.049049754703926,-0.23144707092346628,0.6470651550456075,0.6518518518518519,0.15821990758622817,-0.10899612418477023,25,25,0.09999999999999998,0.019999999999999997,0.04,0.02000000000000001,0.09999999999999998,0.2999999999999998,0.49999999999999956,0.06539889771189407,15.29077759697669,0.3691134341583213,baixa,15,5,0.6,0.2,25,25,25,0.02,0.1,0.02,0.1,nenhum,2015-02-28,2026-04-30
etfs_com_petroleo,min_vol,etfs_com_petroleo__min_vol,2015-02-28,2026-04-30,135,3.125191934554125,0.14762722027990083,0.13530984099485166,0.12846523547771857,1.149160858429328,1.7357457224315667,-0.18291309289729418,0.7397493468159123,0.6592592592592592,0.1537142876842687,-0.11926508122514767,25,25,0.1,0.02,0.04,0.020000000000000046,0.1,0.30000000000000004,0.5,0.06465791476903117,15.466010674364714,0.3658402765811184,baixa,15,5,0.6,0.2,25,25,25,0.02,0.1,0.02,0.1,nenhum,2015-02-28,2026-04-30
etfs_todos,min_vol,etfs_todos__min_vol,2015-02-28,2026-04-30,135,3.172651987142456,0.14908396672669202,0.13647346052523623,0.1308154233038478,1.1396512961656784,1.930515900873505,-0.21796876665487908,0.6261147531348908,0.6518518518518519,0.1560860816298929,-0.10876763431395532,24,24,0.09999999999999996,0.01999999999999999,0.041666666666666664,0.019999999999999993,0.09999999999999996,0.2999999999999999,0.4999999999999998,0.06666384483002924,15.00063494011888,0.371132043521766,baixa,14,5,0.5833333333333334,0.20833333333333334,24,24,24,0.02,0.1,0.02,0.1,nenhum,2015-02-28,2026-04-30
etfs_america_norte,min_vol,etfs_america_norte__min_vol,2015-02-28,2026-04-30,135,6.21010410175136,0.2089489363328219,0.19352243022473403,0.1875522429956964,1.1140839106766454,2.132228977351142,-0.2273282250336922,0.8512908161582319,0.6148148148148148,0.2274823782803579,-0.1614841201723512,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,3.0,0.0,alta,0,3,0.0,1.0,3,3,3,0.02,0.1,0.02,0.3333333333333333,ajuste_max_para_viabilidade,2015-02-28,2026-04-30
etfs_global,min_vol,etfs_global__min_vol,2015-02-28,2026-04-30,135,3.802591816194866,0.16850829834069844,0.1508737183628146,0.1634844882333905,1.0307295827365341,1.7447273138735724,-0.2900928738628872,0.5200876407399283,0.5925925925925926,0.1828407822340592,-0.15232519990022758,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,3.0,0.0,alta,0,3,0.0,1.0,3,3,3,0.02,0.1,0.02,0.3333333333333333,ajuste_max_para_viabilidade,2015-02-28,2026-04-30
etfs_exterior,min_vol,etfs_exterior__min_vol,2015-02-28,2026-04-30,135,3.119205951063888,0.1525596805766462,0.13516221281828877,0.15031766248409792,1.0149152006191253,1.6210467193988671,-0.22524080162120452,0.6000787239498281,0.6518518518518519,0.18073329568359126,-0.16646062277361964,22,22,0.1,0.02,0.045454545454545456,0.020000000000000028,0.1,0.3,0.49999999999999994,0.07205485028052996,13.878316256389631,0.3767028274243922,baixa,12,6,0.5454545454545454,0.2727272727272727,22,22,22,0.02,0.1,0.02,0.1,nenhum,2015-02-28,2026-04-30
etfs_desenvolvidos_emergentes,min_vol,etfs_desenvolvidos_emergentes__min_vol,2015-02-28,2026-04-30,135,2.8658052640077796,0.1471759268344412,0.12872632553023045,0.1552256849323525,0.9481415842911604,1.4785817279039093,-0.3140457217079622,0.40989676544594295,0.6444444444444445,0.1751547361110919,-0.15889099565047282,2,2,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,2.0,0.0,alta,0,2,0.0,1.0,2,2,2,0.02,0.1,0.02,0.5,ajuste_max_para_viabilidade,2015-02-28,2026-04-30
etfs_latam,min_vol,etfs_latam__min_vol,2015-02-28,2026-04-30,135,3.723266494303312,0.1731146006332151,0.1491584659260674,0.18669949839015998,0.9272365599582089,1.4542307236243903,-0.252892336952237,0.5898101449955698,0.6296296296296297,0.21115610069454266,-0.17460503022359777,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,3.0,0.0,alta,0,3,0.0,1.0,3,3,3,0.02,0.1,0.02,0.3333333333333333,ajuste_max_para_viabilidade,2015-02-28,2026-04-30
etfs_asia,min_vol,etfs_asia__min_vol,2015-02-28,2026-04-30,135,3.1150073355170296,0.15472706837787234,0.13505854867246603,0.1735276290349808,0.8916566729940248,1.4228648425332855,-0.3707825845575018,0.3642526760895396,0.6444444444444445,0.18213372377588968,-0.17808986468475066,6,6,0.16666666666666669,0.16666666666666669,0.1666666666666667,0.16666666666666669,0.16666666666666669,0.5,0.8333333333333335,0.1666666666666667,5.999999999999998,-4.440892098500626e-16,media,0,6,0.0,1.0,6,6,6,0.02,0.1,0.02,0.16666666666666666,ajuste_max_para_viabilidade,2015-02-28,2026-04-30
etfs_europa,min_vol,etfs_europa__min_vol,2015-02-28,2026-04-30,135,2.51629639293912,0.14251637514141885,0.11918833991586064,0.1743327646062043,0.8174962145718582,1.281873442629143,-0.33705651499610956,0.35361529777057227,0.6074074074074074,0.18493529592130953,-0.15070106337190461,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,3.0,0.0,alta,0,3,0.0,1.0,3,3,3,0.02,0.1,0.02,0.3333333333333333,ajuste_max_para_viabilidade,2015-02-28,2026-04-30
etfs_oceania,min_vol,etfs_oceania__min_vol,2015-02-28,2026-04-30,135,2.088495123755673,0.1334248710519968,0.10626184324734078,0.1844971870636611,0.723181058613963,1.304928662045875,-0.3108083779551696,0.3418886065634556,0.5555555555555556,0.19685133200906535,-0.1418277607719597,2,2,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,2.0,0.0,alta,0,2,0.0,1.0,2,2,2,0.02,0.1,0.02,0.5,ajuste_max_para_viabilidade,2015-02-28,2026-04-30
etfs_brasil,min_vol,etfs_brasil__min_vol,2015-02-28,2026-04-30,135,2.164439661683721,0.1368388567371645,0.10867103210694817,0.22877687178312975,0.5981323884299005,0.7922275587952731,-0.39950601292064114,0.27201350816348,0.5703703703703704,0.1667489810309566,-0.34272874459931685,2,2,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,2.0,0.0,alta,0,2,0.0,1.0,2,2,2,0.02,0.1,0.02,0.5,ajuste_max_para_viabilidade,2015-02-28,2026-04-30
