qtd_carteiras,retorno_total_medio,cagr_medio,vol_anual_media,sharpe_medio,sortino_medio,max_drawdown_medio,calmar_medio,peso_max_medio,top3_peso_medio,hhi_medio,n_efetivo_medio,n_clusters_finais_medio
17,3.402439149290102,0.14012605270608372,0.1571152537141276,1.028083980253463,1.7098487896662462,-0.25106662986090433,0.6045819161493905,0.2792400632548513,0.5786730137403512,0.21635488479801815,11.847257603444795,14.705882352941176
