data,etfs_com_tudo,etfs_com_ouro_btc,etfs_com_btc_petroleo,etfs_com_btc,etfs_com_ouro_petroleo,etfs_com_ouro,etfs_america_norte,etfs_com_petroleo,etfs_todos,etfs_exterior,etfs_global,etfs_desenvolvidos_emergentes,etfs_latam,etfs_asia,etfs_europa,etfs_oceania,etfs_brasil
2015-01-05,98.87965031813899,98.99722846541195,98.72265433695532,98.83865577087187,99.28372934999088,99.42217378442884,98.92697654996354,99.13661669083393,99.27469994924193,99.42761961467575,99.35830857401783,99.52902090237468,98.76933279406062,100.39225481756108,97.96160375567585,100.79672893270603,97.59258362947014
2015-01-06,98.72122046160696,98.9662893476064,98.49812903428989,98.74378324533842,98.93794364346424,99.20178343063634,98.12177184228626,98.7145958723366,98.97981697927493,99.12923804053891,98.75068671608132,99.1515068582114,99.38737685771136,99.23236796716284,97.50889023145135,101.50838579359878,97.33556724846936
2015-01-07,99.96777266871507,100.20583253855797,99.82107528652223,100.06272125171584,100.13635308826616,100.3908154548961,98.78251215053211,99.99082988844191,100.24977651859872,100.25222051287305,99.71694937304501,100.46100112122731,100.41033150978156,100.78716190116934,98.2104726350149,101.89383990389858,100.19263114852592
2015-01-08,100.61506997164993,100.86466568581758,100.53084038798627,100.78712671739711,100.97518180162854,101.24982607243327,100.14599526630867,100.90211263805583,101.18527286919485,101.1720301259534,100.65239133925445,101.52145936644416,100.70180225298839,101.73995338319035,99.32068044012121,102.39486534236862,101.30029650821082
2015-01-09,99.51560558767359,99.80663701537635,99.37680255504132,99.6738158192314,99.76392041847416,100.07704901231365,98.61188002379781,99.62948965220166,99.9499699010004,100.00594391512448,99.27177967605272,100.29939142067985,99.8363526588143,100.8420009324166,97.66314106340647,101.95420804089608,99.30302031992188
2015-01-12,97.39220524488509,97.82358899378181,97.18081914398176,97.6204601280555,97.8964145059563,98.3669996949143,95.8493474351736,97.69616749590026,98.17747945882245,98.24959698486091,97.63713069827435,98.62346744079812,97.71029030607457,99.49318637294787,96.66883328572217,100.18355366549505,97.35483008388117
2015-01-13,98.55564954369149,98.92824704919877,98.33687596406546,98.71519247666747,99.64751352025537,100.08302677002104,97.08842225374627,99.46181873446378,99.90737450201287,100.1553633046629,99.47101115561419,100.91728292123936,98.8725847083578,102.0329026244107,98.67770376880897,101.53859965953531,97.16711493209961
2015-01-14,96.47283144536627,96.66199242998182,96.22810610519674,96.41489062360864,98.30565593083901,98.58128347898347,95.70622593416388,98.12080421631141,98.4001262882497,98.5875861249372,97.94017034803295,99.41618931051846,97.26262816027727,100.31460600258725,97.43541347203045,99.96095427262468,96.30723458085907
2015-01-15,96.2347045703242,96.61807841417132,95.92779948682374,96.3134342508901,97.42624756089319,97.88035481240624,93.60818414604634,97.15104761977881,97.61190314196126,97.67045185501826,96.92448580404846,98.68910820766573,95.35270534566341,100.48719307967626,96.46462515910002,99.82639506270813,96.90486369038365
2015-01-16,98.3514309684103,98.59782239257788,98.03266430782942,98.27580081955132,99.64495769091502,99.95924428801037,96.37019203710962,99.36112972150626,99.67638048176386,99.77778840648887,99.05113777254437,100.58892655334961,97.43728155680598,102.06363644107834,99.436896100256,101.32758595809892,98.50014587796049
2015-01-19,98.25351880468864,98.49588965117195,97.93131584010732,98.17013699848259,99.45006269832959,99.75591419594312,96.37019203710962,99.15901627218918,99.46517765850484,99.77778840648887,99.05113777254437,100.58892655334961,97.43728155680598,102.06363644107834,99.436896100256,101.32758595809892,95.99561967422385
2015-01-20,98.5370145794946,98.95381752785393,98.15950043975819,98.57678202128972,99.76632299820007,100.25731671356314,97.07661431046603,99.41825428743158,99.91415570250372,100.2531921881547,99.68848007389074,101.07806882360646,98.13122857217364,102.55428895801506,100.34954582018571,100.2413073778073,96.16420562645473
2015-01-21,98.65793350602493,99.07098194262666,98.3365824831599,98.75247181130487,99.66823595105062,100.14538787622985,96.6889990408362,99.37136627669518,99.85529535932154,99.97939186203021,99.0179419012733,101.00768837309792,98.20985553074605,102.39622873847179,99.81237491575257,99.01435713673656,98.37335343480895
2015-01-22,99.10727174757432,99.63662534962306,98.79153517496665,99.32825123458532,100.05065920202654,100.64705902199647,97.39438862161195,99.75723694205843,100.36519237633135,100.49316582212097,99.37038125313532,101.55891893870252,99.44264611143525,103.0707289323312,99.6475665849562,97.82286373104805,98.84058033106881
2015-01-23,97.5286380774048,98.11680296729885,97.22606513632405,97.82431983083463,98.44342123812714,99.10033605132327,96.07030222797682,98.16271355895452,98.83409868936808,98.94710859994416,97.72139239834947,99.87818033492593,97.40055535186033,101.9528841150426,98.17819507545568,96.04150982425375,97.4735152916771
2015-01-26,98.87033258519206,99.53701828091049,98.64214121705884,99.32529874845278,99.17750632555943,99.88832727267594,96.83465822423537,98.95244115510135,99.68256215165808,99.97714485610193,98.87173290232093,100.84257967603807,98.10607453255584,102.69941384375569,100.35302171243899,96.66662096959865,96.35325588012519
2015-01-27,98.63865458055973,99.21446913067805,98.35548663355902,98.94173934750555,99.07263251600827,99.69463022536632,95.62911740790503,98.7949813733702,99.43017105610694,99.69218940408098,98.54254154054478,100.76743324313799,98.55370097002393,102.46076851215602,100.07539801840504,97.15341234396774,96.44661115401189
2015-01-28,96.67440898602013,97.32197778219688,96.36677044950153,97.02626943705552,97.46527357838906,98.17886136559689,93.41631441628927,97.17525346219702,97.90495887879021,98.18161085496007,96.86045616149185,99.14649701622294,96.46706520560765,101.47321752207412,98.00905364423576,96.4795636480807,94.76866374049793
2015-01-29,97.16170558863584,97.7987052763183,96.94571712874712,97.59858890192858,97.9763593705877,98.67997372123264,94.24690391004987,97.7833501946481,98.50751128707645,98.82942453746787,98.02168332020048,100.0504558139301,95.91202546037711,102.02807327808232,100.08573831432174,95.9615189008858,94.88942483873693
2015-01-30,96.94689800800282,97.2747698878842,96.59994000614279,96.92581643599738,97.82731913254767,98.20967321853072,94.86965004439698,97.49941487239231,97.88285035387015,98.30695416426744,97.59867922466539,99.0658600112239,95.51197439673606,100.83574457914794,99.31879036030729,96.28716336739062,93.18686543907214
2015-02-02,101.40008659084717,101.62874098512353,101.12748051671103,101.3538313654669,102.17796283730645,102.45158799667666,99.42059745725173,101.92455062135875,102.1985785850786,102.91536839730864,101.87133739450405,103.58667043135421,100.04976545891617,105.51726716971037,103.98763700675413,100.38327546558956,94.43865745053127
2015-02-03,104.43653472141446,104.51028053415014,104.25144555789953,104.32085360591732,105.47350467306241,105.59582434006659,102.81610038421105,105.3216194387304,105.44297278371697,106.29263271521037,105.10473609652229,106.96052642533498,104.09216134802305,107.69862323236836,108.1376097989481,104.51594816914942,96.32520797339895
2015-02-04,102.47266410235241,102.78865667989999,102.24615596801459,102.56535136905478,103.46957759463078,103.84476073160516,100.8718826850415,103.27258219974145,103.6550079720361,104.30716742272932,103.24557021844356,105.07852161859061,101.88680167698696,106.6158944490189,105.17837590183478,102.64653127671264,96.51701204016474
2015-02-05,105.07083844914776,105.26069337774248,104.86241015473186,105.05151648640837,106.29802867964703,106.55074857084446,103.77394045527677,106.1288571462421,106.38525211211542,107.25583963366483,106.22150261446264,107.81601441947987,105.28326387093256,108.56252929893759,108.70675101394956,105.9847586469798,97.01082294218418
2015-02-06,104.2206049609278,104.2775651603508,104.0808068746563,104.13484497615993,105.30266427662667,105.40930978670842,103.60160560022287,105.20013961910027,105.30754515233834,106.15987667342735,105.29897480280432,106.43668907894461,104.77833245782062,107.34963040036907,106.6495618199137,105.19662626545161,96.12197001883474
2015-02-09,105.38908056957403,105.37340089755591,105.21898035835994,105.19635408610874,106.51237408771455,106.54437327690071,104.80395793041212,106.37962905665567,106.40807099519111,107.27776258105897,106.37352981938824,107.57196342263076,106.66634650582402,108.15402791052611,107.30365229299737,106.62567112883899,97.04231316784583
2015-02-10,105.03870189120516,105.19832707844385,104.89873393573161,105.0593155485994,106.16926244119571,106.38588699826275,105.19659876718126,106.06847313659011,106.29032520267981,107.25892214739667,106.76216797841236,107.39087028556071,105.95915466974517,108.21877870547884,107.86489138296531,106.41480498681865,95.94119914376556
2015-02-11,106.60293286131004,106.82442182854157,106.47524888563792,106.70060384650806,107.72791884799398,108.00938988729163,107.56060038203626,107.63986403086874,107.92977427610877,109.19114181357207,108.89157522153114,109.25381425511719,107.07534489733328,110.67947609139017,109.84890391456904,107.81299778582381,94.68735974974112
2015-02-12,109.59626099993936,109.7388876994747,109.52066263774907,109.66631256143773,110.76948858643838,110.97010818113753,110.11497226369814,110.73814421164147,110.94644213313845,112.3185509363153,111.705716721291,112.55546544931462,111.76809532776221,113.12793276216952,113.95925011069698,109.7507808656416,96.61384963761202
