carteira,tipo,coluna_retorno,carteira_tipo,ativo,peso,peso_pct
etfs_america_norte,max_sharpe,etfs_america_norte__max_sharpe,etfs_america_norte__max_sharpe,QQQ,0.3333333333333333,33.3333
etfs_america_norte,max_sharpe,etfs_america_norte__max_sharpe,etfs_america_norte__max_sharpe,SPY,0.3333333333333333,33.3333
etfs_america_norte,max_sharpe,etfs_america_norte__max_sharpe,etfs_america_norte__max_sharpe,XLE,0.3333333333333333,33.3333
etfs_america_norte,min_vol,etfs_america_norte__min_vol,etfs_america_norte__min_vol,QQQ,0.3333333333333333,33.3333
etfs_america_norte,min_vol,etfs_america_norte__min_vol,etfs_america_norte__min_vol,SPY,0.3333333333333333,33.3333
etfs_america_norte,min_vol,etfs_america_norte__min_vol,etfs_america_norte__min_vol,XLE,0.3333333333333333,33.3333
etfs_asia,max_sharpe,etfs_asia__max_sharpe,etfs_asia__max_sharpe,EWH,0.16666666666666669,16.6667
etfs_asia,max_sharpe,etfs_asia__max_sharpe,etfs_asia__max_sharpe,EWJ,0.16666666666666669,16.6667
etfs_asia,max_sharpe,etfs_asia__max_sharpe,etfs_asia__max_sharpe,EWT,0.16666666666666669,16.6667
etfs_asia,max_sharpe,etfs_asia__max_sharpe,etfs_asia__max_sharpe,EWY,0.16666666666666669,16.6667
etfs_asia,max_sharpe,etfs_asia__max_sharpe,etfs_asia__max_sharpe,INDA,0.16666666666666669,16.6667
etfs_asia,max_sharpe,etfs_asia__max_sharpe,etfs_asia__max_sharpe,MCHI,0.16666666666666669,16.6667
etfs_asia,min_vol,etfs_asia__min_vol,etfs_asia__min_vol,EWH,0.16666666666666669,16.6667
etfs_asia,min_vol,etfs_asia__min_vol,etfs_asia__min_vol,EWJ,0.16666666666666669,16.6667
etfs_asia,min_vol,etfs_asia__min_vol,etfs_asia__min_vol,EWT,0.16666666666666669,16.6667
etfs_asia,min_vol,etfs_asia__min_vol,etfs_asia__min_vol,EWY,0.16666666666666669,16.6667
etfs_asia,min_vol,etfs_asia__min_vol,etfs_asia__min_vol,INDA,0.16666666666666669,16.6667
etfs_asia,min_vol,etfs_asia__min_vol,etfs_asia__min_vol,MCHI,0.16666666666666669,16.6667
etfs_brasil,max_sharpe,etfs_brasil__max_sharpe,etfs_brasil__max_sharpe,BOVA11.SA,0.5,50.0
etfs_brasil,max_sharpe,etfs_brasil__max_sharpe,etfs_brasil__max_sharpe,SMAL11.SA,0.5,50.0
