ticker_yahoo,ACWI,ARGT,BOVA11.SA,ECH,ENZL,EWA,EWG,EWH,EWJ,EWT,EWU,EWW,EWY,EZA,FEZ,IEMG,INDA,MCHI,QQQ,SMAL11.SA,SPY,VEA,VT,XLE
EWU,0.8689556383638548,0.3561517733147153,-0.06379141982123383,0.4620299662758328,0.710340826194798,0.8033544656687488,0.8571787094122583,0.6591037075722939,0.8021195593323479,0.6455999941330743,1.0,0.5952276980547575,0.6131194280177745,0.5849673348810984,0.8844455107635014,0.7524460940966743,0.6619921991696825,0.49856500625363626,0.685223808586315,-0.06962749645943743,0.8065664827264777,0.9376237735203774,0.8736067739068586,0.6033452297106465
EWW,0.5638895265104321,0.3249641726322246,0.22536392641986813,0.3929274528423253,0.4751892265434284,0.6101919594462348,0.6404889632583282,0.3055589522989278,0.5018349150792188,0.45773753760740854,0.5952276980547575,1.0,0.5001018932856924,0.5183996912068766,0.6772363927021716,0.5195669187332775,0.5018272041317905,0.1780703560634927,0.4279254539742889,0.2289075696090029,0.5045435331474158,0.6495326749847864,0.5770506530255095,0.3412545265181933
EWY,0.6455305547494156,0.290192424385301,0.1423654663387036,0.47978817901312093,0.5968741754609321,0.6358469433805727,0.6367666158802917,0.5133170072531509,0.6489930210145335,0.7536142196530577,0.6131194280177745,0.5001018932856924,1.0,0.5860550930834281,0.6322645811932751,0.7964892136571212,0.46885230217758983,0.4322025315214924,0.5515317558854985,0.15258508933434356,0.5591553872125015,0.7164217163752221,0.6490511664727119,0.31744020992065947
EZA,0.5197781387792682,0.2970814473846662,0.34570771995961136,0.5365061755552273,0.49329774138749205,0.6112898544544055,0.5884224767821981,0.5108646020568435,0.44938814431286217,0.5146269575268073,0.5849673348810984,0.5183996912068766,0.5860550930834281,1.0,0.5697775577288261,0.7041297221764936,0.5154980239429722,0.42126684085261357,0.34191603292568407,0.29233455108443046,0.4312386038017551,0.6031891186947037,0.5309439257134319,0.39358353146642483
FEZ,0.8618413139329683,0.38191006226662705,0.03152169563505902,0.4639121929939405,0.6745839303148916,0.7769419067284813,0.9655977454422062,0.60008397076536,0.7895246263927663,0.65414339880455,0.8844455107635014,0.6772363927021716,0.6322645811932751,0.5697775577288261,1.0,0.7447566082914008,0.6296991185629965,0.4790407418510889,0.7255032294566959,0.040712902863337515,0.7929445077568149,0.9349240691500872,0.8640216761513698,0.45326222463164484
IEMG,0.8171762658889073,0.3283244973680373,0.06128731434500943,0.5347928979357669,0.7529263274290197,0.7543851960660858,0.7581058927004007,0.7783612495513618,0.7659204827517435,0.862763797769226,0.7524460940966743,0.5195669187332775,0.7964892136571212,0.7041297221764936,0.7447566082914008,1.0,0.690220345529287,0.7852123839781103,0.6997882377961305,0.05620073025764695,0.7273877842925859,0.8381664574272076,0.822105209676088,0.37478461302344884
INDA,0.718175124274381,0.26872179784193595,-0.028984758640137213,0.38149377475215246,0.6382214592244618,0.6788489844681755,0.6330383932808664,0.49208847075499523,0.6642060115651337,0.5820665556143679,0.6619921991696825,0.5018272041317905,0.46885230217758983,0.5154980239429722,0.6296991185629965,0.690220345529287,1.0,0.33921091569360684,0.6253331330430639,0.05990277490035602,0.6865846047401792,0.7114784507827344,0.7260771362913448,0.32961395197684146
MCHI,0.5352838558088949,0.11380021728827007,-0.16313287121557665,0.30837845146543835,0.5181921668094589,0.4396929454143213,0.49563854984425537,0.8275418732017702,0.5258119384084436,0.5952638809900376,0.49856500625363626,0.1780703560634927,0.4322025315214924,0.42126684085261357,0.4790407418510889,0.7852123839781103,0.33921091569360684,1.0,0.4511569148285477,-0.20232865275372047,0.4494371619194403,0.5455543058014487,0.5351249647789098,0.1677246106555916
QQQ,0.9244066869918987,0.3400009236308803,-0.15424255191560204,0.3345509154252398,0.736644073875669,0.7227135990993525,0.7371359154359306,0.5145092892386725,0.7944136781334101,0.7403226234838031,0.685223808586315,0.4279254539742889,0.5515317558854985,0.34191603292568407,0.7255032294566959,0.6997882377961305,0.6253331330430639,0.4511569148285477,1.0,-0.08171362754023329,0.9424807126387378,0.811301806510244,0.9162737371179498,0.3205608109019273
SMAL11.SA,-0.07261379220589406,0.30277088859132095,0.908227515886868,0.30069940482692487,0.04378810878133968,0.12353278784446911,0.07229984392118281,-0.14587482647634215,-0.18027261887398852,-0.03886626859502017,-0.06962749645943743,0.2289075696090029,0.15258508933434356,0.29233455108443046,0.040712902863337515,0.05620073025764695,0.05990277490035602,-0.20232865275372047,-0.08171362754023329,1.0,-0.09691993188799873,-0.030615480608879145,-0.049414873611329714,0.1339693613635487
