qtd_estrategias_distintas,qtd_metricas_testadas,qtd_testes_pareados,qtd_testes_cenario,qtd_sig_wilcoxon,qtd_sig_permutation_pareado,qtd_sig_mannwhitney,qtd_sig_permutation_cenario
6,7,105,42,72,76,37,36
