carteira,tipo,n_ativos_total,n_ativos_com_peso,peso_max,peso_min,peso_medio,peso_mediano,top1_peso,top3_peso,top5_peso,hhi,n_efetivo_ativos,gini_pesos,classificacao_concentracao,n_ativos_no_limite_min,n_ativos_no_limite_max,pct_ativos_no_limite_min,pct_ativos_no_limite_max
etfs_com_ouro_petroleo,min_vol,26,26,0.1,0.02,0.03846153846153847,0.02,0.1,0.30000000000000004,0.4974889079631391,0.06427658895281341,15.557763974284912,0.36575589362716787,baixa,18,4,0.6923076923076923,0.15384615384615385
etfs_com_petroleo,max_sharpe,25,25,0.09999999999999994,0.019999999999999987,0.04,0.019999999999999987,0.09999999999999994,0.2999999999999998,0.49999999999999967,0.06868081622953247,14.560106517342234,0.37410853901964747,baixa,17,6,0.68,0.24
etfs_com_petroleo,min_vol,25,25,0.09999999999999992,0.019999999999999983,0.04,0.019999999999999993,0.09999999999999992,0.29999999999999977,0.4999999999999996,0.06465751564365861,15.466106144739827,0.3658399123820124,baixa,15,5,0.6,0.2
etfs_com_tudo,max_sharpe,27,27,0.09999999999999985,0.01999999999999997,0.03703703703703704,0.02000000000000002,0.09999999999999985,0.29999999999999954,0.4805447335517483,0.06087096810747083,16.42819280012844,0.35597015772517704,baixa,19,4,0.7037037037037037,0.14814814814814814
etfs_com_tudo,min_vol,27,27,0.09999999999999998,0.019999999999999997,0.037037037037037035,0.020000000000000052,0.09999999999999998,0.29999999999999993,0.49999999999999967,0.06386065234670041,15.659094657708561,0.36054028524249015,baixa,19,5,0.7037037037037037,0.18518518518518517
etfs_desenvolvidos_emergentes,max_sharpe,2,2,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,2.0,0.0,alta,0,2,0.0,1.0
etfs_desenvolvidos_emergentes,min_vol,2,2,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,2.0,0.0,alta,0,2,0.0,1.0
etfs_europa,max_sharpe,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,3.0,0.0,alta,0,3,0.0,1.0
etfs_europa,min_vol,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,3.0,0.0,alta,0,3,0.0,1.0
etfs_exterior,max_sharpe,22,22,0.09999999999999996,0.01999999999999999,0.045454545454545456,0.02000000000000003,0.09999999999999996,0.2999999999999999,0.4999999999999998,0.07258656756315918,13.776653636774848,0.37783499515277064,baixa,13,6,0.5909090909090909,0.2727272727272727
etfs_exterior,min_vol,22,22,0.09999999999999998,0.019999999999999997,0.04545454545454544,0.020000000000000063,0.09999999999999998,0.29999999999999993,0.4999999999999999,0.07205886200141869,13.877543611225946,0.37671266363421885,baixa,12,6,0.5454545454545454,0.2727272727272727
