ticker_yahoo,ACWI,ARGT,BOVA11.SA,ECH,ENZL,EWA,EWG,EWH,EWJ,EWT,EWU,EWW,EWY,EZA,FEZ,IEMG,INDA,MCHI,QQQ,SMAL11.SA,SPY,VEA,VT,XLE
EWU,0.0019319001617366747,0.0014335508783702383,-0.0001878740599314544,0.0013801751549419442,0.0019094082105563087,0.002015904408008068,0.002225525103411267,0.0017972539731850438,0.0019003394786001322,0.001762474938181165,0.0021780654475713826,0.0016844640260903663,0.0020529950502613816,0.0017184197388254614,0.0022143270601288983,0.001618891080378599,0.001870433678089667,0.0016963662770650698,0.0019760827649740326,-0.00023439274029705173,0.001962075101159503,0.002073433615561109,0.0019619139766809657,0.0022647737114193014
EWW,0.0016288788497995253,0.001699499986090594,0.0008623759479541222,0.0015250501207526692,0.0016596108985948562,0.0019894676683412217,0.0021606302646111487,0.001082575994710678,0.001544758668139874,0.0016236172026594074,0.0016844640260903663,0.0036769378647378867,0.002175750068202602,0.0019786548966229146,0.002203021096060954,0.001452417296539692,0.0018422617081596843,0.0007872218640711743,0.0016034244020221424,0.0010012239128857493,0.0015947102390249349,0.0018662516766270098,0.0016837809349271094,0.0016643514370572074
EWY,0.0022063569529100343,0.0017957090431228563,0.000644586352217504,0.002203360217853215,0.002466531677861477,0.0024529416029341064,0.0025416357298145053,0.0021518562218651224,0.0023637634315548882,0.003162863254259676,0.0020529950502613816,0.002175750068202602,0.005147717712096939,0.0026467198873504185,0.002433556524539558,0.002634474721648233,0.002036560862571701,0.002260773443068603,0.0024452040584093857,0.0007896731501337147,0.00209112439362076,0.002435578690182464,0.0022408603998355847,0.0018318620618647673
EZA,0.0015585896743566037,0.0016127989907114804,0.0013732207008511918,0.0021615510580893053,0.0017884131248512344,0.002068886291473677,0.0020605212007945256,0.0018788331786237225,0.0014359535996318455,0.001894866754514799,0.0017184197388254614,0.0019786548966229146,0.0026467198873504185,0.003962090114889408,0.001923989672718658,0.0020432505602030046,0.00196445985603704,0.0019332224301443922,0.0013298996252322753,0.001327303489171531,0.0014148806230204689,0.0017990437922865178,0.0016081973294609325,0.0019926111759405343
FEZ,0.002202490998767146,0.0017670094047924853,0.00010671215326645427,0.0015929406992860726,0.0020843361506684274,0.0022410473330744343,0.0028817554614681993,0.001880907698060717,0.002150094384484336,0.002052731541164026,0.0022143270601288983,0.002203021096060954,0.002433556524539558,0.001923989672718658,0.0028778651855393767,0.001841858927652264,0.002045136440595167,0.0018735705398949041,0.002404981809397074,0.00015754158319139063,0.0022172670910212645,0.002376498942906634,0.002230428810146162,0.0019557269384941427
IEMG,0.0017946267229847,0.0013054270295498277,0.00017829799329417334,0.0015780508922696832,0.001999197985663112,0.0018699379352502216,0.001944295660473518,0.00209656444730915,0.001792450126478094,0.0023266050075200985,0.001618891080378599,0.001452417296539692,0.002634474721648233,0.0020432505602030046,0.001841858927652264,0.0021252672539740568,0.0019264090558050201,0.0026391026986543682,0.0019934742812156244,0.0001868859479767485,0.0017478846633963178,0.0018308936324969037,0.0018237389820544788,0.0013896710071468524
INDA,0.0020712663410941095,0.0014031348543268938,-0.00011073700072708459,0.0014783253805282482,0.002225470944285118,0.002209807337258916,0.0021321104000905653,0.0017406738459790447,0.002041330866041474,0.0020613445766135123,0.001870433678089667,0.0018422617081596843,0.002036560862571701,0.00196445985603704,0.002045136440595167,0.0019264090558050201,0.0036652867597028035,0.0014972219079835618,0.002339390071508704,0.00026159463547748853,0.0021666463679986285,0.002040994300191708,0.002115267252016011,0.0016050295571702748
MCHI,0.0018590802226239641,0.0007155632099671611,-0.0007505384471052121,0.001439047061059177,0.002175954278324555,0.001723610504628713,0.0020102640759612953,0.003525109306006328,0.001946029586525275,0.0025386093552682487,0.0016963662770650698,0.0007872218640711743,0.002260773443068603,0.0019332224301443922,0.0018735705398949041,0.0026391026986543682,0.0014972219079835618,0.0053152628975127215,0.002032484378290359,-0.0010640148235657723,0.0017079350356625396,0.001884631409785544,0.0018773536559047238,0.000983518733519419
QQQ,0.0027211464269637996,0.0018120069426223913,-0.0006014652134686035,0.0013232077757983447,0.0026217511638408674,0.002401213130417979,0.002534022426355279,0.0018575934811319922,0.002491957078434668,0.002675975999582455,0.0019760827649740326,0.0016034244020221424,0.0024452040584093857,0.0013298996252322753,0.002404981809397074,0.0019934742812156244,0.002339390071508704,0.002032484378290359,0.0038183386746823496,-0.00036421650924984585,0.0030356359517847414,0.0023754490961853496,0.0027245260666807864,0.0015932030176912255
SMAL11.SA,-0.0002495161394923749,0.0018835821517969495,0.004134201672610817,0.001388318404162945,0.00018192008447217865,0.0004791124053214807,0.00029012886075171953,-0.0006147924156717724,-0.0006601069466541988,-0.0001639927811389853,-0.00023439274029705173,0.0010012239128857493,0.0007896731501337147,0.001327303489171531,0.00015754158319139063,0.0001868859479767485,0.00026159463547748853,-0.0010640148235657723,-0.00036421650924984585,0.005203023980891062,-0.00036440221417247484,-0.00010463935582092951,-0.00017151973940535836,0.000777243090585564
SPY,0.002441200322287576,0.0016658968714870753,-0.00048595375168325016,0.0012426082234447827,0.002330112441844349,0.002247278750394029,0.0023088220050201604,0.0016904302875328733,0.0022151085563684356,0.002209968618710484,0.001962075101159503,0.0015947102390249349,0.00209112439362076,0.0014148806230204689,0.0022172670910212645,0.0017478846633963178,0.0021666463679986285,0.0017079350356625396,0.0030356359517847414,-0.00036440221417247484,0.0027169396153593314,0.0021918771217815545,0.0024576484777743606,0.00205883740702396
VEA,0.0021445343406243733,0.0015524647892445325,-0.00014404017849845499,0.0014514895593693048,0.002181932259204031,0.0022292500060217984,0.002445777215079154,0.0018925289576650164,0.002191288245702926,0.0020861783736724334,0.002073433615561109,0.0018662516766270098,0.002435578690182464,0.0017990437922865178,0.002376498942906634,0.0018308936324969037,0.002040994300191708,0.001884631409785544,0.0023754490961853496,-0.00010463935582092951,0.0021918771217815545,0.0022451849596504575,0.002174340047190947,0.0018534277238484635
VT,0.0022889378527268093,0.0016569077572644666,-0.00026330701300600735,0.001342686871216491,0.00226865446638966,0.0022284440660692894,0.0023217447832153456,0.0017976368863322227,0.0021614340757823013,0.002182327885214323,0.0019619139766809657,0.0016837809349271094,0.0022408603998355847,0.0016081973294609325,0.002230428810146162,0.0018237389820544788,0.002115267252016011,0.0018773536559047238,0.0027245260666807864,-0.00017151973940535836,0.0024576484777743606,0.002174340047190947,0.0023155651835683228,0.0019691900065418153
XLE,0.0018858114537009078,0.002149430244358989,0.0008497114646457369,0.0020799923813100405,0.0015393643579002057,0.0021483950977369054,0.0019577542906159297,0.0012893293607529636,0.0015413874753269336,0.0013123361962042832,0.0022647737114193014,0.0016643514370572074,0.0018318620618647673,0.0019926111759405343,0.0019557269384941427,0.0013896710071468524,0.0016050295571702748,0.000983518733519419,0.0015932030176912255,0.000777243090585564,0.00205883740702396,0.0018534277238484635,0.0019691900065418153,0.006469145785249024
